,Job Function,Industry,Seniority,Job Description
98,Other,Retail Groceries,Entry level,"Join our Winning Team today and start your ownership journey!




WinCo Foods is a rapidly growing family of over 135 grocery stores, complete with our own distribution centers and transportation network. We’re proud to operate across 10 states west of the Rockies with more than 20,000 employee owners.




At WinCo Foods we act like owners – because we are! We believe, as the Low Price Grocery Leader, that we make the lives of the communities where we operate better by giving them the best possible prices to feed their families and by focusing on the success, well-being and diversity of our employee owners.




Currently, WinCo is the third largest Employee-Owned company in the United States. WinCo has more than 500 millionaire employee-owners in our Employee Stock Ownership Plan (ESOP). Once eligible, you can start your journey to ownership with an annual gift of stock equaling 20% of what you make each year. (ESOP available at most locations and subject to vesting)




WinCo Foods offers the very best benefits in the industry, with low cost, high quality medical benefits with rates as low as $40 a month, enrollment in our ESOP after 6 months, eligible for 6 paid holidays after 6 months, sick leave, and paid vacation after one year (amount based on hours worked), career advancement opportunities, competitive wages, employee assistance program, discount program – and even voluntary benefits like Pet Insurance!




Job Summary




Consistently provides friendly, courteous customer service to internal and external customers by processing customer orders in an efficient, accurate, safe and courteous manner at a two aisle check stand, a multi station self-check-out lane, or customer service desk as assigned. Performs other related work.




Typical Duties And Responsibilities




Seeks opportunities to welcome, engage, serve and thank customers. Maintains an atmosphere of friendly, enthusiastic customer service with an emphasis of taking care of the customer.
Maintains an atmosphere of enthusiastic customer awareness with an emphasis on fast, friendly customer service.
Operates check stand equipment such as a cash register, scanner and scale to process customer orders using two aisles to check customers.
Engages in suggestive selling and other sales techniques.
Processes monetary transactions (i.e., giving and receiving change, etc.) including cash, checks, gift certificates, travelers checks, food stamps, processing coupons, and refunds.
Maintains knowledge of current product location, monitors UPC codes and ensures proper pricing.
Maintains clean, neat and properly stocked check stand and ensures safe and secure work area.
Stocks, prices and rotates merchandise.
May be assigned to a multi station self-check-out lane as needed.
May be assigned to the customer service counter as needed.
Performs other duties as assigned or needed.




Requirements




Ability to




Consistently provide friendly, courteous service to internal and external customers.
Work varied shifts between 500 am and 100 am in a 24/7 operation; including night, weekends and holidays.
Perform friendly, courteous, tactful relations with customers and co-workers with composure.
Communicate (hearing and speech) to perform customer relation skills.
Complete written forms.
Conduct visual inspection, read information on merchandise, etc.
Lift and maneuver objects of varying dimensions and weights up to 20 lbs. frequently and perform repetitious work accurately.
Lift up to 50 lbs. occasionally.
Operate check stand equipment such as cash registers, scanners, and scales.
Stand for long periods of time, walk rapidly, bend, stoop, twist, and turn frequently for long periods of time.
Must be 16 years of age or older.
Manual dexterity and good hand/eye coordination.
Learn and memorize a considerable amount of information including PLU codes, location of products, check stand and keyboard procedures and company policies.
Ensure accuracy in recording sales and handling monetary transactions with mental alertness and basic math skills (add, subtract, multiply and divide).
Climb and balance on ladders when stocking shelves.
Use blades for box cutting.
Work in a cooler and freezer.
Use household cleaners to maintain work area (i.e., waxes, glass cleaner, etc.).
Work in varying weather conditions for performance of outdoor duties.
Perform primary duties efficiently and accurately.




Additional Requirements




Food Handlers Certification (Per State Laws).




Machines and Equipment Operated




Fork lift, electric and manual pallet jacks, hand truck, garbage and card board compactor.
Box knife




For minors hired, hours may differ as well as machines and equipment operated.




The above statements are intended to describe the general nature of work performed by the employees assigned to this job. All employees must comply with Company policies and applicable laws. The responsibilities, duties and qualifications required of personnel may vary.




As WinCo Foods continues to grow, our diversity—from our variety of perspectives and wide range of experiences—is essential to our strategy and success. We are committed to continue to cultivate and celebrate an inclusive environment in which all employees are valued and respected regardless of their race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status.
Show less "
99,Accounting/Auditing and Finance,Retail Groceries,Mid-Senior level,"Job Title Bookkeeping Lead




FLSA Status Hourly




Reports To Guest Services Manager




Responsible for working closely with all bookkeeping associates in an effort to ensure all company policies and procedures are being followed, department goals and objectives are being obtained, and associates’ needs are being met. Contributes to store profitability by effectively managing all aspects of bookkeeping department operations, to include but not limited to labor, expenses and guest service.




Essential Duties And Responsibilities




Leads, coaches, teaches and reinforces Festival culture, guest service, and performance expectations to all bookkeeping associates
Maintains adequate staff levels by interviewing applicants and extending job offers
Trains new bookkeeping associates
Finalizes and approves weekly work schedule for bookkeeping associates
Writes and conducts performance reviews of bookkeeping associates
Documents violations of company policies/procedures by bookkeeping associates and conducts appropriate corrective action, up to and including termination
Answers questions and provides guidance to all bookkeeping department associates
Ensures all department standards are being met in the bookkeeping department
Communicates and works cooperatively with Store Director, other department managers and bookkeeping associates to maintain standards and exceed guest expectations
Provides excellent services to all guests
Assists guests with finding items they are looking for while on the sales floor
Answers the telephone and assists guests using proper phone etiquette
Addresses guest concerns and resolves issues when a guest is not satisfied
Assists all department associates with daily responsibilities while leading by example
Develops assistant department manager and/or department leads to prepare for advancement opportunities
Contributes to overall cleanliness of the department by picking up, organizing, and cleaning work areas
Prepares, verifies, and processes invoices while complying with company policies and procedures
Regular, timely attendance in compliance with the work schedule, and adequate notice to find a replacement for occasional absences
Other duties as assigned




Qualifications




To perform this job successfully, an individual must be able to perform each essential job duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.




High School Education or equivalent combination of education and experience
Ability to deal tactfully and effectively with guests and all personnel
Good oral and written communication skills and the ability to handle situations




PHYSICAL DEMANDS AND WORK ENVIRONMENT




The physical demands and work environment described below are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.




The employee must possess the ability to sit for long periods of time. Requires fine finger and broad manual dexterity
The position requires the employee to lift up to 50 pounds on an occasional basis




WORK SCHEDULE




The Bookkeeping Lead position is a full-time hourly position. The most common shift to be worked will be 5am to 1pm, including weekdays, weekends, and holidays.




Festival Foods serves guests in 40 full-service, state-of-the-art supermarkets throughout Wisconsin. At Festival Foods, we're not simply selling groceries, we're on a mission! Every business decision we make is based on our ""Boomerang Principle""--empowering our associates to make decisions and take actions that will ""Bring the Customer Back"". We are proud to be a family and employee-owned company.




At Festival Foods we are committed to providing an environment of mutual respect where equal employment opportunities are available to all. We are dedicated to building a top-notch team of skilled, experienced and service-oriented associates who represent a variety of backgrounds, perspectives, and talents. Festival Foods believes that diversity and inclusion among our teammates, products, and our community strengthen our ability to serve our guests, as we seek to recruit, develop and retain the most talented people.
Show less "
100,Sales and Business Development,Retail,Mid-Senior level,"Job Details

Description

AT SHOE PALACE WE RUN. WE SELL. WE HAVE FUN!

DO YOU HAVE WHAT IT TAKES?

The Role

Do you usually find yourself leading the way, being an integral member of the team, keeping the team working together, and reaching goals? Are you looking for a career in a challenging and exciting environment? The ideal candidate will be goal-oriented, data-savvy, and open to constant growth! You are the person making all the business decisions and taking on full responsibility to ensure the store is successful at all times. If you are not sales-driven and don’t like fast-paced work this is probably not for you.

Here’s what a day at work may look like…

Hire, manage and motivate your team to operate at a high level
Drive and create sales by delivering exceptional customer service and meeting sales goals.
Make sure customers are receiving the ultimate experience from your team
Lead by example; Follow all policies and procedures at all times.

About You…

High School or equivalent
1-3 years of retail management.
Make sure you understand Shoe Palace is full of opportunities and changes
You have the people skills to grow your team
A desire to work hard and be successful
Computer savvy
Honesty and loyalty, we have a strong team so we need someone even stronger to lead it

It would be great but not completely necessary to have…

Experience in selling Athletic Shoes a plus.
Experience working with a growing company

What We Bring To The Table...

Growth!
Benefits
You like discounts? We got you!
An open mind for new ideas
Exciting work environment

WE ARE LOOKING FOR ASSISTANT MANAGERS AND MANAGERS

Shoe Palace is one of the most-trusted athletic footwear and apparel retail chains in the United States. What began as a small, family business in 1993 has now grown into an extremely popular chain of stores and an online retail site — shoepalace.com.

We are seeking self-motivated individuals who are dynamic thinkers and outstanding communicators who will thrive in an entrepreneurial environment and want to grow with Shoe Palace Corporation. Our team members are bright, professional, enthusiastic, and able to quickly apply their skills to diverse situations
Show less "
101,Other,Retail,Entry level,"Job Description

In this Customer CARE Specialist 2 role, you will be the voice of Nordstrom and/or Nordstrom Rack, fielding real-time calls in a virtual, call center environment from customers across the country. The ideal Customer CARE Specialist is caring and compassionate, enthusiastic, solutions-oriented and committed to providing outstanding service to all our customers.

This role is a fully remote, work from home position. Candidate location restrictions apply. Nordstrom can offer remote employment of this position in: Nevada

Shifts:

Full-time. Shift times will vary upon business need. Schedule flexibility, including nights, weekends, and holidays, is required.

Paid! Training:  

Orientation: 1 week (Tuesday – Friday) 7:00AM – 4:00PM PST

Training: 3 weeks (Monday – Friday) 7:00AM – 4:00PM PST (Attendance at training is required)

 

Pay: Pay range for this position in Nevada: $16.60 - $17.05

Work from Home Subsidy! $50/month 


A day in the life…

Act as a Brand Ambassador for the Nordstrom company, providing world-class service to all Customers
Successfully troubleshoot and resolve all customer service inquiries or issues via incoming phone/email and/or chat contacts
Provide Customers with critical service and product information, ensuring customer satisfaction
Process orders and enter data into order entry system
Track customer packages
Other duties as assigned


You own this if you have…

6+ months experience within a customer service-focused environment, such as contact center, retail, hospitality, or food and beverage (preferred)
The ability to meet the Nordstrom and Nordstrom Customer CARE Work from Home Guidelines and expectations
Excellent communication skills
The ability to work in a fast-paced environment and demonstrate a high sense of urgency
Understanding of computer systems and troubleshooting issues with minimal assistance
Ability to work a set schedule (scheduled start, stop, breaks and lunches), including nights, weekends, and holidays, with required overtime as business needs; flexibility required during peak times
A quiet, distraction free, secure home workspace  
The ability to work your entire shift using a computer while stationed at a desk, wearing a headset, and turn on the camera when requested by leadership
Wired, high-speed Internet, Modem or Router w/ Ethernet Port – Thin client must connect directly (No Satellite Internet or Wi-Fi)


We’ve got you covered…

Our employees are our most important asset and that’s reflected in our benefits. Nordstrom is proud to offer a variety of benefits to support employees and their families, including:

Medical/Vision, Dental, Retirement and Paid Time Away
Life Insurance and Disability
Merchandise Discount and EAP Resources


A few more important points...

The job posting highlights the most critical responsibilities and requirements of the job. It’s not all-inclusive. There may be additional duties, responsibilities and qualifications for this job.

Nordstrom will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.

Applicants with disabilities who require assistance or accommodation should contact the nearest Nordstrom location, which can be identified at www.nordstrom.com.

© 2022 Nordstrom, Inc

Current Nordstrom employees: To apply, log into Workday, click the Careers button and then click Find Jobs.

Pay Range Details

The pay range(s) below are provided in compliance with state specific laws. Pay ranges may be different in other locations.

Nevada: $16.50-$28.00 hourly
Show less "
102,Purchasing,Retail,Entry level,"If you're someone who has a genuine desire to help people live better and healthier lives, join us as we work to be a trusted resource in our communities, offering real people, real food at real affordable prices across the Midwest. If you are ready to immerse yourself in an environment, that helps shoppers naturally, intuitively, and enjoyably find real, honest, affordable goodness to meet them wherever they are on their wellness journey, we'd like to hear from you. Join us to begin YOUR journey and be a part of the Fresh Thyme Market Team! Fresh Thyme Rewards




Weekly pay
Scheduling flexibility
Paid parental leave
Care.com/back-up care assistance
Team member discount
Career growth opportunities . Are you passionate about the retail grocery market and organic products? Are you a leader? Are you ready to join one of the fastest growing companies in the retail grocery market? If so, Fresh Thyme Farmers Market is the place for you! Our unique business model, fast paced and growing environment, promote from within culture, and excellent benefits make Fresh Thyme the best employer in the grocery market. Careers have been blooming at Fresh Thyme since our inception in 2012 - yours should be no different! . The Coordinator team member plans, directs and supervises team members in the day to day operations of their respective department area. Delivers exceptional customer service by managing the day to day ordering, receiving, stocking and displaying of related products to maximize profits. Maintains department cleanliness and adheres to all food safety processes. Essential Duties & Responsibilities
Assists in scheduling, staffing selection, and hiring to achieve staffing needs
Promotes succession planning by providing career paths, identifying development needs for their respective departments team, and being involved with and accountable for promotion decisions
Supports disciplinary actions and makes recommendations concerning discharge
Attain P&L budgeted goals, achieving sales, labor and margin plans for the department
Reviews sales goals, supply costs, stock loss/shrink results and goals
Models exceptional, fast and friendly customer service
Reviews Customer Survey and customer feedback from previous day or week
Prepares, packages, stocks store and display merchandise appropriately
Price change compliance
Food safety compliance
Ordering of manual ordered items
Supervises, trains and manages their Department Team in the absence of the Dept. Manager to:
Stock (including washing, bundling and trimming) rotating, and merchandise facing products according to department procedure
Ensure all inferior out of code products are not sold and removes from display
Ensure all products are accurately priced and sales prices are maintained and up to date
Provides consultation to customers when needed regarding consumer products
Execute ad set compliance including signage
Ensure the backroom is neat and organized
Meet or exceed sales floor conditions expectations in respective department
Ensures their departments team members are thoroughly trained in all aspect of their jobs and have completed all required training
Promotes a safe work environment
Reliable and consistent attendance required
Proper usage of production planner and fresh dashboard
Other daily tasks as required Education and Experience
High school diploma or its equivalent required
2-3 years of related retail experience
One year of management experience
Previous experience in a natural foods industry is a plus. Knowledge, Skills, and Abilities
Demonstrated ability to communicate to team members in the organization in a way that provides clear and precise direction
Demonstrated ability to resolve conflict and by addressing root cause issues
Demonstrated ability to manage multiple tasks
Demonstrated ability to analyze financial and statistical information and use that information to make informed decisions
Demonstrated ability to consult with customers on all areas pertaining to their department
Demonstrated ability to lead an organization that practices working safely at all times
Demonstrated ability to mentor team members in all areas of the organization including team members in hourly positions.
Successful completion of all required certifications
Serv Safe Certification Job Function Analysis Physical Demands
Sit Rarely 1-2 hours
Stand Continuously 1-8 hours
Walk Continuously 2-8 hours
Drive Frequently 2-4 hours
Balance Frequently 34-66%
Bend Occasionally 1-33%
Climb (2-6 ft) Occasionally 1-33%
Crawl Occasionally 1-33%
Crouch/Squat Occasionally 1-33%
Kneel Occasionally 1-33%
Reach (forward & overhead) Frequently 34-66%
Twist (45 degrees at waist) Occasionally 1-33% Lifting/Carrying
0-10 lbs. Occasionally 1-33%
11-25 lbs. Occasionally 1-33%
26-50 lbs. Occasionally 1-33%
51-100 lbs. Never 0% Repetitive Motion Right & Left Grasping Frequently 34-66% Fine Manipulation Occasionally 1-33% Pushing and Pulling Occasionally 1-33% Lower extremities Never 0% Environmental Conditions: Some extreme temperatures are possible. Some ventilation and exhaust fans. The above declarations are not intended to be an all-inclusive list of the duties and responsibilities of the job described, nor are they intended to be such a listing of the skills and abilities required to do the job. Rather, they are intended only to describe the general nature of the job.
Show less "
103,Purchasing,Retail,Entry level,"Job Summary: Create the Starbucks experience for Food City shoppers by providing prompt service, quality beverages and products, and maintaining a clean and comfortable environment. Essential Job Functions:




Ensure efficient and courteous customer service at all times in support of the company mission to ""Run the Best Store in Town!""
Take customer orders, ensure orders are completed in a timely manner, and to the customers' satisfaction
Prepare, bagging, pouring, and stocking Starbucks products, rotating items to ensure product quality and safety.
Maintain a positive and friendly attitude towards customers and fellow associates.
Engage with customer, offering product information, using suggestive selling techniques, and sampling products.
Process cash register transactions using POS system.
Provide quality beverages, whole bean, and food products consistently for all customers by adhering to all recipe and presentation standards.
Act with integrity, honesty, and knowledge to promote the culture, values, and the mission of both Food City and Starbucks.
Consistently operate and tools and equipment, following all routine and safety procedures.
Follow company food safety program and food-handling procedures.
Responsible for attending on-site work during scheduled shifts to adhere to company time and attendance policies Qualifications:
Must be 16 years of age or older
Food Service/Coffee experience a plus, but not required
High School Diploma or equivalent
Learn how to mix a wide variety of coffee and tea products
Learn the ingredients that go into various products
Work with various Starbucks ingredients including various coffees, teas, spices, nuts, flavorings, sauces, and oils
Ability to understand and follow verbal and/or written instructions, perform routine and repetitive tasks and have constant contact/interaction with various levels of individuals on a daily basis
Ability to attend on-site work during scheduled shifts to adhere to company time and attendance policies Benefits of working for Food City: 401(k) with company match, Employee Stock Ownership Plan, Weekly Pay Checks with Direct Deposit, Company paid Life and Disability Insurance, Medical Plan with wellness benefits, Dental Plan, Paid Holidays, Paid Vacations, Associate Offers, and so much more! About Food City: Food City is a privately held, family-owned company with a driving mission to ""run the best store in town."" Dedicated to giving back to the communities we serve, we encourage our associates to get involved with their local civic organizations. We consider our associates to be our greatest asset. Over 13% of the company is currently owned by our associates through our employee stock ownership plan, promoting tremendous pride in the services and products we provide. Whether your passion is baking, accounting, or trucking, Food City has a promising career opportunity for you. We offer flexible schedules to ensure our associates have ample time to spend with family and friends. If you're looking for a great career or the opportunity to try something different, consider becoming part of the Food City family.
Show less "
104,Finance and Sales,Retail,Mid-Senior level,"Company Name: Kroger General Office




Position Type: Employee




FLSA Status: Exempt




Position Summary




Provide support for the implementation, and documentation of innovative fraud prevention strategies by analyzing fraud trend data. Work closely with payments fraud manager to identify fraud payment risks. Oversee system and analytical tool enhancements to maintain productivity and efficiency of fraud strategies. This position requires an in-depth understanding of payment fraud/risk management with fraud expertise. Demonstrate the company's core values of respect, honesty, integrity, diversity, inclusion, and safety.




Essential Job Functions




Identify risk factors and trends of potentially fraudulent activity utilizing technical data analysis and statistical interpretation
Communicate with payment fraud manager and business partners on detailed fraud strategies to address trends
Lead root cause analysis to identify opportunities to predict, prevent and mitigate risk within processes and performance
Utilize analytics to optimize existing fraud strategies to reduce false positive rates and increase fraud detection rates
Extract and analyze data, investigate data integrity, generate metrics, and perform data and portfolio analysis
Generate fraud metrics reports to show the performance of fraud systems for use in management reporting
Identify gaps in current systems, policies and strategies and take actions to mitigate emerging fraud risks with guidance from managers
Recommend enhancements and process improvements based on assessment of fraud systems and processes
Communicate significant issues to management; make recommendations when weaknesses are identified
Perform ad-hoc analysis as potential risks are identified
Must be able to perform the essential job functions of this position with or without reasonable accommodation




Minimum Position Qualifications




Bachelor's Degree in related field or equivalent work experience in a finance/accounting related field
2+ years of experience working with automated decisioning processes and rules based on decisioning
Solid understanding of general payment fraud and risk management
Strong understanding of and commitment to the continuous business improvement process
Ability to perform data trend and defect analyses
Strong interpersonal and relationship building skills
Demonstrated ability to work with senior level leaders
Ability to work independently as well as in a team
Ability to manage process and business line requirements
Demonstrated ability to interpret data, draw high-level conclusions and determine next steps analyses




Desired Previous Experience/Education




3+ years of experience investigating payment fraud
Strong reasoning and analytical skills
Strong attention to details




Education Level: Bachelor's Required




Required Travel: Up to 25%




Required Certifications/Licenses: None




Position Type: Full-Time




Regions: General Office- Cincinnati; Any; Mid-Atlantic; Midwest; Mountain; South; West




States: Alabama; Alaska; American Samoa; Arizona; Arkansas; California; Colorado; Connecticut; Delaware; District of Columbia; Federated States of Micronesia; Florida; Georgia; Guam; Hawaii; Idaho; Illinois; Indiana; Iowa; Kansas; Kentucky; Louisiana; Maine; Marshall Islands; Maryland; Massachusetts; Michigan; Minnesota; Mississippi; Missouri; Montana; Nebraska; Nevada; New Hampshire; New Jersey; New Mexico; New York; North Carolina; North Dakota; Northern Mariana Islands; Ohio; Oklahoma; Oregon; Palau; Pennsylvania; Puerto Rico; Rhode Island; South Carolina; South Dakota; Tennessee; Texas; Utah; Vermont; Virgin Islands; Virginia; Washington; West Virginia; Wisconsin; Wyoming




Keywords




Jobs at Kroger: At Kroger, we hire people who have a passion for helping others and who want to build a relationship with our Customers. No matter what stage of your career, you can build your future at Kroger. We look for people who want more, aspire to be more and work hard to achieve their goals. Our focus on keeping the Customer first is what makes us successful. As the largest traditional grocery chain in the U.S. and one of the world's largest retailers, we employee more nearly half a million Associates across 35 states. We offer many opportunities not only in our stores, but in Manufacturing, Logistics, Marketing, Finance, Human Resources, and many other fields.




Company Overview: Kroger Family of Companies employs nearly half a million associates who serve over 11 million customers daily through a seamless shopping experience under a variety of banner names . At The Kroger Co., we are Fresh for Everyone™ and dedicated to our Purpose: To Feed the Human Spirit®. We are committed to creating #ZeroHungerZeroWaste communities by 2025. Careers with The Kroger Co. and our family of companies offer competitive wages, flexible schedules, benefits and room for advancement.




Posting Notes: OH || Cincinnati || 1014 Vine Street || 45202 || Kroger General Office || [[mfield2]] || Finance; Accounting; Analytics & Execution; Asset Protection; Corporate Information Security; Corporate Technology Systems; Cost Management || Employee || Exempt || Full-Time || None
Show less "
105,Purchasing,Retail,Entry level,"Essential Job Functions




Ensure efficient and courteous customer service at all times in support of the company mission to ""Run the Best Store in Town!""
Maintain a positive attitude; create an atmosphere of friendliness and fun through flexibility and teamwork.
Generate a positive, friendly, and fun working environment with a customer first initiative by greeting and speaking to customers, provide prompt, courteous, and efficient customer service.
Prepare and produce ""Quality"" food & products to meet or exceed our customer & company expectations
Bake bread, rolls, pies, and cookies per manual guidelines
Complete daily production sheets and break out of frozen product
Put up stock
Assist in proper rotation of product in coolers and freezers
Assist in maintaining good dates on all products
Assist in ordering products and supplies needed for daily operations
Assist in making sure that all package products for self-service are in proper packaging with correct weights and ingredients to satisfy local weights and measurement regulations
Keep workstation and area around workstation neat and clean
Food the company Food Safety program
Food Service Associates should expect to be cross trained in multiple areas with varying responsibilities. Qualifications:
Must be 18 years of age or older
Food Service experience a plus, but not required
Ability to meet standard Physical, Mental, and Visual demands
Ability to understand and follow verbal and/or written instructions, perform routine and repetitive tasks and have constant contact/interaction with various levels of individuals on a daily basis
Ability to attend on-site work during scheduled shifts to adhere to company time and attendance policies Benefits of working for Food City: 401(k) with company match, Employee Stock Ownership Plan, Weekly Pay Checks with Direct Deposit, Company paid Life and Disability Insurance, Medical Plan with wellness benefits, Dental Plan, Paid Holidays, Paid Vacations, Associate Offers, and so much more! About Food City: Food City is a privately held, family-owned company with a driving mission to ""run the best store in town."" Dedicated to giving back to the communities we serve, we encourage our associates to get involved with their local civic organizations. We consider our associates to be our greatest asset. Over 13% of the company is currently owned by our associates through our employee stock ownership plan, promoting tremendous pride in the services and products we provide. Whether your passion is baking, accounting, or trucking, Food City has a promising career opportunity for you. We offer flexible schedules to ensure our associates have ample time to spend with family and friends. If you're looking for a great career or the opportunity to try something different, consider becoming part of the Food City family.
Show less "
106,Purchasing,Retail,Entry level,"Essential Job Functions




Ensure efficient and courteous customer service at all times in support of the company mission to ""Run the Best Store in Town!""
Maintain a positive attitude; create an atmosphere of friendliness and fun through flexibility and teamwork.
Generate a positive, friendly, and fun working environment with a customer first initiative by greeting and speaking to customers, provide prompt, courteous, and efficient customer service.
Prepare and produce ""Quality"" food & products to meet or exceed our customer & company expectations
Bake bread, rolls, pies, and cookies per manual guidelines
Complete daily production sheets and break out of frozen product
Put up stock
Assist in proper rotation of product in coolers and freezers
Assist in maintaining good dates on all products
Assist in ordering products and supplies needed for daily operations
Assist in making sure that all package products for self-service are in proper packaging with correct weights and ingredients to satisfy local weights and measurement regulations
Keep workstation and area around workstation neat and clean
Food the company Food Safety program
Food Service Associates should expect to be cross trained in multiple areas with varying responsibilities. Qualifications:
Must be 18 years of age or older
Food Service experience a plus, but not required
Ability to meet standard Physical, Mental, and Visual demands
Ability to understand and follow verbal and/or written instructions, perform routine and repetitive tasks and have constant contact/interaction with various levels of individuals on a daily basis
Ability to attend on-site work during scheduled shifts to adhere to company time and attendance policies Benefits of working for Food City: 401(k) with company match, Employee Stock Ownership Plan, Weekly Pay Checks with Direct Deposit, Company paid Life and Disability Insurance, Medical Plan with wellness benefits, Dental Plan, Paid Holidays, Paid Vacations, Associate Offers, and so much more! About Food City: Food City is a privately held, family-owned company with a driving mission to ""run the best store in town."" Dedicated to giving back to the communities we serve, we encourage our associates to get involved with their local civic organizations. We consider our associates to be our greatest asset. Over 13% of the company is currently owned by our associates through our employee stock ownership plan, promoting tremendous pride in the services and products we provide. Whether your passion is baking, accounting, or trucking, Food City has a promising career opportunity for you. We offer flexible schedules to ensure our associates have ample time to spend with family and friends. If you're looking for a great career or the opportunity to try something different, consider becoming part of the Food City family.
Show less "
107,Management and Manufacturing,Retail,Entry level,"CA - Irvine - Tustin - 2823

Job Summary

Barnes & Noble has a special place in the community, and this holds true whether you shop in our bookstores or in our Cafes. Baristas make the experience special by welcoming each guest and creating the perfect handcrafted beverages. They are also the first to try and experiment with new roasts and blends. A barista is the first step to a wonderful career, and we have plenty of opportunities for you to grow with us. If you enjoy sharing your love for coffee, then this could be the perfect position for you.

As a barista, you provide first class service to our customers with every drink you create and every cookie you bake, ensuring their experience is your top priority. You make the customer experience pleasurable and provide the perfect complement to any book. Your passion for coffee, creating inspiring drinks and your knowledge of the Cafe ensures that customers are delighted by the handcrafted beverages you serve and look forward to coming into the Cafe again and again. An employee in this position can expect an hourly rate starting at $15.50.

What You Do

Deliver the perfect beverage that exceeds customer expectations with your ability to engage, build rapport, listen, and provide friendly, fast service as you go through a tailored order creating approach.
Make relevant beverage and food recommendations ensuring an engaging experience with the customers that connects them with the right products to meet their needs.
Ensure that the Cafe is welcoming to all customers by having a stocked bake case and neatly displayed merchandise.
Take pride in the Cafe and place a priority on ensuring a clean and tidy environment knowing that cleanliness encompasses all aspects of the customer experience.
Execute all operational standards correctly, in a timely manner and in accordance with the cafe standards, safety and health codes.
Protect company assets by adhering to all processes and working efficiently to control waste and shrink.
Recognize and offer to help both customers and employees with urgency and care.
Work in the Cafe which requires physical activity (i.e., prolonged standing, repetitive bending, lifting, climbing, operating espresso machines), and sales floor when needed.

Knowledge & Experience

Passionate about the products we serve.
Positive and can-do attitude.
Enjoy working with people.
Listen to people and enjoy solving problems.
Make correct recommendations for handcrafted beverages and food items that satisfy the customer.
Well-organized, efficient, and able to multi-task.
Can clearly and respectfully communicate and express oneself.

Expected Behaviors

Treat customers as the first priority at all times.
Take initiative and consistently grow and expands cafe knowledge.
Enjoy making recommendations and engaging with others.
Exhibit and demonstrate initiative.
Support company goals and initiatives and is a team player.
Show respect and kindness to fellow employees and customers.
Accept responsibility and execute all assignments correctly and with care.
Accept coaching and feedback from others openly.
Flexible and can adapt to an ever-changing environment.

Auto req ID

65416BR

Employment Type

Part-Time

City

Irvine

State

California

EEO Statement

Barnes & Noble is an equal opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to age, race, color, ancestry, national origin, citizenship status, military or veteran status, religion, creed, disability, sex, sexual orientation, marital status, medical condition as defined by applicable law, genetic information, gender, gender identity, gender expression, hairstyle, pregnancy, childbirth and related medical conditions, reproductive health decisions, or any other characteristic protected by applicable federal, state, or local laws and ordinances. Please tell us if you require a reasonable accommodation to apply for a job or to perform your job. Examples of reasonable accommodation include making a change to the application process or work procedures, providing documents in an alternate format using a sign language interpreter, or using specialized equipment. Contact (800) 799-5335.
Show less "
