,Job Function,Industry,Seniority,Job Description
247,Management and Manufacturing,Hospitals and Health Care,Entry level,"Do you enjoy preparing delicious meals? Are you compassionate and have a longing to serve individuals who may struggle with health and physical limitations? Would you like to foster your passion for the culinary arts?

If you are interested in joining a team that recognizes your dedication and passion for excellence in food and hospitality, consider joining our team of food professionals. At Regency at Lansing West, a beautifully-crafted meal can put a smile on someone’s face and make their day.

At Ciena Healthcare, we take care of you too, with an attractive benefit package including:

Competitive pay,
Life Insurance,
401K with matching funds,
Health insurance,
AFLAC.
Employee discounts
Tuition Reimbursement
SPOTLIGHT, our virtual community and rewards and recognitions program, exclusively for Ciena staff members


In addition, we will help you advance your career with tuition reimbursement, discounts and other support.

You will join an experienced, hard-working team that values communication and strong teamwork abilities.

Responsibilities

A cook and dietary aide prepares delicious, nourishing and well-balanced meals to meet the daily nutritional and special dietary needs of each guest. In addition, the cook:

Follows standardized recipes.
Prepares foods that correspond to the menu cycles developed by registered dietitians.
Cooks or prepares appetizing, well-presented and nutritionally-adequate meals in quantities that are served at the proper temperatures and within the appropriate time frames.
Uses food supplies and equipment in an efficient and economic manner to prevent waste.
Prepares and maintains food alternatives to accommodate guest choices and refusals of meals served.
Supervises culinary staff with regard to food storage, food preparation, tray assembly and cleaning.


In the absence of the chef and/or dietary manager, the cook supervises the culinary center’s employees.

Education and/or Experience

High school diploma or equivalent preferred.
Covid 19 vaccination or acceptable exemption required.
One year of experience as a cook or dietary aide in an institutional food service setting preferred.


About Ciena Healthcare

Ciena Healthcare is Michigan’s largest provider of skilled nursing and rehabilitation care services.

We serve our residents with compassion, concern, and excellence, believing that every one of them is a unique person who deserves our best each day that we care for them. If you have a passion for improving the lives of those around you and working with others who feel the same way, Ciena is the place for you!

#IND123
Show less "
248,Other,"Technology, Information and Internet",Not Applicable,"The Delivery Driver position at North Coast will be responsible for loading, unloading and delivering product from our warehouse for local delivery. This will require the driver operate a box van (non-CDL) and assist with some work on the production floor, sorting and packing product for delivery.

This position requires dependability and someone who is experienced with delivery driving. Physical strength and stamina, as well as a clean driving record, are needed. Delivery Drivers must be organized, efficient and professional always while ensuring deliveries are made accurately and on time.

This position reports to the General Manager.

Duties & Responsibilities

Deliver product to specific locations to scheduled route
Ensure products are delivered in a timely manner
Load and organize product inventory from warehouse into your vehicle and unload products in and out of truck as needed throughout the day
Follow rules and regulations of the road at all times.
Follow all company and state enforced safety requirements for loading and unloading produ
Scan or write in confirmation of delivery upon arrival to recipient client
Collect signature at delivery locations


Requirements

1+ years, experience in a delivery driver position
1+ years, experience working in a warehouse a plus
Experience in food manufacturing; seafood or meat processing a plus
Experience using hand trucks, pallet jacks and forklifts a plus
Valid and clean driver’s license, required
Must be able to pass a DOT physical
Proficient at driving and parking large vehicles
Able to provide excellent customer service
Able to maintain an environment that drives performance and a safe workplace
Drive an environment of teamwork and open communication


Additional Requirements

Must be able to lift 30-50 pounds
Work up to a 10-hour workday: standing/walking most of the day
Hand use: single grasping, fine manipulation, pushing and pulling
Work requires the following motions: bending, twisting, squatting and reaching
Exposure to FDA approved cleaning chemicals
Exposure to temperatures: <32 degrees Fahrenheit
Ability to work in wet and dry conditions
Ability to work Monday-Friday, weekends when needed
Ability to use tools and equipment, including knives


North Coast Seafoods is an equal opportunity employer and does not discriminate against otherwise qualified applicants on the basis of race, color, creed, religion, ancestry, age, sex, marital status, national origin, disability or handicap, or veteran status.

Benefits

At North Coast, employees are considered part of a family where everyone works together to ensure the founding mission and values of the company are upheld every day. We offer an inclusive work environment spearheaded by an approachable leadership team who believes in the idea that it’s not just about the work we do, it’s about what the work allows us to do for our loved ones.

We foster the opportunity for real growth and long-term employment. Most members of our leadership team started out on the floor and through mentorship advanced into their current roles. We are currently looking to build the next generation of leaders.

We offer competitive compensation packages including comprehensive health care coverage, vacation and 401(k) to all full-time benefit-eligible employees. Employees also have access to the highest quality seafood at cost.

This is a full-time, nonexempt position.
Show less "
249,Engineering and Information Technology,Education Management,Entry level,"Job Summary

Dr. Levesque Elementary School in Maine School Administrative District No. 33 is seeking several dynamic educational technicians to join our team. Under the supervision of certified teachers, the selected candidates will assist certified professional staff with Title I and/or special education students in the classroom to meet instructional goals and objectives, and to free certified professional employees from non-professional duties such as proctoring study halls to enable them to make a contribution to other aspects of the educational program, such as curriculum development.

Essential Job Functions

Assists/guides students to reinforce reading, writing, math, computer instruction, and other skills.

Provide behavior interventions.

Works with students individually/small groups to reinforce basic learning and implement programs.

Assists professional staff in the administration/correction of classroom exercises, and assessments.

Assists in classroom preparations and strategies for reinforcing instructional materials and skills according to individual student needs.

Assists with record-keeping procedures to document student learning and performance.

Assists with classroom behavioral management to minimize disruptions, ensure a safe and orderly classroom, and ensure students are on task.

Assists students in non-instructional areas, such as supervising the student lunch programs, bus duty, playground duty, corridor, study hall, and other related non-instructional areas.

Accompanies students on field trips for the purpose of assisting with supervision.

Certification

Maine Educational Technician I, II or III Certification -021

Maine Criminal History Record Check (CHRC) Required

Education

A high school diploma is required for Ed Tech I certification.

Two years of college is required for an Ed Tech II certification.

Bachelors from an accredited college or university in education discipline is required for Ed Tech III certification.

A complete application package must include: Letter of interest, application, resume, letters of recommendation, and a copy of the appropriate valid State of Maine authorization.

You may obtain an application by going to our website at msad33.org, calling (207)543-7334, or e-mailing jcollin@msad33.org.
Show less "
250,Administrative,Staffing and Recruiting,Entry level,"Search22 is a specialist search firm focused on the recruitment market in North America. Our clients include staffing agencies, executive search firms, and internal TA teams. Please read carefully before applying:




*URGENT HIRE*




Client Overview: A rapidly growing start-up executive search firm specializing in providing elite financial talent to the Infrastructure, Energy, and Real Assets sector.




Job Overview: We are seeking an Administrative Assistant to join our team and support our growing organization. This position will be responsible for various operational functions, including onboarding/offboarding internal employees, executive support, and operational tasks. This is an entry-level position, and the ideal candidate will be a recent graduate or someone with 1-2 years of relevant experience in an office support setting.




Responsibilities:

Support the recruitment team in various administrative tasks, including but not limited to: organizing scheduling for interviews and client meetings, preparing offer letters, meeting annotation, greeting visitors, point of contact for vendors, and maintaining inventory of office supplies.
Assist with internal employee onboarding and offboarding, I-9 verifications, and HR portal (JustWorks) management.
Providing input and drafting promotional brochures, job postings, and social media posts.
Providing support to upper management in ad hoc requests.




Qualifications:

Bachelor's degree in Human Resources, Business Administration, or a related field.
1-2 years of experience in office setting preferred.
Strong attention to detail and ability to work in a fast-paced environment.
Excellent organizational and time management skills.
Proficient in Microsoft Office Suite.
Strong written and verbal communication skills.
Ability to maintain confidentiality and handle sensitive information with discretion.




We are an equal opportunity employer and welcome applicants from all backgrounds to apply. If you are a highly motivated individual with a passion for office coordination and are looking for an exciting opportunity to grow your career, we encourage you to apply for this position.

Show less "
251,Management and Manufacturing,Hospitals and Health Care,Entry level,"Ayden Healthcare of Oregon is currently seeking full-time Housekeeping Assistant

Position Summary:

The housekeeping position will work varied days and hours based on the needs of the facility. The position may occasionally have to work in Laundry, and all aspects of the job will vary based on the needs of the facility. Shifts will vary and the position must work every other weekend and every other holiday. The Housekeeping position exists to provide routine support in the environmental services of residents, to assure that the highest degree of quality resident care is always maintained. This position must work effectively with team members in ensuring that work is accomplished in a timely, effective, well organized and safe manner, while focusing on delivering quality resident care.

Responsibilities & Duties:

Performing basic housekeeping support procedures for residents as required.

Cleaning and sanitizing all areas on a regular basis

Sweeping and mopping

Trash removal

Following daily cleaning schedule as required

Maintaining and organizing cleaning supplies

Qualifications:

Excellent Customer Service Skills Required

Ability to move (sit, stand, bend, lift) intermittently throughout the work day.

Ability to lift, push, pull, and move a minimum of 50 pounds.

Prior Housekeeping experience is required, preferably in a nursing home environment.
Show less "
252,,,Full-time,"The Administrative Assistant is responsible for various general administrative support tasks for the client team. If you are an experienced assistant who enjoys a relationship role, supporting a large-scale team and working on multiple tasks, this position is for you!




Duties and Responsibilities:




 Calendaring, file records, compile data for reports, assist client cost centers during budget cycles, answer/screen phone calls, setup meeting rooms, prepare expense reports, prepare/edit presentation materials and help make travel arrangements




 Work with global distributed team on tracking, processing, reporting and filing client team documentation




 Perform other duties as needed




Job Requirements




Education and Experience: The requirements listed below are representative of the knowledge, skill, and/or ability required.










 Experience managing high volumes of paperwork e.g., uploading, sending for signatures, stamping, etc.




 Experience working with technical and non-technical personnel




 Experience drafting/modifying SOPs




Qualifications:




 Must be able to accomplish objectives that span multiple product or subject areas, and possess proactive and strategic problem-solving skills




 Must have demonstrated interest in, and knowledge of, broad but related areas of technology




 Highly detailed and organized approach to project and process management, with proven experience in establishing and maintaining strong collaborative relationships across a varied set of stakeholders and organizations




 Excellent communicator with expertise in written, visual and presentation formats and running effective stakeholder connection rhythms




 Self-starter, with shared ownership mindset and excellent attention to detail




 Self-awareness, the ability to be self-critical, and a strong desire to learn and grow




 Excellent email, telephone and virtual meeting etiquette




 Customer service orientated, ensuring needs are met in a timely fashion




 Ability to talk through a data problem and come up with a way to resolve challenges




 Ability to quickly analyze large data sets and draw inferences




 Ability to take opportunities for continuous improvement and implement documented process improvements




 Ability to work on multiple projects concurrently; demonstrated organization, problem-solving, project management, and time management skills




 Demonstrated strong ability to remotely work well within a team environment, or independently; strong interpersonal and teamwork skills; ability to work and interact effectively with team members from other disciplines, cultures, and organizations




 Excellent verbal and written communication skills; ability to effectively inform and present ideas confidently and persuasively to peers and managers




 Ability to take initiative to ask questions, ask for help, or provide updates, without reluctance




 Ability to meet the eligibility requirements for working in the US without RLA sponsorship for employment visa status




 Strong computer skills that include proficiency with MS Office (Word, Outlook, Excel, PowerPoint, and Visio), Teams and SharePoint




Education:




 High school or equivalent (Preferred)




Experience:




 Customer service: 1 year (Preferred)




Aurrera Health Group is a mission-driven national health policy, strategy, and operations consulting firm with deep expertise and experience designing and administering public programs. We help our clients navigate, develop, and implement a wide range of health policies related to Medicaid, Medicare, the Children’s Health Insurance Program (CHIP), and the Health Insurance Marketplace.




Aurrera Health Group is rooted in a commitment to strengthening the health care delivery system and ensuring that our firm reflects our commitment to diversity, equity, and inclusion both internally through our work with clients. We pride ourselves on our relationship-driven approach to customer service, our ability to adapt to changing landscapes, and our innovative spirit. Our mission is to advance access to affordable, comprehensive, equitable, high-quality health coverage and care and we pursue clients that enable our firm to stay true to that mission.




Our woman-owned firm is led by a team of accomplished health policy professionals dedicated to helping our diverse set of public, private, and non-profit clients achieve their goals related to improving and advancing access to health coverage and care. We are seeking a passionate and committed individual join our Medicaid Policy & Programs team in the role of Administrative Coordinator.










Aurrera Health Group offers a dedicated and fast-paced environment focused on helping a range of clients improve the health care safety net. The incumbent of this position will serve as the primary administrative support for our Medicaid Policy & Programs team.




The Medicaid Policy & Programs team supports federal, state, local, private, and non-profit clients in servicing the needs of families and individuals served by the Medicaid program. Our team provides policy analysis, research, strategic advice, program design and implementation support, and project management on a range of federal, state, and local initiatives. We are excited to welcome a new team member to help us continue to improve our ability to achieve our company’s mission.




The incumbent for this role will work closely with Aurrera Health Group leadership and fellow staff to accomplish company and client goals and objectives. Responsibilities include but are not limited to:




1. Providing internal and external scheduling and calendar support across four time zones.




2. Assisting with planning and organizing virtual and in-person events such as client meetings, conferences, and internal company events.




3. Preparing and exchanging professional correspondence on behalf of firm leaders in a clear and concise manner.




4. Managing administrative functions for webinars on virtual meeting platforms.




5. Developing new and adhering to existing administrative processes to support priorities and activities across multiple program teams.




6. Assisting in creation of slide decks (PowerPoint)




 and other materials that support client projects and business development.




7. Supporting development of Statements of Work and process contracting documents for subcontractors and new work.




8. Provide copy editing support on internal documents and contract deliverables.




9. Providing project management support, including maintaining and tracking project deadlines using project management software and/or Excel.




10. Managing the internal and external digital document signing process for the team.




11. Engaging in firm-wide activities such as staff meetings, policy team meetings, and annual company retreats.




Location




Aurrera Health Group is a fully remote organization and candidates from all areas of the country are encouraged to apply. The firm’s headquarters are in Sacramento, California, with a second hub in Minneapolis, Minnesota. Occasional travel to company events and meetings will be required, but the primary workstation for this position will be remote.




As a national firm, the Aurrera Health Group team works across four time zones and the incumbent of this position will be asked to support scheduling accordingly. Aurrera Health will work with candidates to establish a schedule of core work hours that meets the employee and the firm’s needs.




Required Qualifications




Must have:




 Bachelor’s degree or equivalent professional experience.




 Demonstrated proficiency in the Microsoft Office Suite (Outlook, Word, Excel, PowerPoint) and Adobe Acrobat. Candidate will be tested.




 Strong verbal and written communication skills.




 Ability to effectively communicate with firm executives, senior leadership, staff, and clients.




 Strong attention to detail.




 Ability to work with minimal supervision.




 Ability to anticipate needs and craft and implement solutions.




 Must work with confidentiality.




 A commitment to improving access to health coverage and the quality of the health care system, and to promoting health equity and the principles of diversity, equity, and inclusion (DEI).




 A commitment to improving access to health coverage and the quality of the health care system.




Must be:




 A quick study.




 Highly reliable and able to manage assignments of various priority and duration.




 Comfortable working independently but with guidance.




 Able to use critical thinking skills to effectively solve problems.




Compensation




 Competitive pay, commensurate with experience. The compensation range for this position results $50,000-$65,000 per year, which is $24.00-$31.00 per hour for this full-time, non-exempt position.




 Comprehensive benefit package with paid time off, holidays, a company-matched 401(k) retirement plan, and the potential for an annual bonus.




TO APPLY




Please submit the following documents in one single PDF packet to careers@aurrerahealth.comwith the subject line “Administrative Coordinator”. Your submission must contain all of the following:




 Cover letter demonstrating that you have reviewed the company’s website and are specifically interested in the company’s mission and work. Please share examples of relevant past work and/or how you expect your career goals in this role to align with the company’s mission.




 Resume




 Three professional or academic references with phone numbers and email addresses; at least one reference should be from a direct supervisor, internship, or other academic relationship that can attest to the candidate’s abilities to perform the necessary job functions (references will not be contacted unless the candidate is notified)




Aurrera Health Group is proud to be an equal opportunity employer that celebrates diversity, promotes equity, and encourages inclusivity. We are committed to building and fostering a team that represents a variety of backgrounds, perspectives, and skill sets.




perspectives, and skill sets.
Show less "
253,Management and Manufacturing,Hospitals and Health Care,Entry level,"Do you enjoy preparing delicious meals? Are you compassionate and have a longing to serve individuals who may struggle with health and physical limitations? Would you like to foster your passion for the culinary arts?

If you are interested in joining a team that recognizes your dedication and passion for excellence in food and hospitality, consider joining our team of food professionals. At Regency at Lansing West, a beautifully-crafted meal can put a smile on someone’s face and make their day.

At Ciena Healthcare, we take care of you too, with an attractive benefit package including:

Competitive pay,
Life Insurance,
401K with matching funds,
Health insurance,
AFLAC.
Employee discounts
Tuition Reimbursement
SPOTLIGHT, our virtual community and rewards and recognitions program, exclusively for Ciena staff members


In addition, we will help you advance your career with tuition reimbursement, discounts and other support.

You will join an experienced, hard-working team that values communication and strong teamwork abilities.

Responsibilities

A cook and dietary aide prepares delicious, nourishing and well-balanced meals to meet the daily nutritional and special dietary needs of each guest. In addition, the cook:

Follows standardized recipes.
Prepares foods that correspond to the menu cycles developed by registered dietitians.
Cooks or prepares appetizing, well-presented and nutritionally-adequate meals in quantities that are served at the proper temperatures and within the appropriate time frames.
Uses food supplies and equipment in an efficient and economic manner to prevent waste.
Prepares and maintains food alternatives to accommodate guest choices and refusals of meals served.
Supervises culinary staff with regard to food storage, food preparation, tray assembly and cleaning.


In the absence of the chef and/or dietary manager, the cook supervises the culinary center’s employees.

Education and/or Experience

High school diploma or equivalent preferred.
Covid 19 vaccination or acceptable exemption required.
One year of experience as a cook or dietary aide in an institutional food service setting preferred.


About Ciena Healthcare

Ciena Healthcare is Michigan’s largest provider of skilled nursing and rehabilitation care services.

We serve our residents with compassion, concern, and excellence, believing that every one of them is a unique person who deserves our best each day that we care for them. If you have a passion for improving the lives of those around you and working with others who feel the same way, Ciena is the place for you!

#IND123
Show less "
254,Other,"Technology, Information and Internet",Not Applicable,"The Delivery Driver position at North Coast will be responsible for loading, unloading and delivering product from our warehouse for local delivery. This will require the driver operate a box van (non-CDL) and assist with some work on the production floor, sorting and packing product for delivery.

This position requires dependability and someone who is experienced with delivery driving. Physical strength and stamina, as well as a clean driving record, are needed. Delivery Drivers must be organized, efficient and professional always while ensuring deliveries are made accurately and on time.

This position reports to the General Manager.

Duties & Responsibilities

Deliver product to specific locations to scheduled route
Ensure products are delivered in a timely manner
Load and organize product inventory from warehouse into your vehicle and unload products in and out of truck as needed throughout the day
Follow rules and regulations of the road at all times.
Follow all company and state enforced safety requirements for loading and unloading produ
Scan or write in confirmation of delivery upon arrival to recipient client
Collect signature at delivery locations


Requirements

1+ years, experience in a delivery driver position
1+ years, experience working in a warehouse a plus
Experience in food manufacturing; seafood or meat processing a plus
Experience using hand trucks, pallet jacks and forklifts a plus
Valid and clean driver’s license, required
Must be able to pass a DOT physical
Proficient at driving and parking large vehicles
Able to provide excellent customer service
Able to maintain an environment that drives performance and a safe workplace
Drive an environment of teamwork and open communication


Additional Requirements

Must be able to lift 30-50 pounds
Work up to a 10-hour workday: standing/walking most of the day
Hand use: single grasping, fine manipulation, pushing and pulling
Work requires the following motions: bending, twisting, squatting and reaching
Exposure to FDA approved cleaning chemicals
Exposure to temperatures: <32 degrees Fahrenheit
Ability to work in wet and dry conditions
Ability to work Monday-Friday, weekends when needed
Ability to use tools and equipment, including knives


North Coast Seafoods is an equal opportunity employer and does not discriminate against otherwise qualified applicants on the basis of race, color, creed, religion, ancestry, age, sex, marital status, national origin, disability or handicap, or veteran status.

Benefits

At North Coast, employees are considered part of a family where everyone works together to ensure the founding mission and values of the company are upheld every day. We offer an inclusive work environment spearheaded by an approachable leadership team who believes in the idea that it’s not just about the work we do, it’s about what the work allows us to do for our loved ones.

We foster the opportunity for real growth and long-term employment. Most members of our leadership team started out on the floor and through mentorship advanced into their current roles. We are currently looking to build the next generation of leaders.

We offer competitive compensation packages including comprehensive health care coverage, vacation and 401(k) to all full-time benefit-eligible employees. Employees also have access to the highest quality seafood at cost.

This is a full-time, nonexempt position.
Show less "
255,Engineering and Information Technology,Education Management,Entry level,"Job Summary

Dr. Levesque Elementary School in Maine School Administrative District No. 33 is seeking several dynamic educational technicians to join our team. Under the supervision of certified teachers, the selected candidates will assist certified professional staff with Title I and/or special education students in the classroom to meet instructional goals and objectives, and to free certified professional employees from non-professional duties such as proctoring study halls to enable them to make a contribution to other aspects of the educational program, such as curriculum development.

Essential Job Functions

Assists/guides students to reinforce reading, writing, math, computer instruction, and other skills.

Provide behavior interventions.

Works with students individually/small groups to reinforce basic learning and implement programs.

Assists professional staff in the administration/correction of classroom exercises, and assessments.

Assists in classroom preparations and strategies for reinforcing instructional materials and skills according to individual student needs.

Assists with record-keeping procedures to document student learning and performance.

Assists with classroom behavioral management to minimize disruptions, ensure a safe and orderly classroom, and ensure students are on task.

Assists students in non-instructional areas, such as supervising the student lunch programs, bus duty, playground duty, corridor, study hall, and other related non-instructional areas.

Accompanies students on field trips for the purpose of assisting with supervision.

Certification

Maine Educational Technician I, II or III Certification -021

Maine Criminal History Record Check (CHRC) Required

Education

A high school diploma is required for Ed Tech I certification.

Two years of college is required for an Ed Tech II certification.

Bachelors from an accredited college or university in education discipline is required for Ed Tech III certification.

A complete application package must include: Letter of interest, application, resume, letters of recommendation, and a copy of the appropriate valid State of Maine authorization.

You may obtain an application by going to our website at msad33.org, calling (207)543-7334, or e-mailing jcollin@msad33.org.
Show less "
256,Finance and Sales,Defense and Space Manufacturing,Entry level,"The LM MFC F&BO Training and Development (T&D) team is seeking a highly motivated employee to perform F&BO usage metrics tracking analysis, manage digital training efforts, perform F&BO Homepage Rotator graphic updates and support business rhythm tasks for the Early Career Development Program courses and instructors.




This role will include analysis and review of statistical data for ECDP course surveys, graduate metrics and participation completion status results. Data results will be formulated into graphical representations and power points for leadership. Also, an opportunity for enhancement of ECDP metrics using a tableau workbook.




This role requires strong communication, creativity, presentation and analytical skills. The role interfaces with a wide realm of networking including MFC Communications, HR, T&OC, Atlas Learning Team and Corporate People Development Team. This job will develop solutions to enhance F&BO skills training, implement 1LMX and enhance MFC F&BO employee development and engagement.
Show less "
257,Product Management,"Computers and Electronics Manufacturing, Entertainment Providers, and Computer Games",Not Applicable,"Nintendo of America Inc.

The worldwide pioneer in the creation of interactive entertainment, Nintendo Co., Ltd., of Kyoto, Japan, manufactures and markets hardware and software for its Nintendo Switch™ system and the Nintendo 3DS™ family of portable systems. Since 1983, when it launched the Nintendo Entertainment System™, Nintendo has sold billions of video games and hundreds of millions of hardware units globally, including Nintendo Switch and the Nintendo 3DS family of systems, as well as the Game Boy™, Game Boy Advance, Nintendo DS™ family of systems, Super NES™, Nintendo 64™, Nintendo GameCube™, Wii™, and Wii U™ systems. It has also created industry icons that have become well-known, household names, such as Mario, Donkey Kong, Metroid, Zelda and Pokémon. A wholly owned subsidiary, Nintendo of America Inc., based in Redmond, Wash., serves as headquarters for Nintendo’s operations in the Americas. For more information about Nintendo, please visit the company’s website at http://www.nintendo.com.

Nintendo is an equal opportunity employer. We offer a welcoming and inclusive environment in service to one another, our products, the diverse consumers we represent, and the communities we call home. We do all of this with kindness, empathy and respect for each other.

Localization

DESCRIPTION OF DUTIES:

Writes and reviews game text, voice scripts, manuals, package copy, and marketing materials for Nintendo products and services through launch and beyond
Provides cultural and creative input regarding localizing Nintendo products
Contributes to the naming process for game titles and terminology
Participates in table reads and other feedback-driven review loops
Tests and evaluates games and products and makes recommendations regarding design and content
Assists with the planning and direction of voice-recording sessions
Provides input in project scheduling
Assists other Nintendo of America, Inc. (NOA) departments with game-related support including demonstrating games internally and capturing video and screenshots
Reviews products for Legal and ESRB compliance
Participates in content discussions and game evaluations

Marketing

Generates game-related content for websites, social media, and other consumer-facing portals
May act as spokesperson for Nintendo by demonstrating games to media, participating in interviews, presenting on live streams, and supporting other promotional efforts
Occasional domestic and international travel may be required (up to 10%)

Summary Of Requirements

One to three years of experience in creative writing
Strong creative-writing skills
Experience in workshop or other feedback-driven writing environments preferred
Good game play skills and the ability to identify design and content issues
Familiarity with home and mobile video-game markets
Copywriting/copyediting experience preferred
Strong communication, interpersonal, and organizational skills
Proficient with Microsoft Office suite and ability to quickly become proficient with complex proprietary software
Undergraduate degree in English or Creative Writing or equivalent experience
Valid passport may be required

This position includes a base pay range of $34.38 - $51.56 per hour, potential for a semi-annual discretionary performance bonus, and a comprehensive benefits package that includes medical, dental, vision, 401(k), and paid time off. Please see our Benefits & Perks page for more benefits information. Fixed term employees are eligible for all listed employee benefits except tuition reimbursement.


Show less "
258,Legal,Staffing and Recruiting,Entry level,"Job Title: Paralegal




English-German bilingual spoken/written required and/or English/other European language(s)
5 years' minimum experience as a paralegal preferred
Bloomberg and Pacer experience a plus
Experience supporting a C-Suite or Partner employee
Organized, great communicator




Salary: $45,000-$55,000
Show less "
259,Other,Retail,Entry level,"Overview




Customer Service Enthusiasts Wanted!




We're looking for a hardworking, enthusiastic part-time team player who wants to be the heartbeat of a dynamic family-owned business.




Responsibilities




Why Blarney Castle? We’re the heartbeat of retail C-Store operations in Michigan! We’re family-owned and have grown up in Michigan since our founding in 1933. Today we’re delighted to have over 1,400 smart, experienced and fun team members across the state, all with one purpose in mind – building great customer experiences one person at a time. You can be a large part of that success by joining our team in this role!




Your Role As a customer service enthusiast, a.k.a Customer Service Associate, you’re the point person for ensuring an exceptional customer experience. You will be able to unlock your inner creativity by doing things like greeting customers and helping them with purchases, building product displays that entice customer engagement, and building your career as part of Michigan’s great C-Store team. You also get to contribute to a fun work environment along the way! You should also be prepared to stock shelves, exercise your basic math skills, handle cash and credit payments. keep the store clean and beautiful along with responsibly selling alcohol, tobacco and lottery products. Be ready to be flexible, because the business needs are always changing! Your role will be a fun and fast paced position, and if you enjoy these things we can’t wait to meet you!




Do We Have Benefits? You bet! Our part-time team members enjoy Dental and Vision insurance coverages. We also offer Tuition Assistance and our Employee Assistance Plan.




Your Skills You must be at least 18 years old, and be able to stand, bend, and reach along with occasionally lifting up to 50 lbs. We’re also going to look closely at your ability to communicate and build a relationship throughout the time we get to know one another.
Show less "
260,Education and Training,"Technology, Information and Internet",Associate,"This job is fully Remote!

Responsibilities

The Education Coordinator is integral to the success of Tutor Me Education by coordinating the student-tutor match, tracking student progress, and providing quality customer service
Actively support Tutor Me Education Regional Operations
Provide outstanding academic services to students and their families
Operate seamlessly in a virtual operating environment
Maintain Tutor Me Education operating standards including people, financial, and academic standards
Ensure delivery of programs and initiatives for our students and school district partners
Meet operational excellence standards
Provide virtual administrative support to Regional Operations including answering phones, managing daily business data, and creating/ managing schedules with students and teachers
Manage class schedules to effectively staff sessions and meet company efficiency and usage targets
Manage virtual tutoring sessions
Monitor all students’ academic progress
Help ensure flawless execution of programs and initiatives
Manage your own time in compliance with company and regulatory requirements
Conduct conferences with partner program directors to review progress, adjust academic plans, and renew enrollments
Other responsibilities – as required by the business
Relish building relationships with students and their families
Dedicated to meeting the expectations and requirements of internal and external customers
Fosters an environment of open communication with students and parents to ensure positive and effective conflict resolution


Requirements

Qualifications

Time management, planning, and prioritization
Ability to organize and manage multiple responsibilities successfully
Exhibits professional and approachable demeanor
Ability to prioritize and focus on key objectives, which may change from month to month
Effective communications both in virtual environments
Proficient in using all communication media including in person, phone, and video
Ability to build engagement and trust in virtual relationships, whether with customers or with team members
Works Well With Others
Learning agility – able to adapt to changes in work environment by changing behaviors as required
Able to acquire new skills as required
Ability to engage, manage and grow virtual relationships with customers, employees, and business partners (e.g. local schools)
Ability to manage remote teachers
Ability to work independently
High tolerance for ambiguity
Bachelor’s Degree required
2-3 years progressive career growth
Experience working in a virtual operations and team environment
Bilingual in English and Spanish beneficial
Proficient in Microsoft Office and Google applications


Benefits

Fully Remote!

PTO

Etc.
Show less "
261,Management and Manufacturing,Construction,Mid-Senior level,"Job Details




Description




Perform all task associated with the Gas operation and directs the work for the crew in the performance of the various tasks




associated with the operation. Coordinates and inspects gas work to ensure quality control, conformance to company standards and compliance of written legal contracts. Fills out timesheets. Checks personal and vehicle safety equipment and operation of




vehicle/equipment daily.




Acts as company representative and must effectively communicate with the customer, inspector, superintendent, etc.




Essential Functions




Determines construction sequence, manner and methods to be followed by reading prints, drawings, small world maps,




SRC(service record cards), etc.




Directs the work of the crew in the performance of various tasks associated with the operation, maintenance construction
Use a variety of tools and machines, such as power drills, grinders, saws ,Fusion Equipment, and water spraying equipment
Able to run projects independently




Evaluate and individual’s ability to perform covered task and to recognize and react to abnormal operating conditions




Knows, understand and complies with OSHA Safety regulations




High School Diploma Or GED - Preferred




Vocational training in a trade – Preferred




Experience




1 year of experience in the inside and/or outside gas contracting sector – Preferred
Skilled with various hand and power tools – Required
Knowledge of gas lines
Competent operating excavators, backhoe, trencher, etc.




Licenses and Certifications




Valid driver license and driving record in compliance with our policy
OQs Certification




Knowledge and Skills




Understands how to use hand and power tools Shoring Installation
Use company phone /tablet
Make decisions in an emergency situation




EEO Statement




We are an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.




Third Party Agency Notice




Primoris will not accept any unsolicited resumes from any third-party recruiting agencies either domestic or international. Primoris nor its subsidiaries will be responsible for any fees from the use of any unsolicited resumes either through our ATS or via electronic mail systems from any agency representative or agency consultant unless your firm is an approved vendor partner with a current executed agreement.




IND1




Qualifications




Skills




Behaviors




:




Motivations




:




Education




Experience




Licenses & Certifications
Show less "
