,Job Function,Industry,Seniority,Job Description,Segment,female,male
67,Management and Manufacturing,Truck Transportation,Mid-Senior level,"Job Details




Description




SUMMARY:




The primary responsibility of the Warehouse Manager is to plan, organize, supervise, and participate in daily warehouse operation and activities, including the receipt, documentation, storage, safety, and distribution of equipment and supplies and maintenance of inventory; providing daily oversight for employees, equipment, and processes to support quality standards.




Key Responsibilities




Plan, organize, supervise, and participate in daily warehouse operation and activities, including the receipt, documentation, storage, safety, and distribution of equipment and supplies and maintenance of inventory.
Train, supervise, and evaluate the performance of assigned warehouse employees; assign workloads to warehouse workers.
Receive, unpack, pack, load, issue, store, and deliver materials, supplies, or equipment.
Implement and maintain warehousing systems, procedures, and standards to ensure all storage is accounted for and billed with accuracy and timelines.
Ensure all safety standards are being consistently met and adhered to.
Maintain storage area by organizing floor space and recommending improvements.
Collaborate with other departments and stakeholders to develop strategic plans and procedures to increase the efficiency of warehouse practices.
Help implement technology to improve overall warehouse processes and drive efficiencies.
Schedule and track all ingoing and outgoing commercial projects.
Support team by tracking warehouse projects, pulling shipments, and preparing reports.
Act in accordance with Armstrong DNA at all times, leading by example for our departments and crews.
Any other duties as assigned by Manager.




Minimum Qualifications




2-5 years of Transportation/Warehousing experience preferred
Strong project management, supervisory, and organizational skills.
Strong knowledge of kitting, receiving, inventory control, and general warehouse operations.
Experience working with Warehouse Management Systems (WMS). Knowledge of Magaya WMS is a plus.
Proven communication, strategic thinking, and leadership skills.
Strong problem-solving ability and analytical skills, including root cause analysis.
Proficiency in computer systems, including Microsoft Suite and data entry systems.
Forklift Certification preferred.




Physical Requirements




The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job:




Requires the ability to communicate effectively using speech, vision, and hearing.
This position requires physical stamina and the ability to regularly lift, carry, push, or pull up to 75 pounds.
Ability to work long hours on one’s feet and regularly walk, bend, stoop, climb, and reach.
Show less ",1,0,0
68,Accounting/Auditing and Finance,Maritime Transportation,Entry level,"Employment Bookkeeper

Status: Now Accepting Applications

Company: Galliano Marine Service

16201 East Main Street

Cut Off, LA 70345

Recruiter: Luke Newman

Email: luke.newman@chouest.com

Submit resumes to: luke.newman@chouest.com .

Functions

The bookkeeper

Performs basic reconciliations daily, weekly, and monthly.
Populates and maintains monthly reports and schedules.
Organizes files and assists in audit preparation.
Preferred

Ability to use Microsoft Excel
Excellent written and verbal communication skills

The Edison Chouest Offshore family of companies is committed to ensuring all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, status as a protected veteran, or any other characteristic protected by law with regard to any employment practices. We are dedicated to ensuring all employees are treated with the utmost level of respect as we believe this is the strongest foundation to build upon to foster an environment where employees feel comfortable handling their assignments, sharing their ideas, and pointing out opportunities for improvement.

ECO offers competitive pay and a comprehensive benefits package including a 401(k) match.

Return to main employment page
Show less ",1,0,0
69,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage",Entry level,"About The Company




NSG provides both transportation services to the Midwestern and western states. With a fleet of 100 tractor trailer units NSG ifs available for fast efficient and on time delivery.




Job Summary




Company Driver (W2, Solo)
Hopper Bottom
OTR
$1,400 - $2,000 total weekly avg. pay
2,000 - 3,000 avg. miles per week
$2,000 sign on bonus
No Driver Load/Unload
Home Time




5 - 7 expected days out
You can stay out longer if you want to
Get 2 days of home time for every 7 days worked
Home at least 2 weekends per month
Benefits




Medical, Dental, Vision, 401K and 401K with company match
Paid holidays
Paid vacation
Core Responsibilities include, but are not limited to




Inspection of vehicle, equipment, and cargo to ensure everything is safe, legal, and secure.
Being available for work at all times in order to meet customer pickup and delivery schedules.
Submitting customer paperwork and deposits including invoices, load orders, and handheld reports.
Maintaining a clean, sanitary, and safe work area.
Loading and unloading cargo while operating cargo handling equipment.
Daily customer interactions and maintaining good customer relations.
Maintaining a driver's log in accordance with DOT regulations.
Hiring Requirements




Class A license without any of the following restrictions: (G) Night Driving, (O) No Semi Trailer or (K) Intrastate Only
12 months OTR experience




We're an equal opportunity employer
Show less ",1,0,0
70,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage",Entry level,"About The Company




NSG provides both transportation services to the Midwestern and western states. With a fleet of 100 tractor trailer units NSG ifs available for fast efficient and on time delivery.




Job Summary




Company Driver (W2, Solo)
Hopper Bottom
OTR
$1,400 - $2,000 total weekly avg. pay
2,000 - 3,000 avg. miles per week
$2,000 sign on bonus
No Driver Load/Unload
Home Time




5 - 7 expected days out
You can stay out longer if you want to
Get 2 days of home time for every 7 days worked
Home at least 2 weekends per month
Benefits




Medical, Dental, Vision, 401K and 401K with company match
Paid holidays
Paid vacation
Core Responsibilities include, but are not limited to




Inspection of vehicle, equipment, and cargo to ensure everything is safe, legal, and secure.
Being available for work at all times in order to meet customer pickup and delivery schedules.
Submitting customer paperwork and deposits including invoices, load orders, and handheld reports.
Maintaining a clean, sanitary, and safe work area.
Loading and unloading cargo while operating cargo handling equipment.
Daily customer interactions and maintaining good customer relations.
Maintaining a driver's log in accordance with DOT regulations.
Hiring Requirements




Class A license without any of the following restrictions: (G) Night Driving, (O) No Semi Trailer or (K) Intrastate Only
12 months OTR experience




We're an equal opportunity employer
Show less ",1,0,0
71,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage",Entry level,"About The Company




NSG provides both transportation services to the Midwestern and western states. With a fleet of 100 tractor trailer units NSG ifs available for fast efficient and on time delivery.




Job Summary




Company Driver (W2, Solo)
Hopper Bottom
OTR
$1,400 - $2,000 total weekly avg. pay
2,000 - 3,000 avg. miles per week
$2,000 sign on bonus
No Driver Load/Unload
Home Time




5 - 7 expected days out
You can stay out longer if you want to
Get 2 days of home time for every 7 days worked
Home at least 2 weekends per month
Benefits




Medical, Dental, Vision, 401K and 401K with company match
Paid holidays
Paid vacation
Core Responsibilities include, but are not limited to




Inspection of vehicle, equipment, and cargo to ensure everything is safe, legal, and secure.
Being available for work at all times in order to meet customer pickup and delivery schedules.
Submitting customer paperwork and deposits including invoices, load orders, and handheld reports.
Maintaining a clean, sanitary, and safe work area.
Loading and unloading cargo while operating cargo handling equipment.
Daily customer interactions and maintaining good customer relations.
Maintaining a driver's log in accordance with DOT regulations.
Hiring Requirements




Class A license without any of the following restrictions: (G) Night Driving, (O) No Semi Trailer or (K) Intrastate Only
12 months OTR experience




We're an equal opportunity employer
Show less ",1,0,0
72,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage",Entry level,"About The Company




NSG provides both transportation services to the Midwestern and western states. With a fleet of 100 tractor trailer units NSG ifs available for fast efficient and on time delivery.




Job Summary




Company Driver (W2, Solo)
Hopper Bottom
OTR
$1,400 - $2,000 total weekly avg. pay
2,000 - 3,000 avg. miles per week
$2,000 sign on bonus
No Driver Load/Unload
Home Time




5 - 7 expected days out
You can stay out longer if you want to
Get 2 days of home time for every 7 days worked
Home at least 2 weekends per month
Benefits




Medical, Dental, Vision, 401K and 401K with company match
Paid holidays
Paid vacation
Core Responsibilities include, but are not limited to




Inspection of vehicle, equipment, and cargo to ensure everything is safe, legal, and secure.
Being available for work at all times in order to meet customer pickup and delivery schedules.
Submitting customer paperwork and deposits including invoices, load orders, and handheld reports.
Maintaining a clean, sanitary, and safe work area.
Loading and unloading cargo while operating cargo handling equipment.
Daily customer interactions and maintaining good customer relations.
Maintaining a driver's log in accordance with DOT regulations.
Hiring Requirements




Class A license without any of the following restrictions: (G) Night Driving, (O) No Semi Trailer or (K) Intrastate Only
12 months OTR experience




We're an equal opportunity employer
Show less ",1,0,0
73,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage",Entry level,"About The Company




NSG provides both transportation services to the Midwestern and western states. With a fleet of 100 tractor trailer units NSG ifs available for fast efficient and on time delivery.




Job Summary




Company Driver (W2, Solo)
Hopper Bottom
OTR
$1,400 - $2,000 total weekly avg. pay
2,000 - 3,000 avg. miles per week
$2,000 sign on bonus
No Driver Load/Unload
Home Time




5 - 7 expected days out
You can stay out longer if you want to
Get 2 days of home time for every 7 days worked
Home at least 2 weekends per month
Benefits




Medical, Dental, Vision, 401K and 401K with company match
Paid holidays
Paid vacation
Core Responsibilities include, but are not limited to




Inspection of vehicle, equipment, and cargo to ensure everything is safe, legal, and secure.
Being available for work at all times in order to meet customer pickup and delivery schedules.
Submitting customer paperwork and deposits including invoices, load orders, and handheld reports.
Maintaining a clean, sanitary, and safe work area.
Loading and unloading cargo while operating cargo handling equipment.
Daily customer interactions and maintaining good customer relations.
Maintaining a driver's log in accordance with DOT regulations.
Hiring Requirements




Class A license without any of the following restrictions: (G) Night Driving, (O) No Semi Trailer or (K) Intrastate Only
12 months OTR experience




We're an equal opportunity employer
Show less ",1,0,0
74,Management and Manufacturing,Truck Transportation,Mid-Senior level,"Help Help Requirements Conditions of Employment




US Citizenship is required.
Selective Service Registration is required for males born after 12/31/1959.
Must submit an SF50 (See Required Documents)




Qualifications




To qualify for this position, you must demonstrate in your application that you possess at least one year (52 weeks) of specialized experience equivalent to FV-H, FG/GS-12 level. Specialized experience is experience that has equipped you with the particular knowledge, skills and abilities to perform successfully the duties of the position.




Specialized experience includes: Developing procedures, systems, and methods on a variety of management functions and activities in one or more of the following areas - organizational planning and development, staffing utilization, productivity, work improvement and work methods, work measurement and staffing standards development, delegation of authority, goals and objectives, business management, financial tracking and/or information management; planning, scheduling and conducting analyses/studies of proposed program plans for accomplishing program activities.




Qualifications must be met by the closing date of this vacancy announcement.




As a part of the Federal-Wide Hiring Reform Initiative (streamlining the hiring process), the FAA is committed to eliminating the use of the Knowledge, Skills and Ability (KSA) narratives from the initial application in the hiring process for all announcements. Therefore, as an applicant for this announcement, you are NOT required to provide a narrative response in the text box listed below each KSA.




In lieu of providing a KSA narrative response in the text box listed below each KSA section, in your work history, please include information that provides specific examples of how you meet the response level or answer you chose for each KSA. Your work history examples should be specific and clearly reflect the highest level of ability. Your KSA answers will be evaluated further to validate whether the level that you selected is appropriate based on the work history and experience you provided. Your answers may be adjusted by a Human Resource Specialist as appropriate.




Eligible applicants meeting the minimum qualification requirements and selective factor(s), if applicable, may be further evaluated on the Knowledge, Skills and Abilities (KSA) listed in the announcement. Based on this evaluation, applicants will be placed in one of the following categories: score order, category grouping, or alphabetical and referred to the selecting official for consideration.




Preview Job Questionnaire




Make sure your resume includes detailed information to support your qualifications and answers to the job questionnaire.




Additional Information




We may use this vacancy to fill other similar vacant positions.




Position may be subject to a background investigation.




A one-year probationary period may be required.




The person selected for this position may be required to file a financial disclosure statement within 30 days of entry on duty. FAA policy limits certain outside employment and financial investments in aviation-related companies. www.faa.gov/jobs/working_here/financial_disclosure_requirements




The U.S. Department of Transportation strives to ensure that equity, transparency, accountability, collaboration, and communication permeate all that we do for the betterment of the Department, the traveling public, and our nation. As such, DOT values a highly diverse workforce of persons who promote a culture of belonging by respecting the personal dignity and worth of each individual and fostering a positive environment where all feel safe and welcome. If these commitments coincide with your personal ideals and professional aspirations, please consider joining the DOT family.




Please ensure you answer all questions and follow all instructions carefully. Errors or omissions may impact your rating or may result in you not being considered for the job.




Selection and placement are contingent upon waiver or completion of satisfactory security requirements.




If the Agency decides to interview any qualified employee on the selection list, then all on the list who are qualified will be interviewed.




This is a bargaining unit position. This position is represented by PASS: Aviation System Stds Non-HQ.




Links to Important Information: Locality Pay , COLA




Read more




Help Help A career with the U.S. government provides employees with a comprehensive benefits package. As a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. Opens in a new window Learn more about federal benefits .




Review our benefits




Eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time or intermittent. Contact the hiring agency for more information on the specific benefits offered.
Show less ",1,0,0.14
75,Management and Manufacturing,Truck Transportation,Entry level,"Performs all aspects of track maintenance welding work; specifically alignment and setup of rail for bond welding as well as finish grinding; setup for frog, switchpoint, and rail end welding, by performing the following duties.




Maintaining, repairing, and constructing track; directs and instructs operator of equipment assigned to gangs; instructs employees under his supervision in the safe performance of work and sees that they comply with all applicable rules and instructions; responsible for training welder helper to provide productive relief for position; sees that all tools, materials, and supplies are safely stored and properly used; utilizes and maintains assigned equipment in accordance with instructions; prepares and maintains payrolls, production reports, accident and injury reports, personnel reports, and all other required records; required to attend specialized training classes; subject to regular quality and efficiency audits, and other duties as may be assigned.




To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.




Must have in his possession, at all times while doing so, valid credentials required by federal and state laws, including CDL, Class B; will be required to operate railway highway motor vehicles; must have standard railroad watch; be familiar with and understand Track Safety Standards as published by the Federal Railroad Administration; must have copy of all required rule books and a current timetable; and must qualify on the use of a hy-rail / on-track vehicle.




Education And/Or Experience




High school diploma or general education degree (GED); one to three months related experience and/or training; or equivalent combination of education and experience.




Language Skills




Ability to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manuals. Ability to write routine reports and correspondence. Ability to speak effectively before groups of customers or employees of organization.




Mathematical Skills




Ability to add, subtract, multiply, and divide in all units of measure, using whole numbers, common fractions, and decimals. Ability to compute rate, ratio, and percent and to draw and interpret bar graphs.




REASONING ABILITY




Ability to apply common sense, understanding to carry out detailed but uninvolved written or oral instructions. Ability to deal with problems involving a few concrete variables in standardized situations.




LICENSES, CERTIFICATES, OR REGISTRATIONS




Must have Class B commercial driver's license, motor car permit, FRA 213.7 A & B certification, and Roadway Worker Safety certification. Upon employment, new hire must successfully complete and pass all FEC Rules Classes: Safety, Operating, and Roadway Worker. Must complete all requirements to obtain FRA A & B certifications and pass test within 60 days.




PHYSICAL DEMANDS. The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.




While performing the duties of this job, the employee is regularly required to stand; walk; use hands to finger, handle, or feel; reach with hands and arms; climb or balance; stoop, kneel, crouch, or crawl; talk or hear; and taste or smell. The employee frequently is required to sit. The employee must regularly lift and/or move up to 100 pounds and occasionally lift and/or move more than 100 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and ability to adjust focus.




WORK ENVIRONMENT. The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.




While performing the duties of this job, the employee is regularly exposed to moving mechanical parts, fumes or airborne particles, outside weather conditions, risk of electrical shock, and vibration. The employee is frequently exposed to extreme heat. The employee is occasionally exposed to high, precarious places and toxic or caustic chemicals. The noise level in the work environment is usually loud.
Show less ",1,0,0.29
76,"Marketing, Public Relations, and Writing/Editing",Maritime Transportation,Entry level,"We are looking for a part time Copy Editor to join our Marketing team to ensure all content adheres to our organization’s guidelines. You must be motivated and a savvy copy editor that will oversee our content editing needs in a fast-paced work environment.




Your primary duties will include following a content strategy, proofreading and editing, and collaborating with teammates to deliver quality projects on time. You must be able to adhere to strict deadlines and be extremely meticulous to identify and correct errors and re-write content for a highly discerning audience.




You will work with our team to ensure that all of our content meets our brand’s guidelines and all copy is accurate, engaging and meets the high standards that our high net worth audience expects.




Duties And Responsibilities




Conduct extensive research to ensure content is accurate and engaging
Proofread text and edit text at various stages of the writing process and in response to feedback from writers or creative directors
Engage readers with informative, entertaining, and educational copy
Understand and consistently reflect the brand voice of the company in writing style (luxury travel)
Inform readers on the features of products using accurate and current information
Produce and edit email marketing copy for products or services using promotional language designed to motivate
Keep abreast of trends in content and style reflected on various popular social media channels
Arrange page layouts to include written content as well as elements like photos and ads.
Fact-check all content.
Copy editing including blog posts, digital ads, press releases, media pitches, travel articles, etc.




About You




2+ years of copy editing experience preferred
Must have experience with luxury brands and HNWI audience
Proficiency with applying the principles of AP style to different types of writing
Excellent written and verbal communication skills in the English language
Thorough knowledge of written media production and communication
Ability to remain detailed-oriented, focused and self-motivated
Willingness to collaborate with a creative team of writers, graphic designers and others
Strong word processing skills, especially G Suite, utlizing all features accurately including headings, outlines, etc.
Basic knowledge of legal issues involved in publishing, such as libel and plagiarism
Mastery of spelling, grammar and punctuation and ability to make constructive suggestions




Preferred




Travel writing experience
Yachting/cruising experience




About The Company




Storylines Global Inc. is an all-inclusive, sustainable luxury residential cruise ship. Work with one of the world's only private residence ships. We focus on career development and promotion - people are the core of everything we do. If you are looking for a career and not just a job, you're in the right place! The opportunity of a lifetime awaits.




What's in it for you?




We offer a structured induction program - Storylines Academy. This exclusive bespoke induction trains on all aspects of the company, the vital tools that you will utilize which you will need to succeed in your role with a follow-up ongoing nesting period provided during your first month.




Benefits




Opportunity to work remotely.
A knowledgeable, high-achieving, experienced and fun team.
An international and diverse work atmosphere.
The chance to be part of a rapidly growing startup and the next success story.
Amazing opportunities for career progression
A competitive compensation package
Team incentives and reward schemes




For information on Storylines Global Inc., including more information on our current job openings, visit our website at www.storylines.com/careers.




All applicants will receive an acknowledgment that their application has been received within 2 to 3 business days from the receipt of the application. Those candidates selected for further consideration will be contacted within 2 days before the closing date.




Storylines Global Inc. is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
Show less ",1,0,0
77,Management and Manufacturing,"Transportation, Logistics, Supply Chain and Storage and Internet Publishing",Not Applicable,"Position: Logistics Clerk




Location/s: Glendale, AZ




Duration: 6 months contract (possible to convert depending on performance and needs)




Pay Rate: $22.25/hr. (Depending on experience)




Shift: 1st Shift (7:00 AM to 3:30 PM)




Benefits/Incentive: Insurance Offered (Medical, Dental, Vision, etc.)




Job Description:




Seeking for a Logistics Clerk with extensive experience in inventory management.




Specific Duties for the position:




Must be detailed oriented and be able to stay focused
Records and maintains control of all inventory items purchased and produced
Ensures compliance with established internal control procedures
Familiar with standard concepts, practices, and procedures within a particular field
Relies on limited experience and judgment to plan and accomplish goals
Performs a variety of tasks
Works under general supervision
A certain degree of creativity and latitude is required
Typically reports to a supervisor/manager


Primary Function:




CYCLE COUNTS - Validates accuracy of bin location per inventory document, pulls defined bin for counting. Validates material data against inventory document. Count materials, sometimes counter will need to use Tweezers, etc. for proper handling. May need to use wire or tape & reel counting devices. Document quantity of parts on inventory document or in SAP, then repackage and reseal them. Assures bin is returned to original location. May need to pull bins for recounts


Secondary Function:




STOCKROOM RECEIVING - Validates accuracy of receipt of items from Receiving & Incoming. Prepares items for storage, repackaging as required for proper protection & for simplified cycle counting. Processes items using SAP. Assures proper labeling for data accuracy. Supports admin work for stockroom reports, filing and distribution. Supports inter-departmental transport of materials when required
KITTING - Supports kitting person with pulls as required. Pulls materials indicated on labels. Validates material and location data against labels using validation tool. Repackage materials for kitting. Assures residual material is returned to proper locations


Requirements:




Requires a high school diploma with functional experience


Special Considerations:




Required to wear, most of the day, ESD smock & safety straps to eliminate static and gloves to prevent FOD exposure to product
Use of Ionizer when counting electrical materials
Lifting is at or below 30Lbs. without significant repetitions
Moderate exposure to machinery, chemical, biological, and physical risks is anticipated
May need use PPE such safety glasses & gloves to handle certain materials such as chemicals and freezer materials. Operation of a Powered industrial truck is considered at least Industrial and may be considered heavy as determined by other exposures
Some Travel to another site may be required


Pre-Employment Requirements:




Must pass a criminal background check (7-year felony + sex offender)
Must pass a pre-employment drug test (10 panels for recreational drugs and opiates)
Applicants for employment must be a U.S. Citizen or national, U.S. permanent resident (i.e., current Green Card holder), or lawfully admitted into the U.S. as a refugee or granted asylum


Internal Job Reference: 00175751
Show less ",1,0,0
78,Other,Truck Transportation,Mid-Senior level,"Who We Are: Velocity Vehicle Group (VVG) is a premium commercial brand medium to heavy truck dealership that offers the full-service experience for our customers, from an outstanding sales organization to highly skilled technicians to service your vehicle, and on demand parts. Our goal is to be your one stop shop experts for all truckers, owner operators, fleets and companies. This coupled with our Leasing and Rental business and our Financial services business make VVG the leading Truck dealership. What's in it for You: VVG is a fast paced and growing organization that is looking for candidates that are ready for a daily challenge and cannot wait to provide superior customer service both internally and externally. VVG offers fantastic Culture in an easy going family-like business as well as competitive pay, 401K W/Match, Medical, Dental, & Vision benefits. What You'll Do: The Service Manager is accountable for the success and growth of the Service Department. The person in this position must embody VVG company values: Speed, Value, Trust , and must exercise a high-level of ethical behavior and sound judgment; recognizes and lives up to the responsibility of being a leader and role model. Supervisory Responsibilities: * Establish and sustain that all Technicians and Service Advisors are trained and competent and understand how their work relates to the customers' business objectives. * Establish and sustain that we recruit, hire, train, develop and retain quality Service Advisors and Technicians. * Establish and sustain effective, two-way communication that informs and motivates as well as recognizes excellence among Technicians and Service Advisors. * Establish and sustain strong and effective relationships with their team, the customer, and supporting departments. Duties and Responsibilities: * Provides leadership to the Technicians and Service Advisors team. * Motivates and encourages Technicians and Service Advisors team to ensure metrics are met. * Setting and achieving performance targets for the Service Department. * Reviews and analyzes sales and operational records and reports; uses data to project sales, determine profitability and targets, and identify potential new markets. * Identifies and analyzes customer preferences to properly direct sales efforts. * Consults with potential customers to understand their needs; identifies and suggests products, or services that will meet those needs. * Resolves customer complaints, staffing problems, and other issues that may interfere with efficient sales and service operations. * Collaborates with executive leadership to develop strategies and improve efficiency in the service department. * Prepares sales budget; monitors and approves expenses. * Enforces company Policies and Procedures Environmental and safety compliance * Elite Support and manufacturer compliance Facility maintenance Required Skills and Abilities: * Excellent verbal and written communication skills. * Excellent interpersonal and customer service skills. * Strong supervisory and leadership skills. * Excellent organizational skills and attention to detail. * Ability to function well in a high-paced and at times stressful environment. * Proficient with Microsoft Office Suite or related software. * Proficient with Microsoft Excel * Experience with and effective conflict resolution skills Education and Experience: * 5-7 years related functional experience. * 5+ years of leadership or managerial experience preferred * High School degree or equivalent required Compensation: * Exempt $80K-$100K depending on experience and qualifications + annual bonus * Full Time position Benefits Velocity Vehicle Group Offers: * Fantastic Culture in an easy-going family-like business * 401k + match * Health, Dental & Vision Insurance + HAS & FSA * Employer paid Life Insurance * PTO * Sick Leave * Company perks such as employee discounts, company events and training programs Physical Requirements: * Prolonged periods of sitting at a desk and working on a computer. * Must be able to lift up to 50 pounds at times. We're looking to hire the best! If you are looking for a challenge and enjoy providing superior customer service, apply today for the Service Manager Position! This job description is intended to describe the general nature, complexity, and level of work to be performed by employees assigned to this position and is not to be construed as an exhaustive list of responsibilities, duties and/or skills required. It does not prescribe or restrict the work that may be assigned. Furthermore, this does not establish a contract for employment and is subject to change at the discretion of the company. Velocity Vehicle Group is an equal opportunity employer. Velocity Vehicle Group prohibits discrimination and harassment of any type and affords equal employment opportunities to employees and applicants without regard to race, color, religion, sex, sexual orientation, gender identity or expression, pregnancy, age, nat




www.velocityvehiclegroup.com
Show less ",1,0,0
79,Strategy/Planning and Information Technology,Truck Transportation,Entry level,"Quala is North America’s largest independent network of tank cleaning, maintenance, and industrial services offering comprehensive inspections, testing, and repairs for the chemical, food, and transportation industries. We service a variety of bulk containers, including Tank Trailers, IBC/ Totes containers, ISO containers, Railcars, Roll-off containers, and FRAC Tanks.

We are in search of a Manufacturing Administrative Assistant. The Manufacturing Administrative Assistant is responsible for the coordination of all office functions, including coordinating service per customer requirements and assisting the terminal manager in executing any and all management functions.

Position Responsibilities

Coordinate with customers and communicate with employees to meet the customer's scheduling needs.
Assist the facility manager with maintaining a good business relationship with customers and vendors.
Responsible for billing processing purchase orders and ordering materials as required.
General clerical duties including maintaining files, answering phones, and updating manuals.
Assist with yard checks as needed.
Other miscellaneous duties as assigned.

Requirements

High School Diploma or equivalent
2 -3 years of experience in an office environment
Experience in an industrial environment
Excellent verbal and written communication skills.
Superb organizational skills and strong attention to detail. Ability to maintain composure under pressure and effectively deal with a wide array of people.
High proficiency with MS Office and other business-related software

Benefits

Quala prides itself on promotion from within the company and offers competitive salaries along with a comprehensive benefits package including

Join a growing company that offers a competitive starting wage, excellent benefits, and growth opportunities.

Partially employer-paid medical/dental/vision insurance
401k, Roth / Traditional
100% employer-paid short-term and long-term disability
100% employer-paid group term life insurance up to 1.25x your annual salary
Option to purchase voluntary life insurance for self, spouse, and dependents
Medical and Dependent Care Flexible Spending Accounts
Paid Time Off
9 paid holidays.
Parental Leave
Tuition Reimbursement

Quala is an Equal Opportunity Employer. M/F/D/V encouraged to apply. Employment is contingent upon the successful completion of a criminal background check and physical exam. Must be legally authorized to work in the United States.
Show less ",1,0.29,0
80,Administrative,"Transportation, Logistics, Supply Chain and Storage",Entry level,"Job Details




Description




Company-Wide Expectations




Quality – Examine and improve processes related to job responsibilities.




Initiative – Fulfill responsibilities on time according to expectations of department/company. Be flexible and complete necessary tasks beyond initial instructions.




Team Work – Work effectively within a team to accomplish department/company goals. Respect other Associates needs and individual contributions.




Customer Service – Foster harmonious and mutually beneficial relationships with both the internal and external customers.Essential Functions




Coordinate ISIR/PPAP completion between Endries suppliers, associates and customers across all DC’s.
Develop work instructions for customer PPAP/ISIR requirements.
Develop and manage an ISIR/PPAP centralized document control system for all DC’s.
Develop and provide ISIR/PPAP training for Endries Sales, Sourcing, Purchasing and QA Associates.
Assist in testing/ inspection activities as required.




Education/Training Required




Two year technical degree or relevant experience
PPAP course or experience in reviewing PPAP’s




Experience/Skills Required




Good analytical skills.
Proficient at Microsoft Office products – Outlook, Word and Excel.
Basic ability to read part drawings
Professionally communicate with customers, suppliers and fellow associates.
Ability to work on multiple projects.




At Endries International, our vision is to achieve uncommon results, together. We are innovators leveraging technology to deliver exceptional value to our customers. Our associates make a difference by passionately providing reliable, innovative, and efficient supply chain solutions through deeply rooted relationships. Endries International is a rapidly growing global fastener distribution company headquartered in Brillion, Wisconsin. Learn more:www.endries.com




Endries International is an equal opportunity employer. All qualified applicants will be considered for employment without attention to his or her race, color, religion, sex, sexual orientation, age, national origin, marital status, pregnancy, veteran status or because of a disability that does not prevent the individual from performing the essential functions of his or her job, as well any other legally protected class status.
Show less ",1,0.66,0.66
