,Job Function,Industry,Seniority,Job Description,Segment,female,male
79,Human Resources,Higher Education,Entry level,"61878BRAuto req ID:61878BRJob Code:H2057P HR L&D Professional III Department Office Location:USA - MA - Allston Business Title:Learning and Development SpecialistSub-Unit:------------ Salary Grade (https://hr.harvard.edu/salary-ranges#ranges) :057Time Status:Full-time Union:00 - Non Union, Exempt or Temporary Additional Qualifications and Skills:




Experience training end-users in classroom and remote settings.
Experience evaluating content and programs, developing course materials, and designing and assessing curriculum.
Advanced skills with Microsoft Office Suite, online meeting platforms [Zoom, Slack, and Teams etc.], and presentation software. Ability to learn and adapt to new systems quickly.
Experience with website platforms [e.g., Drupal] and learning management systems helpful.
Attention to detail and demonstrated ability to deliver outstanding customer service.
Ability to handle confidential information with discretion.
Excellent communication skills and ability to convey information clearly and concisely.
Ability to establish effective work relationships across all levels.
Strong time management and organizational skills, and the ability to prioritize competing demands in a fast-paced environment.
Experience with financial systems, policies, or procedures helpful.




Additional Information




Applicants should submit a resume and cover letter to be considered for this position.
The Harvard John A. Paulson School of Engineering and Applied Sciences does not provide visa sponsorship for administrative and staff positions.
This position will be based in Allston, MA, and an on-campus presence is required. Hybrid work/flexible work arrangements may be discussed during the interview process. Any remote work must be performed in a state in which Harvard is registered to do business (CT, MA, ME, NH, NY, RI, VT).
The position will require compliance with updated COVID-19 policies and guidance. These policies can be found at https://hr.harvard.edu/corona-virus-workplace-policies. The University requires Harvard community members to comply with the University's health and safety guidelines and protocols, including but not limited to those related to COVID-19. As detailed on our COVID-19 Vaccine Requirement Webpage (https://huhs.harvard.edu/covid-19-vaccine-requirement-faqs#gsc.tab=0) , the University requires all new employees to complete their primary series COVID-19 vaccination prior to their start date. You may claim exemption from the vaccination requirement for medical or religious reasons. Note that unvaccinated individuals who are approved for an exemption may be subject to additional public health measures.




Department:Human ResourcesPre-Employment Screening:Education, IdentityJob Function:Human Resources School/Unit:Harvard John A. Paulson School of Engineering and Applied Sciences EEO Statement:We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions, or any other characteristic protected by law.Basic Qualifications:




Bachelor's degree or equivalent work experience required
Minimum of 5 years' relevant work experience




Position Description




Reporting to the Assistant Dean for Human Resources within the Harvard John A. Paulson School of Engineering and Applied Sciences (SEAS), the Learning and Development Specialist will provide training and instruction, in group settings and one-on-one, to SEAS staff, researchers, and faculty. This role oversees and manages training delivery, ongoing needs assessment, course design, and reporting as the training program evolves to meet the varied and changing needs of SEAS. Training will focus on University financial, administrative, and reporting systems, as well as University and SEAS-specific policies, programs, and procedures.




Typical Duties and Responsibilities




Utilize instructional design techniques to create content designed for a range of SEAS stakeholders and deliver it in various formats, such as pre-recorded videos, webinars, job aids, and live instruction (in person or remote).
Develop a training program to synthesize, create and deliver training on financial and administrative policies and procedures.
Assess training needs, and in partnership with subject matter experts, develop, maintain, and enhance training curriculum and related materials. Deliver training on a routine and an ad hoc basis.
Assess effectiveness of and revise training and materials as needed.
Provide reports and data analysis to senior management.
Advise staff, researchers and faculty on resources and training.
Assist in developing and implementing policies, procedures, and process improvements to ensure effective and efficient administration.
Communicate policy changes and other information through various channels.
Serve as Authorized Requestor for some HR and Financial Systems access.
May maintain sections of SEAS website as it relates to training.
Perform additional duties as assigned.




Commitment to Equity, Diversity, Inclusion, and Belonging:Harvard University views equity, diversity, inclusion, and belonging as the pathway to achieving inclusive excellence and fostering a campus culture where everyone can thrive. We strive to create a community that draws upon the widest possible pool of talent to unify excellence and diversity while fully embracing individuals from varied backgrounds, cultures, races, identities, life experiences, perspectives, beliefs, and values.Benefits:We invite you to visit Harvard's Total Rewards website ( https://hr.harvard.edu/totalrewards) to learn more about our outstanding benefits package, which may include:




Paid Time Off: 3-4 weeks of accrued vacation time per year (3 weeks for support staff and 4 weeks for administrative/professional staff), 12 accrued sick days per year, 12.5 holidays plus a Winter Recess in December/January, 3 personal days per year (prorated based on date of hire), and up to 12 weeks of paid leave for new parents who are primary care givers.
Health and Welfare: Comprehensive medical, dental, and vision benefits, disability and life insurance programs, along with voluntary benefits. Most coverage begins as of your start date.
Work/Life and Wellness: Child and elder/adult care resources including on campus childcare centers, Employee Assistance Program, and wellness programs related to stress management, nutrition, meditation, and more.
Retirement: University-funded retirement plan with contributions from 5% to 15% of eligible compensation, based on age and earnings with full vesting after 3 years of service.
Tuition Assistance Program: Competitive program including $40 per class at the Harvard Extension School and reduced tuition through other participating Harvard graduate schools.
Tuition Reimbursement: Program that provides 75% to 90% reimbursement up to $5,250 per calendar year for eligible courses taken at other accredited institutions.
Professional Development: Programs and classes at little or no cost, including through the Harvard Center for Workplace Development and LinkedIn Learning.
Commuting and Transportation: Various commuter options handled through the Parking Office, including discounted parking, half-priced public transportation passes and pre-tax transit passes, biking benefits, and more.
Harvard Facilities Access, Discounts and Perks: Access to Harvard athletic and fitness facilities, libraries, campus events, credit union, and more, as well as discounts to various types of services (legal, financial, etc.) and cultural and leisure activities throughout metro-Boston.




Work Format:Hybrid (partially on-site, partially remote)
Show less ",1,0.28,0.09
80,Education and Training,Education Administration Programs,Entry level,"Posting: C30307




Contract Type: Temporary (23/24 School year)




Position Title: Kindergarten Teacher




Site: Andersen




Date Posted Internally: 3/9/23




Per UCTA 4045, for the time frame of October 1 through March 31, in order to be assured of an interview prior to external candidates, internal applicants must apply within five business days of the internal posting date.




Requirements: Oklahoma Certification Required




Salary: Based on Degree and Years of Experience




Union Public Schools Job Descriptions Are Available At




http://jobdescriptions.unionps.org/Certified/
Show less ",1,0,0
81,"Marketing, Public Relations, and Writing/Editing",Higher Education,Internship,"Position Summary




The Student Success Coach works directly with undergraduate students to help them identify challenges that affect learning and empower them to find solutions. This position plays an integral role in supporting student success through identification of resources (i.e., academic tutoring, effective study strategies), promoting self-advocacy, and teaching accountability.




This position collaborates with all campus constituency groups to assist with planning and implementing the New Student Orientation and First-Year Experience programs. The Student Success Coach also oversees the peer-mentoring program to ensure all first-year students have a mentor available throughout their first-year at Columbia College who can assist with creating a sense of belonging. Ongoing communication with students and parents is required to ensure students have the resources needed to begin and successfully complete their first-year and beyond.




Essential Job Functions




The essential functions of this position include, but are not limited to:




Meeting with students to support their holistic development and academic success
Connecting students with available campus resources
Creating workshops and opportunities that assist undergraduate students with transitioning to college
Providing educational assistance and advising to students
Assists with student intervention and follow-up based on submitted early alerts
Collaborating with the faculty lead of the first-year experience course
Teaching at least one section of the first-year experience course each semester
Assist with planning and implementation of all New Student Orientation programs
Oversees the peer mentoring program
Assists in the development, implementation, and assessment of first-year experience program
Contributing to efforts to support high-risk students
Partnering with campus offices such as Admissions and Student Affairs to provide resources for parents and families




Management retains the discretion to add or change the duties of the position at any time.




Requirements




Masters degree required
Teaching experience preferred
3-5 years higher education experience
Strong written and oral communication skills
Strong attention to detail and follow through
Proficiency in Microsoft Office. Experience with Jenzabar, EAB Navigate a plus
Experience working with learners of all ages and backgrounds
Must be able to work some evening hours and occasional weekends




This position is classified as non-exempt and requires the ability to work some evenings and weekend hours.




The Student Success Coach is a key function in the institutions retention efforts and focuses on creating an academically, socially and physically accessible environment for all students by removing barriers to learning. The Student Success Coach provides academic resources that aid success behaviors and habits, while also increasing access to success resources at Columbia College and in the community.




If interested in applying for this position, submit resume with cover letter through the online submission website at: www.columibasc.edu/about/employment




Columbia College is an Equal Opportunity Employer. The College does not discriminate in access to its educational programs and activities, or with respect to hiring or the terms and conditions of employment, on the basis of race, color, national origin, religion, sex, gender identity and expression, political affiliation, age, disability, veteran status, genetic information or sexual orientation.




EOE M/F/D/V
Show less ",1,0,0
82,Education and Training,Higher Education,Entry level,"STUDENT AFFAIRS ANNOUNCES AN OPENING IN TRIO STUDENT SUPPORT SERVICES PROGRAM




POSITION: Academic Mentor (Part-Time)




Description Of Duties




Provide individual and/or small group tutoring to participants of the TRIO Student Support Services (SSS) program. Assist students in improving academic achievement by meeting with them on a regular basis to clarify learning problems and work on study skills. Keep regular and accurate records of tutoring sessions. Participate in outreach activities and attend tutor-training sessions. Supervise SSS program participants in computer lab. Assist with additional duties as needed such as preparing marketing material, filing and other clerical duties. Hours will vary, Monday through Friday. This is a part-time hourly position with variable work hours not to exceed 20 hours per week.




Minimum Qualifications




Demonstrated subject competency at the college level. Understanding of principles of tutoring and mentoring in order to provide SSS program participants with academic assistance, guidance and support. Proficiency with computers in order to effectively perform the duties of the position. Effective communication skills to successfully interact with participants of varying skill levels and backgrounds. Preference given to candidates with Math or Science backgrounds and those with tutoring experience.




Desired Qualifications




Advanced standing (""A"") in chosen subjects




Application Deadline: Open until Filled




An unofficial degree conferring transcripts must be received by this office for formal consideration; however, should an offer of employment be extended, official transcripts are required.




All finalists may be subject to a background check and/or drug test.




Must be eligible to work in the United States.




Rose State College's Annual Security Report, including VAWA disclosures, is located at https://www.rose.edu/media/9800/2018-annual-fire-safety-and-security-report-revision-4.pdf




Rose State College is an Equal Opportunity Employer




In accordance with the Americans with Disabilities Act, reasonable accommodations in




the application process will be provided upon written request.




6420 SE 15th STREET ~ MIDWEST CITY, OK ~ 73110-2799
Show less ",1,0,0
83,Other,Primary and Secondary Education,Mid-Senior level,"Purpose Statement

The job of School Counselor is done for the purpose/s of managing the schedules and placement of assigned students providing course curriculum, information and recommendations to students; developing plans and/or providing information regarding students' goals; and ensuring completion of students' applications within designated time frame.

Not Evaluated Functions

Assists other personnel for the purpose of supporting them in the completion of their work activities.
Composes a wide variety of materials (e.g. quantity reports, student activities, correspondence, audits, etc.) for the purpose of documenting activities, providing written reference and/or conveying information.
Coordinates with teachers, college and university personnel, resource specialists and/or community (e.g. service clubs, courts, child protective services, etc.) for the purpose of providing/receiving requested information and/or making recommendations.
Counsels students, parents, and guardians for the purpose of enhancing student success in school.
Develops a variety of special programs (e.g. career night, financial aid workshops, etc.) for the purpose of providing information to assist students in the successful transition from high school to career, training and/or continuing education.
Monitors students' progress for the purpose of identifying issues and taking appropriate action for increasing student success.
Prepares applications for students (e.g. scholarships, college, financial aid, etc.) for the purpose of ensuring completion of application processes within designated time frames.
Presents information (e.g. budget overviews, accounting processes, distribution formulas, etc.) for the purpose of communicating information, gaining feedback and ensuring adherence to established internal controls.
Researches program eligibility requirements (e.g. financial aid, college eligibility, etc.) for the purpose of providing uptodate, accurate counsel to students.
Schedules student classes for the purpose of securing appropriate placement and meeting their graduation and college eligibility requirements.
Supervises assigned programs (e.g. scholarships, peer counseling, special education, ESL, etc.) for the purpose of monitoring performance, providing for professional growth and achieving overall curriculum objectives.

Job Requirements: Minimum Qualifications

Skills, Knowledge and Abilities SKILLS are required to Specific skills required to satisfactorily perform the functions of the job include: none specified.

Responsibility

Responsibilities Include

Working Environment

The usual and customary methods of performing the job's functions require the following physical demands: Generally the job requires 100% sitting, % walking, and % standing. This job is performed in a generally clean and healthy environment.

Experience

Education

Required Testing Certificates & Licenses

None Specified Counselor Certificate

Continuing Educ. / Training Clearances

None Specified Fingerprint IVP card

FLSA Status Approval Date Salary Grade
Show less ",1,0,0
84,Education and Training,Higher Education,Mid-Senior level,"PART-TIME HOURLY POSITION ANNOUNCES AN OPENING IN THE LEARNING RESOURCE CENTER




POSITION: Academic Testing Proctor (Part-Time)




Description Of Duties




Greet Testing Center visitors and answer telephone inquiries providing accurate information and excellent customer service. Work with students and faculty from Rose State College and, occasionally, other institutions to coordinate, administer and proctor exams (both paper and online). Schedule and administer tests for students who need special accommodations. Maintain accurate test files, student test attempts and records of faculty and student transactions according to Testing Center policies and procedures. Assist in ordering supplies, creating forms, performing basic maintenance of office equipment and other duties necessary for the efficient operation of the Testing Center. Cannot be a Rose State College student while working in this position. Regular, non-tardy attendance is an essential function of this position. This is a part-time hourly position with variable work hours not to exceed 20 hours per week. May require evenings and weekends.




Minimum Qualifications




Associate's Degree or equivalent. Proctoring and PeopleSoft experience. Proficiency with Microsoft Word, Microsoft Access, and PeopleSoft. Customer service and office filing experience. Must be able to follow written and verbal instructions accurately. Must have proficiency with computers, must be detailed oriented and be able to multi-task. Must have excellent communication, interpersonal, organizational and customer service skills. Must be able to keep a calm, courteous demeanor. Must be able to maintain strict confidentiality and use strong security procedures. Must be able to work independently, work under pressure, and perform tasks quickly and accurately. Light lifting and carrying of up to 10 lbs. Ability to reach above shoulder. Periods of time spent sitting, standing, walking, kneeling, bending, and stooping.




An unofficial degree conferring transcripts must be received by this office for formal consideration; however, should an offer of employment be extended, official transcripts are required.




All finalists may be subject to a background check and/or drug test.




Must be eligible to work in the United States.




Rose State College's Annual Security Report, including VAWA disclosures, is located at https://www.rose.edu/media/9800/2018-annual-fire-safety-and-security-report-revision-4.pdf




Rose State College is an Equal Opportunity Employer




In accordance with the Americans with Disabilities Act, reasonable accommodations in




the application process will be provided upon written request.




6420 SE 15th STREET ~ MIDWEST CITY, OK ~ 73110-2799
Show less ",1,0,0
85,Other,Higher Education,Mid-Senior level,"Location: Hickory, North Carolina




Reporting to the Senior Associate AD for External Operations, this position will primarily focus on game day experience and fan engagement along with brand awareness to increase overall athletics attendance and revenue generation. In addition to increased attendance, this person will creatively foster a first-class game-day experience in the revenue sports to ensure repeat attendance, new donors and new revenue.




Description Of Duties And Tasks




Lead the overall development of a comprehensive marketing plan for LR Athletics for all sports as well as executing the plan at a high level.
Create a dynamic and interactive game-day environment for football and basketball that appeals to all ages and increases the likelihood of return attendance for guests and visitors.
Develop a plan to increase engagement and brand awareness in the broader unifour area that includes increased visible branding, wider market reach and new and improved partnerships.
Build partnerships with local government leaders, youth leagues, schools, senior care facilities, businesses and other area organizations. These partnerships should include more LR signage, group ticket promotions and other mutually beneficial partnerships that can be capitalized on financially and lead to increased attendance at home athletic events.
Help develop creative content that enhances these revenue streams and the game-day experience through graphics, video content, promotions and more with the digital and creative media team.
Oversee a Marketing Assistant plus a staff of student interns to create a consistent and broad foundation of success for marketing and engagement across all sports.
Generate constant buzz and knowledge on campus amongst the student population to ensure their attendance and support of all LR games.
Supervise and run game day for football and basketball through the fan experience, tailgate environment, game scripts, video board content, music, on-field promotions, giveaways and more.
Oversee staff who supervises and runs game-day for all other 20 LR sports through game scripts, video board content, music, in-game promotions, giveaways and more. This would include developing a staff of student workers and interns.
Responsible for working with athletics media, communications and game operations staff to ensure a coordinated and strategic effort to increase the athletic department brand and fan engagement.
Will serve on the athletic department’s administrative leadership team.
Perform other administrative duties as assigned.




Preferred Knowledge, Skills And Abilities




Bachelor’s degree required
Excellent written and oral communication skills
Proficient knowledge of sound equipment
Experience with Adobe Creative Suite graphics and proficient in graphic design
Experience working in a collegiate or professional sports marketing department required
Ability to work nights and weekends




Department: Athletics




Wage Class: Salaried, exempt




Reports to: Sr. Associate AD for External Operations




Apply
Show less ",1,0,0.46
86,Administrative,Higher Education,Not Applicable,"At MU, the Health Sciences and Pharmacy Administrative Assistant will serve as primary administrative support to Health Sciences and Pharmacy faculty.

If you are interested in joining the team responsible for providing a high level of customer service, professionalism, and communication to those interacting with Health Sciences and Pharmacy faculty via in-person, telephone, and email, you can apply for the position at www.manchester.edu/human-resources/. Even if you feel like you do not meet every requirement of the position, please apply through ADP. We appreciate the opportunity to work with individuals who bring diverse experience to our MU team!

Find out why you should start a career at Manchester University:

People choose to work at Manchester University for many reasons, and there are even more reasons why they stay for a career. Employees of Manchester apply their talents in a vibrant educational environment committed to faith, service, and learning. There's an excitement that comes with being part of a lively academic community, surrounded by people whose ideas are helping to shape tomorrow's views and news.

The Fort Wayne campus, home to Manchester's graduate and professional programs in the health sciences, is in the dynamic healthcare corridor on the north side of Fort Wayne, Indiana’s second-largest city.

Benefits:

· Employer HSA contributions!

· Retirement employer match of 5% - 7%!

· Undergraduate tuition remission for a traditional MU degree for yourself, your spouse, and your dependents!

· Graduate Loan Assistance Programs!

· Generous PTO!

· Seven paid holidays plus an extended break from Christmas Eve through New Year’s Day!

· Paid Caregiver leave!

· Free financial planning through Millennium Advisory Services!

· Employee Assistance Programs offering mental health, financial wellness, and life assistance!

· and more!

Our Mission:

Manchester University respects the infinite worth of every individual and graduate’s persons of ability and conviction who draw upon their education and faith to lead principled, productive, and compassionate lives that improve the human condition.

If you are interested in joining the Manchester Community, please submit your application today!

Show less ",1,0,0
87,Education and Training,Primary and Secondary Education,Entry level,"Summer Employment Opportunity




Teachers




Kindergarten Bootcamp Teacher




June 26, 2023 - July 20, 2023




(plus one prep day prior to 6/26/2023




and one prep day post 7/20/2023)




Position Summary: Provide RELA and Math instruction based on student needs




Mondays through Thursdays 8:45 AM - 12:30 PM




Duties And Responsibilities




Preparation for instruction, actual instruction and management of student-learning activities in accordance with student needs
Evaluation and identification of individual student progress
Maintenance of attendance, grade reporting and student records, and the interpretation of this information to parents.
Incorporation and implementation of technology as appropriate to instruction
Preparation of reports requested




Required Qualifications And Experience




Must hold valid PA certification in Elementary PK-4 or K-6
Prefer: Strong Reading Background, reading specialist certification or Wilson certified




Location: Davis Elementary School

Position Duration: June 26, 2023 to July 20, 2023

Pay Rate: $3,240 Stipend for 16 Days
Show less ",1,0,0
88,Administrative,Research Services,Mid-Senior level,"We are looking for a proactive and detail-oriented individual to join our team as an Entry Level Executive Assistant. As an Executive Assistant, you will be responsible for providing administrative support to our executives, helping them stay organized and productive. This is a remote position based in the USA, and an excellent opportunity for anyone looking to start their career in executive assistance.

Responsibilities

Manage executive calendars, schedule appointments and arrange travel
Act as a point of contact between executives and internal/external stakeholders
Draft and edit documents, reports, and presentations
Manage and organize files, documents, and other materials
Assist with project management and coordination
Conduct research and gather information as needed
Handle confidential and sensitive information with discretion

Qualifications

Bachelor's degree in a related field (e.g. Business Administration, Communications, etc.)
Excellent organizational and time-management skills
Strong attention to detail and ability to multitask
Excellent communication and interpersonal skills
Familiarity with project management tools and software
Proficiency in Microsoft Office and Google Suite
Ability to work independently in a remote environment

Benefits

Competitive salary and benefits package
Opportunities for career growth and development
Flexible work schedule and remote work options
Collaborative and supportive team culture

If you're passionate about executive assistance, organization, and want to make an impact in a dynamic and growing organization, we encourage you to apply for this exciting opportunity. We are an equal opportunity employer and welcome all qualified applicants to join our team.
Show less ",1,0,0.42
89,Human Resources,Primary and Secondary Education,Entry level,"Payroll Specialist-Internal applicants will be given preference.




8-hour & 12-month position at Pay Grade 63




Payroll and financial experience needed.




See Attached Job Description For Details.




Teacher Scale N




Requirements




Minimum Educational Requirements HS diploma




Term 12 Month




Job Attachment View Attachment




Job Attachment 2 View Attachment
Show less ",1,0,0
90,Education and Training,Education Administration Programs,Entry level,"Positions That May Be Hired From This Vacancy

School Counselor

Instructional Literacy Coach (ILC)

Library/Media Specialist

School Interventionist

View available positions

https://www-swe.stjohns.k12.fl.us/vacancies/

All “qualified” candidates may be considered for an interview as specific positions become available based on certification areas.
Show less ",1,0,0
91,Other,Education Administration Programs,Not Applicable,"Duty Days 187




Reports To Principal




Salary Range: From/To Teacher Salary Schedule




Endorsements




Gifted




Additional Job Information




This position is for the 23/24 school year.




Job Attachment View Attachment




This position is for the 23/24 school year.
Show less ",1,0,0
92,Information Technology,Higher Education,Mid-Senior level,"Position will be filled as either an IT Support Consultant or IT Support Analyst based on candidate qualifications and interview evaluation. To be considered for different job classification levels, candidate must apply for each position interested in.




Position Summary




University of Iowa Hospitals and Clinics department of Health Care Information Systems is seeking an IT Support Consultant. This position provides configuration, installation and support of desktop hardware, software and peripheral equipment in an enterprise IT environment. Performs work in clinical, critical care, research and departmental environments, interacting with all levels of personnel, patients and visitors. Works closely with peer teams promoting collaboration and consistent service delivery. Embraces standardization, the adoption of best practices, documentation, customer service excellence and the continual improvement approach to IT. Exercises all workflows while maintaining state and institutional policies and contributing to the support of organizational objectives.




Position Responsibilities




Analyzes IT system needs in clinical, critical care, research and departmental spaces and determines appropriate solution to satisfy needs.
Plans, installs and documents complex IT system configurations.
Develops the understanding of institutional knowledge to reflect customer needs within solution planning and implementation.
Installs, configures and maintains hardware and software solutions to continually improve operational performance.
Performs advanced analysis and problem resolution with a wide range of hardware and software, including connectivity, security and policy compliance affecting customers across multiple geographical locations.
Defines, documents, shares and continually improves solutions and workflows, including but not limited to after-hours support escalation processes.
Evaluates new desktop hardware and software for possible inclusion in set of supported products.
Communicates the value of adhering to standards for hardware, software, and other IT services to customers and peers.
Participates in opportunities to improve workflows, processes and standards, to promote greater value for our customers.
Provides both verbal and documented training to customers and peer technicians.
Creates and continually improves implementation and operational support documentation for provided services, used to train customers and peer technicians.
Define, document and implement procedures for complex software/hardware installation and configuration processes.
Maintain accurate inventory management records.
Accurately document all performed work within service management tracking system.
Develop customer self-help guides for commonly encountered service interruptions.
Participates with management regarding the support of current and future state operations, which may include interviewing and evaluating candidates when vacancies in unit staff occur as required.
Leads small projects and/or one or more phases of larger projects, as required.




Health Care Information Systems (HCIS) provides and supports information and communication systems and technology that facilitate quality patient care, progressive medical education, and innovative research.




HCIS services University of Iowa Health Care by providing comprehensive, high-level support for patient care delivery, internal and external communication, technology innovation, medical education, and research. Creating and maintaining a positive, productive, and rewarding environment for information technology and communication staff.




Pay Grade: https://hr.uiowa.edu/pay/pay-plans/professional-and-scientific-pay-structure




Salary: $48,500 to commensurate – 4A




University of Iowa offers a generous benefits package, including 24 days paid vacation per year to start and paid sick leave. Complete information regarding the full benefits package may be viewed at https://hr.uiowa.edu/benefits




Percent of Time: 100%




Location: 200 Hawkins Drive, Iowa City, IA




Staff Type: Professional & Scientific




Type of Position: Regular




Education Required




Bachelor’s degree in a related field or an equivalent combination of education and related experience.




Experience Requirements




Experience, typically 1-3 years, supporting workstations running Windows 7/10 and MS Office 2016/365
Professional experience working with desktop hardware and software in a centrally managed workstation environment.
Demonstrated understanding of wired and wireless networking and security concepts.
Excellent oral and written communication skills to communicate effectively with a diverse population of technical and non-technical individuals.
Demonstrated ability to work in a team-based setting where consultation, flexibility, collaboration and cooperation are essential.
Ability to move and install IT equipment.
A valid driver’s license and ability to meet UI Fleet Safety requirements.




Desired Qualifications




Extensive interpersonal skills with the ability to disarm escalated situations with all levels of personnel.
Experience with technical process documentation intended for both IT professionals and non-technical customers.
Experience working in a fast-paced environment that requires excellent time management skills and flexibility to balance workload.
Experience with IT Service Management Change Management, Continuous Improvement Initiatives, ITIL, LEAN and/or Project Coordination.
Experience supporting Mac OS.
Experience working in a health care or health industry environment.




In order to be considered, applicants must upload a resume (under submission relevant materials) that clearly addresses how they meet the listed required and desired qualifications of this position. A cover letter is desired as part of the application process. Job openings are posted for a minimum of 14 calendar days. This job may be removed from posting and filled any time after the minimum posting period has ended.




Successful candidates will be subject to a criminal background and credential check. This position is not eligible for University sponsorship for employment authorization.




For additional questions contact Craig Medberry craig-medberry@uiowa.edu




Additional Information




Classification Title: IT Support Consultant
Appointment Type: Professional and Scientific
Schedule: Full-time
Work Modality Options: On Campus




Compensation




Pay Level: 4A
Starting Salary Minimum: 48,500




Contact Information




Organization: Healthcare
Contact Name: Craig Medberry
Contact Email: craig-medberry@uiowa.edu
Show less ",1,0.12,0.12
93,Administrative,Higher Education,Mid-Senior level,"Apply

Description

South College invites capable, energetic, outgoing, applicants who are focused on transforming lives of our customers/students! At South College, you will help implement our strategy of “Where Dreams Find Direction!” We are one of the nation’s fastest growing institutions of higher learning with over 6,000 students covering 7 campuses and Online learning sites. We are also one of nation’s highest producers of licensed healthcare professionals offering a myriad of undergraduate and graduate healthcare programs for our students.

South College Online seeks candidates for a part-time adjunct faculty position in Graduate Business Administration Healthcare Management. Successful candidates will have a terminal degree in a related field and preference will be given to candidates who have successfully taught in the online format. The position is online remote and will report directly to the Department Chair for Business Administration Online.

Requirements

Applicants must have a terminal degree in Healthcare Administration with successful completion of a minimum of 18 hours of graduate coursework directly related. Preference will be given to applicants with prior successful online teaching experience.
Show less ",1,0,0
94,Other,Primary and Secondary Education,Mid-Senior level,"STARTING THE 2023-2024 SCHOOL YEAR

Qualifications

Master's Degree from an accredited college or university.
A valid Colorado Teaching Certificate endorsed for counseling at the level to which assigned.
Such alternatives to the above as the Board may find appropriate.

Job Goals

To assist each student to achieve his/her capacity.
To assist each student to make optimum personal, vocational, and educational choices.
To assist each student to become aware of himself/herself in terms of his/her strengths and limitations as they relate to his/her life goals and personal satisfaction.

Performance Responsibilities

Be available to help the student with his/her personal problems.
Confer, when appropriate, with students, staff, and parents.
Assists the student in planning his/her educational program.
Utilize appropriate school and community resources.
Assist in providing orientation services for new students.
Maintain records necessary for the performance of his/her duties.
Communicate the role of the counselor to the school and community.
Administer and supervise all School District standardized tests.
Interpret test scores to students, staff, and parents.
Be a member of the pre-conference special education program committees.
Attempt to confer with each student a minimum of one time per semester.
Perform such other duties as assigned by the Principal.

Salary

Certified salary is based upon degree status and years of experience. Horizontal advancements are based upon ""Graduate"" level credits and staff development hours obtained after the last degree was conferred.

Salary Schedule

One year of credit will be provided for each year of approved outside teaching experience up to a maximum of sixteen (16) years (earned within the past 16 years).

Benefits

Fountain-Fort Carson School District # 8 provides medical, dental, vision, chiropractic, life, long-term disability, accidental death & dismemberment insurances, and paid time off benefits. There are district and employee contributions to some or most of these benefits.

Employment Period

196 days per year
Show less ",1,2.26,2.26
95,"Research, Analyst, and Information Technology",Research Services,Entry level,"Responsibilities and Duties Under direct supervision of Principal Investigator and Team Leader of Research and recruitment/Lead Clinical Research Coordinator, the Clinical Research Coordinator will




Complete training requirements such as IATA/HAZMAT, sponsor specific training modules, GCP and eCRF training courses.
Conduct/monitor the screening and recruitment of subjects for research trials using knowledge of current protocols and inclusion/exclusion criteria to determine subject eligibility.
Explain informed consent specific to protocol to potential enrollees, answers questions if any, and documents the informed consent process.
Educate subjects on protocol related procedures/assessments in which they must participate as a study subject.
Collect, organize, and maintain data and test results for source documentation of all research subjects.
Assist in the management of the study subjects' health status during the course of research care and development of treatment plan related to the research protocol. Conduct any needed assessments using protocols for review by the PI when appropriate.
Completes visit procedures according to protocol schedule and checks on visit measurements, lab results, concomitant medications and presence of adverse events.
Draw blood when needed, process and ships specimen according to sponsor requirements including vital signs, EKG and radial augmentation index studies.
Complete source documents and enters the same in the CRF or eCRF.
Work closely with sponsor monitors during site initiation visits, site monitoring visits, and answer queries when needed.
Complete drug accountability records, dispense study medications per protocol requirements or through the IVRS.
Miscellaneous duties such as keeping records of temperature logs of drugs storage and freezers.
Complete study close out visit by proper drug accountability and shipment of used and unused study medications.
Responsible for IRB submissions, SAE reporting, continuing approval reports.
Maintain Trial Master Files & document according to Regulatory Retention Requirements.
Document all of the above in a timely manner.
Knowledge, Skills, and Abilities: Work requires the ability to understand and follow oral and written instructions generally acquired through a high school education and medical assistant programming.
Sources viable subjects and pre-screens candidates to determine a fit for current study needs.
Conduct chart reviews and contact subjects for screening visits.
Have knowledge of all the active studies at CRP.
Take in coming calls from Radio Ads and TV ads and schedule prescreening/ screening visits.
Create prescreening form to complete for when radio ad or TV ad runs to go over study with the subjects.
On days when no patients are being seen by CRC 10 recruitment calls are expected to be made.
All recruitment attempts/ calls are to be completed on the communication log and turned into the Lead CRC daily.
Maintain and organize all study supplies. (putting away lab kits, IP, study binders and any other study supplies.) Qualifications and Skills High School Diploma or GED equivalent. Certificate from accredited Medical Assistant Program or higher. Clinical research certification (ACRP, SoCra) is a plus. Job Type: Full-time
Show less ",1,0,0
