,Job Function,Industry,Job Description
83,Other,Motor Vehicle Manufacturing,"Are you ready to take your automotive career to the next level? Join our team where we provide a fun work environment with room to grow!

Szott Auto Family Pride - Core Values

Create Fun and Choose a Positive Attitude – Create a fun work environment and customer experience.
Develop Open and Honest Relationships – Act with integrity, be compassionate, friendly, loyal, and make sure that you do the right thing. Treat your relationships well.
Deliver WOW – Surprise customers and teammates by doing something unconventional, innovative and unexpected. Make their day!
Encourage Constant Improvement – Embrace change and be determined to deliver excellence. Pursue growth through learning.
Build a Can Do Team Spirit – Work together and always value passion, determination, perseverance, and a sense of urgency.
Be Humble and Respect Everyone – Treat teammates, customers, partners and vendors, as you want to be treated. Always show appreciation for a job well done.


BENEFITS:

Paid Training!
Flexible Work Schedule!
Benefits
Competitive Pay
401(k)
High Customer Satisfaction For Both Sales & Service - RECIPIENT OF THE FORD CUP FOR CUSTOMER SATISFACTION!
RECIPIENT OF FORD'S PRESIDENT’S AWARD FOR THE PAST 6 of 7 YEARS!
A Professional and Respectful Work Environment
Opportunity for advancement - lots of room to grow!


RESPONSIBILITIES:

Drives vehicles to and from service areas and lot as needed
Services vehicles with gas, oil, and water
Assist with vehicle flow within dealership as service tickets are generated
Provides customer courtesy washes as requested
Shuttle vehicles and customers on/off premises when needed
Maintain organization of customer vehicles in service lot


REQUIREMENTS:

Team player
Hard worker Energetic
Motivated
Punctual
Must be willing to submit to a background check & drug screen prior to employment


Show less "
84,Human Resources,Motor Vehicle Manufacturing,"Payroll Clerk

One of the largest Automotive Groups in Southern California is looking for the right person to join our Team.

With 100 years of experience, our commitment to our employees and our customers is strong. See why we are one of the largest, locally-owned auto groups in Southern California. Using a ""hands-on"" approach to management and an open-door policy, the Moss family maintains a policy that treats customers and employees with the same standard of commitment that generates measurable success year after year. Simply put, the business is run according to the same principles of value, fairness, and teamwork that Red Moss, Sr. began in 1921. We have immediate openings -- start an exciting career with Moss Bros. Auto Group today!

Benefits

Medical, Dental, and Vision Insurance

Life Insurance

401(k) Plan

Free Strayer University College Courses to Earn a 4-Year Degree

Paid Vacation

Paid Training

Paid Sick Leave

Employee Vehicle Purchase Program

Pay range for this position is $16-$19 hourly

Responsibilities:

Payroll experience
Research and resolve discrepancies but not limited to missed time, missed punches to include punch in/ out
Strong judgement and discretion regarding confidential information
Strong and effective verbal and written communication
Punctual, self-disciplined and capable of completing critical tasks with sense of urgency to meet deadlines
Must work well under pressure
Ability to work independently and with a team


Qualifications:

Dealership Experience preferred
Experience processing payroll for 100 - 200 employees, weekly and bi-weekly
Ability to work in a fast paced setting
Knowledge of Tax, compensation, wage structure, workers compensation, benefits Administration, Employment Law, Analyzing information, Attention to Detail, Confidentiality


Show less "
85,Administrative,Motor Vehicle Manufacturing,"The Receptionist courteously and efficiently answers all phone calls to the dealership in a timely and professional manner along with routing calls to the appropriate employee or department. The Receptionist ensures to have all customers that call in have a pleasant first response from our receptionist.




The ideal candidate has a high school diploma or GED and previous retail and/or customer service experience Automotive dealership experience preferred. He or she must have a pleasant and courteous personality, strong administrative and organizational skills, good computer and internet skills, and an excellent customer service focus.




In addition to competitive pay, we offer our employees Health, Dental, Vision, Life, 401K, Health & Wellness Program, community involvement and company paid vacation and holidays.




Answer all incoming calls according to all company policies with exceptional telephone skills.
Direct phone calls to the appropriate parties as necessary.
Take written messages from occupied personnel and notify them as soon as possible regarding pending messages.
Coordinates questions and issues with the appropriate department personnel.
Addresses customer concerns and issues or escalates them as needed.
Helps with clerical/office tasks, such as scheduling appointments, maintaining records, sending bills, answering phones, ordering supplies, etc.
Maintain confidentiality of company and customer information at all times.
Answer service department telephone calls to the people requested and best suited to take the call and take written messages when the needed personnel are not available.
Assist the service staff in contacting customers to inform them that their vehicles have been completed.
Performs other duties as assigned.
No experience required but a PLUS!
Automotive Dealership experience a PLUS!
Service or hospitality industries experience a PLUS!
Previous retail and/or customer service experience.
Friendly with high energy and the willingness to go above and beyond.
Excellent communication, customer service, and problem solving skills, including the ability to maintain composure under stress.
Strong organization skills, able to multi-task, and can manage time to meet frequently changing deadlines in a fast-paced environment.
Must conduct oneself in a professional manner.
Basic computer and Microsoft Office skills.
Strive to respect and facilitate teamwork within all departments.
Professional appearance and work ethic.
Must be a team player with a strong sense of commitment to the customer and team members.
Bilingual (Spanish) a PLUS!
Show less "
86,Other,Motor Vehicle Manufacturing,"LOT PORTER

Do you enjoy working on and driving interesting and exciting vehicles? Royal South Toyota Mazda Volvo is looking for enthusiastic and reliable people who would like to get into the auto industry. Responsibilities include:

Washing new and used vehicles for display on the lot and also for delivery to customers who just made a purchase.
Organizing vehicle display.
Maintaining the new and used car lots keeping everything neat and orderly for the best possible product display.
Keeping your work area clean and orderly and supplies stocked.


Part-time and full-time positions available. Morning, Day, and evening shifts Monday-Saturday are possible. We can work around your schedule. Looking for a career? Many of our employees making higher incomes STARTED IN THE WASH BAY!! Come and be a part of the fun and fast-moving car industry.
Show less "
87,Management and Manufacturing,Motor Vehicle Manufacturing and Retail,"Vern Eide of Mitchell is looking for a thorough, responsible Detailer who will provide quality automotive cleaning services to our customers. The Detailer will clean vehicles according to company standards or client specifications, which may include performing detail inspections, thoroughly washing, buffing, and waxing exteriors, vacuuming, steaming, and deodorizing interiors, and keeping records related to gas levels and the condition of the vehicle. You should possess strong customer service skills and be familiar with the tools and agents used to clean and maintain vehicles.




To be a successful Detailer, you should be committed to providing excellent service to customers. You should be courteous, responsible, and detail-oriented.




We Are Hiring For Two Different Shifts




40-hour work week. 8:00 AM to 5:00 PM. Monday through Friday with 1 Saturday per month. You get a day of your choice off during the week when you work Saturday. Full benefits.
4 Day work week. 36 hours per week. Wednesday through Saturday. 7:00 AM to 5:00 PM. You are off Sunday through Tuesday! Full-time pay and benefits.




Pay & Benefits




$15 per hour starting pay (more if you have previous experience)
Detailed Training Program
Full-time Employee Benefits including health, dental, vacation, and more.
Great Culture
We have an employee pantry with FREE energy drinks, pop, Propel, Gatorade, sandwiches, candy, chips, and all kinds of other snacks.




Location: GM store: 219 E 1st Ave; Mitchell, SD 57301




#hc76046
Show less "
88,Administrative,Motor Vehicle Manufacturing,"Friendly Kia is currently looking for a dependable person who is eager to learn and join our expanding Admin team. If you are willing to learn we are willing to train. This position will offer opportunity for advancement.

Hours are Monday- Friday 8:00 am - 4:30 pm with some overtime at month end.

Must be able to communicate in a professional manner with Sales Department, Finance Department, Service Department, Vendors, and customers.
Data entry
Stocking in and processing new and used vehicles.
Process paperwork for Dealer-trades.
Reconcile schedules.
Posting vendor invoices and issuing payments.
Able to be cross-trained to fill in as needed.


Job Requirements:

Must be Reliable Monday thru Friday

Maintain Customer Satisfaction at or above company standards

Process paperwork on a timely basis

Self Motivator with strong attention to detail

Able to work in a fast paced environment

Effective Communicator

Dependable Team-oriented and comfortable in an open office

Understand deadlines and be able to apply the appropriate sense of urgency to all tasks.

Full-Time Benefits Available are: Paid Time Off, Medical, Dental, and Vision Insurance, 401K Retirement, Supplemental Life Insurance, Short Term and Long Term Disability Packages.

We promote from within!

Job

Type: Full-time
Show less "
89,"Design, Art/Creative, and Information Technology",Motor Vehicle Manufacturing,"Meyer Distributing is a complete wholesale distributor: automotive, RV/towing, outdoor living, marine, and more. With 85+ locations across the country, Meyer services dealers nationwide. Meyer Logistics is a transportation company that serves as the backbone of Meyer Distributing’s shipping network. Meyer Logistics has a fleet of 500+ top-of-the-line trucks. Meyer Distributing & Logistics are driven to perform – come join our team today!




The Graphic Designer position requires an individual with a keen eye for detail, exceptional creativity and passion for design. The designer’s position is responsible for creating and maintaining marketing creative assets and sales support tools as directed to increase sales and profitability. The ideal candidate is proficient in industry-standard software with advanced design skills that demonstrate the ability to adapt and be flexible in design styles to meet various brand standards. One will work with closely with the marketing team and other departments to ensure continuity in the company’s marketing message and all design projects are completed to a high standard.




Preferred Experience For Graphic Designer




Education/Certification(s): Preferably BFA/BA in Graphic Design or related field. Must have a portfolio showcasing previous work.
Experience: 2+ years in professional commercial design, proficient in Adobe CC (InDesign, Illustrator, Photoshop and Acrobat), experience creating designs and layout of campaigns and advertisements, video filming/editing and/or motion graphics experience is a plus, web designing experience with HTML/CSS knowledge is a plus




Requirements For Graphic Designer




Must have the ability to work effectively and efficiently under a deadline
Must be creative and have the ability to think quickly
Fine attention to detail
Organizational skills
Ability to work well with others and to be an effective team player
Ability to adapt under a number of different circumstances
Ability to multitask
Knowledge and experience in coordinating type, image and pattern
Have a passion for extending their knowledge base
Solid knowledge of web publishing
Solid knowledge of final production preparation




Benefits For Graphic Designer




Medical
Vision
Dental
Disability
Life Insurance
401K with Company Match
Paid Vacation
Paid Holidays
Personal Days Available
Up to 20% Employee Discount
Casual Dress Code
Health Savings Account
Tuition Reimbursement Options Available




Graphic Designer Duties Include But Are Not Limited To




Design covers, templates and page layouts for catalogs
Create presentations and multimedia graphics
Design graphics for eblast and social campaigns
Design digital banners for various mediums
Create unique flyers, brochures, packets and event stationary for trade shows
Create vector art for shirt designs, logos or events
Design trade magazine ads
Ensure graphic solutions are optimized for integration, performance, and usability
Researches ideas, background information, previous designs, inspiration, etc.
Work with corporate and client branding guidelines
Manage a workload for multiple projects




#graphicdesign #graphic #design #office #meyer #meyerdistributing
Show less "
90,Management and Manufacturing,Motor Vehicle Manufacturing,"Location: Aurora, CO

Employment Type: Full Time

Pay Range: $20.00 - $40.00 per flat rate hour

The Automotive Technician/Mechanic is responsible for troubleshooting vehicle issues and fixing them; well-versed in complex mechanical or electrical systems of vehicles; excellent problem-solving abilities; must be a good communicator, able to explain to customers issues with their vehicle; at all times providing an exceptional customer experience.

Why Schomp:

Our team members enjoy a positive working environment with opportunities for professional growth through training and advancement from within the organization. Our team members also enjoy a comprehensive benefits program including the following!

Benefits

We are very pet friendly and offer pet insurance
Medical, Dental and vision insurance
Life insurance
401(k) with company match
Paid Time off - Vacation, sick and benefit days
Short term and long term disability
Accident insurance
On site Gym/ Gym reimbursement


Upward Mobility

Comprehensive employee recognition programs
A competitive compensation package that rewards high-performers
Continued Training through Schomp and the dealer manufacturer
Opportunities for career advancement


Employee Discounts

Employees are eligible for discounts on vehicles, parts and service


Our Employees Come First

Customers have a great experience if they work with employees that love their work


Duties and Responsibilities

As an Automotive Technician/Mechanic, you will Service vehicles in a timely manner for routine scheduled maintenance
Inspect vehicle engines and mechanical/electrical components to diagnose issues accurately
Repair or replace broken or dysfunctional parts and fix issues
Productivity: Achieve an average productivity rate of at least ninety-two to ninety-four percent (92%-94%)
Efficiency: Maintain a minimum efficiency rate of one hundred ten to one hundred fifteen percent (110%-115%)


Education + Experience:

Prior experience as an automotive mainline technician in a dealership
The ability to work independently with limited supervision and the motivation to continually increase technical skills should be evident
A complete and up-to-date set of tools is required
Must possess and maintain a valid driver’s license
Must possess and maintain an acceptable Motor Vehicle Record


Schomp Automotive Group is an Equal Opportunity Employer

The compensation range represents the low and high end of the compensation range for this position. Actual compensation will vary depending on factors including but not limited to location, experience and performance. The range listed is just one component of the total compensation package for employees. Other rewards may include bonuses, Paid Time Off policy, region- specific benefits.

If you are an individual with a disability and need a reasonable accommodation to assist with your application for employment or the recruiting process, please contact us by sending an email to HRTEAM@schomp.com or contact 720-800-6265.
Show less "
91,Other,Motor Vehicle Manufacturing,"The Lot Porter assists both the Sales and Service Departments in maintaining the new and used car lots, and in transporting vehicles to appropriate departments for service and inventory control.




QualificationsEducation




High school diploma or the equivalent.




Licenses




Driver's License




Other




Ability to read and comprehend instructions and information.




Professional personal appearance.




Excellent communication skills.




Ability to meet company's production and quality standards.




Physical RequirementsSurroundings




move throughout the company facility for most of the shift.




spend time outdoors in the weather and elements.




spend time indoors in air-conditioned areas.




Sitting




on a regular basis




Standing




for prolonged periods




Walking




for prolonged periods




Bending, twisting and/or stooping




for prolonged periods




Kneeling and/or Squatting




for prolonged periods




Lifting




over 50 lbs




on a regular basis




Reaching and/or lifting overhead




on a regular basis




Climbing




stairs




Repetitive hand/finger movement




for prolonged periods




Grasping/grabbing with hands




for prolonged periods




Pushing and Pulling




prolonged periods




Expectations General Expectations




Must be able to to follow instructions and communicated effectively both orally and in writing.




Review and analyze actions at the end of each day, week, month, and year to determine how to better utilize time and plans more effectively.




Understand the terminology of the business and keep abreast of technology changes in products and services.




Know and understand the federal, state and local requirements which govern the company’s business.




Follow lawful directions from supervisors.




Understand and follow work rules and procedures.




Work evening, weekend and holiday work hours as required.




Interact well with others and be a positive influence on employee morale.




Uphold the company’s non-disclosure and confidentiality policies and agreements.




Work evening, weekend and holiday work hours as required.




Job-Specific Expectations




Parks vehicles in accordance with policy and under direction of Sales/Marketing to ensure that the lot is attractive to potential buyers.




Assist Sales and Service Staff in moving vehicles to ensure efficient dealership operations.




Responsible for adding and maintaining key tags and window stickers on all lot vehicles




Drives vehicles to other dealerships for 'dealer swaps' or to other vendors as requested.




May pick-up or deliver customers as requested using dealership vehicles.
Show less "
92,"Design, Art/Creative, and Information Technology",Motor Vehicle Manufacturing,"Painter's Helper

CHAMPIONS DO MORE

Welcome to our story. It’s a tale of being different. Obsessing over details. It’s the product of patience, and steadily honing our craft before setting out to innovate the industry we all love.

Today, Crash Champions is home to a collection of team members driven by a deeply-rooted purpose and guided by a powerful principle: Here, We Do More.

It’s the Crash Champions DNA and it’s the mark of who we are. Above everything, we believe in what we do; and we hold fast to the conviction of why we do it. We serve our customers and business partners with an unexpected level of personal and professional service to build trust at every touch point.

BECAUSE WE BELIEVE

THE DIFFERENCE IS TRUST

Responsibilities

Remove grease, dirt, paint, or rust from vehicle surfaces in preparation for paint application, using abrasives, solvents, brushes, blowtorches, washing tanks, or sandblasters.

Assists painter in pre-paint blending needs.

Works with paint team to assist in keeping vehicle on track for scheduled delivery time.

Fill small dents or scratches with body fillers and smooth surfaces to prepare vehicles for painting.

Buff and wax the finished paintwork.

Disassemble, clean, and reassemble sprayers and power equipment, using solvents, wire brushes, and cloths for cleaning duties.

Requirements

Prior experience in vehicle paint process.

I-CAR certifications preferred.

Ability to receive directions and work well with others.

Must be able to pass thorough background check.

Benefits

Competitive pay

Weekly Paychecks/Bonus Pay

Transfer Between Markets

401K with company match

Medical/Vision/Dental Insurance
Show less "
93,"Design, Art/Creative, and Information Technology",Motor Vehicle Manufacturing,"Painter's Helper

CHAMPIONS DO MORE

Welcome to our story. It’s a tale of being different. Obsessing over details. It’s the product of patience, and steadily honing our craft before setting out to innovate the industry we all love.

Today, Crash Champions is home to a collection of team members driven by a deeply-rooted purpose and guided by a powerful principle: Here, We Do More.

It’s the Crash Champions DNA and it’s the mark of who we are. Above everything, we believe in what we do; and we hold fast to the conviction of why we do it. We serve our customers and business partners with an unexpected level of personal and professional service to build trust at every touch point.

BECAUSE WE BELIEVE

THE DIFFERENCE IS TRUST

Responsibilities

Remove grease, dirt, paint, or rust from vehicle surfaces in preparation for paint application, using abrasives, solvents, brushes, blowtorches, washing tanks, or sandblasters.

Assists painter in pre-paint blending needs.

Works with paint team to assist in keeping vehicle on track for scheduled delivery time.

Fill small dents or scratches with body fillers and smooth surfaces to prepare vehicles for painting.

Buff and wax the finished paintwork.

Disassemble, clean, and reassemble sprayers and power equipment, using solvents, wire brushes, and cloths for cleaning duties.

Requirements

Prior experience in vehicle paint process.

I-CAR certifications preferred.

Ability to receive directions and work well with others.

Must be able to pass thorough background check.

Benefits

Competitive pay

Weekly Paychecks/Bonus Pay

Transfer Between Markets

401K with company match

Medical/Vision/Dental Insurance
Show less "
94,Information Technology,Motor Vehicle Manufacturing,"A Little About Us

Bob Smith MINI BMW’s #1 goal -- create a healthy & positive work environment, allowing us to attract the best people in our market. We pride ourselves on our stellar culture – you should love coming into work every day.

The Bob Smith family of dealerships has been a fixture in Southern California since 1933. Although we have grown over the years we remain a local family owned business. We are a prominent supporter of local community events and charitable organizations.

What are we looking for?

As a leader in the automotive industry, we are looking for a driven, diligent, thorough individual to join our team as a BMW Technician.

Our technicians are busy and productive. We believe in rewarding excellence with financial incentives for production and education, and we provide all associates with plenty of work, flexible schedules, paid training and opportunity to advance.

We are looking for Technicians who will be enthusiastic about growing professionally, with opportunities to manage their own earning potential, and help us deliver the exceptional customer service that our clients have come to expect.

If you’re interested in joining our progressive, growing organization please complete our on-line application or better yet stop in to for a personal, confidential discussion.

What We Offer:

We offer a highly competitive compensation and benefit package

Medical, Dental, Life, Disability and Cancer Plan
401k and employer match
Paid Vacation and Sick Time
Opportunities for Advancement
Professional, fun, and friendly work environment with supportive management
Paid Life Insurance
Flexible Spending Accounts
Employee discounts on vehicle purchases, parts and service
ASE reimbursement
Paid Factory Training
Periodical Competitive Cash Incentives
Employee appreciation events
New remodeled facility


What Will I Be Doing?:

Diagnosing, maintaining, and repairing vehicle automotive systems including engine, transmission, suspension, brakes, steering, electrical, air conditioning, etc.
Accurately assess/diagnose problems utilizing system diagnostics and testing
Perform thorough, efficient, timely and quality repair work
Using Diagnostic Equipment and Special Service tools to test vehicle components
Repairing vehicles under warranty to manufacturer specifications
Provide clear communication (both written and verbal) to service advisor with an estimate of any additional repairs, as needed.
Maintain safety standards at all time and keep a safe, neat work area
Demonstrate professionalism, integrity, honesty and consistent appropriate behavior with co-workers, management and customers
Test drive vehicle to assure quality completion of repair


Qualifications:

Automotive experience – 2 years preferred
ASE Certification – preferred
Driver’s License -required
Electrical, diagnostic, and troubleshooting skills are a plus
Proficient in troubleshooting and computer diagnosis
Good foundation of basic automotive technology
Ability to drive manual transmission
Must be able to perform heavy lifting
Must have a clean driving record
Self-motivated, goal-oriented, enthusiastic presence with an ability to work effectively and efficiently in a team environment
Ability to apply a common sense understanding to carry out instructions furnished in written, oral, or diagram form
Strong computer and phone skills
All potential employees must pass pre-employment testing including a background check and drug screen.


The Pay Scale includes a Base Hourly Compensation of between $31.00 and $45.00 The position may also pay a production bonus based on individual or team performance that may range from $0.00 (if baseline benchmarks are not met) without and fixed upper limit.

We are a drug free workplace. We are committed to equal employment opportunity (regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status). We also consider qualified applicants regardless of criminal histories, consistent with legal requirements
Show less "
95,Accounting/Auditing and Finance,Motor Vehicle Manufacturing,"The Corporate Controller is expected to lead and organize all ABC Technologies accounting operations, external financial statement development, policy deployment, and internal control environment. We are seeking a proactive, detailed, and experienced individual with excellent accounting competence and analytical ability who can thrive in a fast-paced environment to join the leadership team of the Finance group. The expectation of the person in this role will be to develop a complete understanding of our business model (financially and operationally) to be able to drive accounting operation process efficiency and an enhanced control environment across the entire organization.

Responsibilities

Hands-on experience in managing accounting operations, monthly/quarterly accounting close and preparation of financial statements while driving accountability to achieve our target days for close.
Ability to optimize and automate accounting processes to drive a faster monthly/quarterly close cycle: spread accountability and financial discipline throughout the organization.
Analyzing and interpreting balance sheets, income statements, cash flow, and liabilities.
Become an integral part of the due diligence, integration model and leadership team with respect to proposed acquisitions. Lead all purchase accounting requirements and processes.
Preparing annual budgets, forecasts, and reports, as well as reviewing journal entries and account reconciliations.
Lead the implementation of a shared services model for AR/AP, Fixed Assets and General Ledger for the global organization and establishment of robust KPI reporting.
Coordinating and recording investments and maintaining fixed asset records.
Overseeing financial and accounting staff and analyzing SG&A profit center performance metrics.
Documenting processes and ensuring compliance with financial management and accounting regulations.
Ensure consistent compliance of corporate accounting principles and procedures in full compliance with IFRS and Sedi reporting standards.
Led and drive the external audit process on yearly and quarterly basis with the external audit firm.
Work with the team to assess and report status of existing accounting and reporting standards, procedures, and internal controls to identify areas of improvements. Contribute to remediation plans when deficiencies are noted in testing of internal controls.
Partner effectively with other finance team members and non-accounting functions to drive improved controls and process enhancements.
Ability to make decisions, prioritize effectively and meet deadlines while maintaining the highest level of standards for completeness and accuracy.
Enable increased level of employee job satisfaction and employee engagement through leadership, coaching and development of the team.
Efficiency in leading remote employee
Exhibit collaborative and excellent interpersonal skills with the ability to build internal and external professional relationships.


Qualifications

Bachelor's degree in Finance and Accounting; CPA preferred.
Public Accounting background preferred; Big 4 or large regional firm
10+ years of progressive accounting experience in a publicly traded company environment.
5+ years of management experience building teams and managing cross-functional relationships.
Strong preference for automotive manufacturing and / or parts manufacturing experience
Substantial experience supporting Mergers & Acquisitions
Ability to handle multiple competing priorities in a fast-paced environment.
Proven ability to actively hire, coach, and develop world-class teams in multiple locations.
Willingness to ‘roll up the sleeves’ and contribute to the team’s success.
Superior analytical abilities (financial and operational)
Ability to identify and address cross-functional issues and effectively communicate and recommend the best available solution to implement.
Ability to develop internal and external growth strategies, including analyzing new markets and competitors and analyzing internal strengths and weaknesses.
Effective presentation and communication skills
Expert with Microsoft Excel
Experience and fluency with OneStream; PowerBI; Microsoft Suite
Prior experience in a PE backed portfolio company preferred.
Show less "
96,Management and Manufacturing,Motor Vehicle Manufacturing,"Title: Machine Operator




General Summary




Operate various work centers which include drill presses, mills, CNCs, etc. Operate a number of machines simultaneously as required. Verify and maintain the quality of work produced. Monitor machine and tooling to insure proper and safe operation. Complete all tags, cards, and charts.




Essential Duties And Responsibilities




Start up the machine to include operator PM procedures, change and complete offset adjustments on simple tooling as required.
Load parts and operate machine safely and properly following established operating procedures, specific work instructions, or instructions from supervisor or lead person.
Verify parts meet print specifications and check frequently or per work instructions throughout shift. Adjust offsets if required or obtain assistance to bring the part to nominal dimensions.
Replace tooling when worn or broken, and record in tool history.
If a process is not operating properly, shut it down and immediately report it to supervisor or lead.
Operate several machines simultaneously as defined by standard operational documents.
Chart dimensions as required by the process control documents and procedures including SPC.
Perform “first-piece and in-process inspections” and various unsupervised routine inspections, visually or with the use of checking devices (micrometer, caliper, etc).
Visually inspect parts for chips, burrs, cleanliness, broken tooling, defective paint, and porosity.
Complete scrap tags, mark defective area of part forward to lead or supervisor for disposition
Verify and maintain the quality of work produced through visual inspection, testing, and inspection work instructions. Notify supervisor or lead of any nonconformity, and document as required.
Maintain a safe and clean work area by implementing 6S procedures.
Follow all ISO established procedures and participate in continuous improvement.
Consistently demonstrate professional behavior; i.e., be respectful, cooperative, trustworthy, willing to help and to take ownership in problem solving.
Track productivity utilizing hour x hour boards and communicate any machine down time or other production issues i.e., part shortages, broken tooling, significant quality issues.
Participate in Kaizen events impacting machining function and operations as a whole




Requirements Of Knowledge, Skill And Ability




Must have the ability to read, comprehend and follow instructions in order to perform the duties described above.
Must posses the ability to perform basic arithmetic required for charting and calculating order quantities, machine and tooling adjustments.
Ability to meet production requirements including Takt Time, concentrate and pay attention to detail.
Ability to stand 85-100% of the time.
Comprehensive understanding of part defects, as well as machine operations, tooling requirements, and assembly practices.
Ability to identify part defects, as well as specific tooling required by machining centers.
Ability to document and communicate any part shortages, disruptions and/or any positive progress during the workday.
Possess written and verbal communication skills in order to provide next shift with pertinent information concerning instructions, machine operations, part shortages and schedule changes.
Show less "
97,Administrative,Motor Vehicle Manufacturing,"Receptionist and back-up Cashier - Part Time

Summary

The person that works in this position is the front-line contact for everyone who walks through the doors and must represent the dealership in a professional, friendly manner. Along with answering and routing telephone calls, you will greets customers, answers general questions and provides the highest level of customer service. The person in this position must be comfortable working with the public.

Receptionist Position Highlights

Make a good first impression by being professional and courteous to all customers and employees.
Answer and direct all telephone calls according to request
Assist customers in the dealership with concern questions
Direct visitors to the correct area of the dealership
Handle in-coming and out-going mail.

MotorClothes Cashier Position Highlights

Process payment for all purchases of MotorClothes and general merchandise using cash and credit card transactions following company policies and procedures
Use appropriate verification procedures for credit card purchases
Monitor for shoplifting
Keep cashier counter area well-stocked with necessary supplies, shopping bags, etc.

Qualifications And Requirements

The ideal candidate will have:

A positive attitude with a friendly and professional demeanor.
Enthusiasm for the products we sell.
Experience answering/operating a computer-based telephone system is helpful, but not required
Ability to work a flexible schedule, including weekends and holidays
A willingness to help other departments as needed with special events and projects
Exceptional communication skills in both verbal and written form
The skills to speak clearly on the telephone and convey an image of professionalism and competence to callers.
The ability to transition between working part of the shift as a receptionist and part as a cashier is important
General mathematical skills, i.e. addition, subtraction, multiplication and division
Experience with retail sales and/or cash handling
Experienced use or knowledge of Point-of-Sale/computer based register system
Ability to make and count back change when processing cash payments

Working Conditions & Physical Requirements

Will perform entire shift inside the dealership, however special events may require work outside
May work part of shift as the receptionist and part as a cashier,
Requires sitting, standing and walking varying times during the whole shift.
Occasionally, exposed to exhaust fumes or other airborne particles.
Repetitive use of both hands simultaneously throughout duration of shift worked.
Occasionally required to bend, stoop, crouch, reach and lift 50lbs of material

THIS POSITION IS PART TIME – up to approximately 28 hours per week
Show less "
98,Other,Motor Vehicle Manufacturing,"The Ed Napleton Automotive Group is looking for our next Automotive Service Advisor. Located at Napleton Valley Hyundai, the Automotive Service Advisor is a critical role, working as a liaison to our customers and technicians by present vehicle repair recommendations. You will play an active role in the Service Lane by providing excellent service and suggestions to keep the customer’s vehicle in top shape.

The Ed Napleton Automotive Group is affiliated with over 25 brands of new vehicles and 50+ dealerships throughout seven states. Our strength comes from the more than 3,500 employees nationwide.

What We Offer:

$55,000-$80,000 per year, based on experience and performance
Medical, Dental, and Vision Insurance
401k and additional benefits
Accrued Vacation Time
Discounts on products, services, and vehicles
Extensive and ongoing training with specialists


Job Responsibilities:

Work with customers to ensure we meet and address all vehicle maintenance needs
Write repair orders for customers with full transparency of cost and time estimates
Provide exceptional and timely communication-keeping customers updated throughout the process
Communicate frequently with Technicians and Parts to ensure timely completion of work
Exhibit a positive attitude and strong work ethic with customers and co-workers.
Utilize cutting edge Fixed Operations Technology


Job Requirements:

Exceptional Customer Service Skills- required
Tech Savvy- able to learn and utilize technology- preferred
Previous Automotive Service Advisor Experience- preferred, but not required


We are an equal opportunity employer and prohibit discrimination/harassment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws
Show less "
