"",Job Function,Industry,Job Description,Segment,female,male
78,Marketing and Sales,Wholesale Building Materials,"Large Ceramic Tile and Stone Distributor with 16 branches seeking creative individual for the Marketing Director position. To work in our Corporate office in Wall NJ. Responsible : Overseeing the Marketing Department/Marketing Team, developing and implementing all marketing strategies, and marketing budgets. Report to Product Team Manager to launch, design, and execute product launches and initiatives. Train, manage, support and retain staff through setting procedures and exemplifying company values. Duties will include: * Develop a cohesive marketing strategy that grows the business and corporate culture. * Building brand awareness and positioning. * Manage the marketing budget. * Manage the performance and image of company website * Design and implement all marketing initiatives, both digital and physical marketing. * Develop, coordinate and negotiate ways to represent the brand and heighten brand awareness through digital, social, public relations, media relations, influencer relations and print media campaigns. * Ensure quality control of all marketing released. * Actively seek opportunities to enhance the reputation of the brand. * Produce and coordinate events for showrooms, Architectural and Design team and internal teams as needed. * Maintain and present reports/records of all marketing programs. * Coordinate with Sales Managers, Operations Managers and Marketing Department the successful performance, efficiency, and execution of CRM's . * Manage the marketing of the launch process and life cycle of a product. * Meet with company vendors for physical marketing materials to best negotiate, design, and implement these materials throughout all markets. This position will require the following qualifications and core competencies




Degree in graphic design and or social media marketing
3+ years experience in graphic design, social media
Proficient in Adobe Creative Cloud (Photoshop, InDesign, Illustrator, Acrobat)
Proficient in Canva
Knowledge of print production process and technical layouts
Exceptional attention to detail Base salary We offer competitive wages commensurate with experience as well as medical, dental, flex spending accounts, life, disability, 401k, and PTO time. Background checks will be conducted on all final candidates. All offers of employment at Garden State Tile are contingent upon clear results of a thorough background check and if deemed necessary as per the essential job requirements; additional background searches including Drug Testing, Driving Records and Credit History will be completed. Company Description For over 65 years Garden State Tile has been the design-minded source for porcelain, ceramic, stone, glass and more. Our vast array of product offerings, paired with our renowned customer service, has made Garden State Tile the premier tile and stone resource for designers, architects, builders, homeowners and beyond. Garden State Tile believes that in order to build the best team we must hire using an objective lens. We are committed to fair hiring practices where we hire people for their potential and advocate for diversity, equity, and inclusion. As such, we do not discriminate or make decisions based on your race, color, religion, gender identity or expression, sexual orientation, national origin, age, military service eligibility, veteran status, marital status, disability, or any other protected class.




For over 65 years Garden State Tile has been the design-minded source for porcelain, ceramic, stone, glass and more. Our vast array of product offerings, paired with our renowned customer service, has made Garden State Tile the premier tile and stone resource for designers, architects, builders, homeowners and beyond. Garden State Tile believes that in order to build the best team we must hire using an objective lens. We are committed to fair hiring practices where we hire people for their potential and advocate for diversity, equity, and inclusion. As such, we do not discriminate or make decisions based on your race, color, religion, gender identity or expression, sexual orientation, national origin, age, military service eligibility, veteran status, marital status, disability, or any other protected class.
Show less ",1,0,0
79,Management and Manufacturing,Construction,"About Us




Woodruff Construction is an award-winning, 100% employee owned, which offers design-build, construction management and project development services and is driven by strong Core Values:




FAMILY Comes First
SERVICE to Others
PURPOSE in everything we do
DEPENDABILITY to do what's right
ENJOYMENT of our work




We provide service to clients across Iowa, with offices in Ames, Fort Dodge, Iowa City, and Waterloo. Our team not only strives to achieve our clients' goals and visions, but to also provide them with an enjoyable building experience.




We provide a dynamic environment where each individual is challenged to be his or her best, and we are continually searching for qualified professionals to join our team. Woodruff is committed to employing a diverse workforce and encourages those with a wide range of backgrounds to inquire about our job opportunities. Build your future with us.




Current Opening




Woodruff is looking to add an experienced Superintendent in the Ames, Iowa area. The Superintendent provides management oversight for all phases of the construction project, including coordinating workers, material, and equipment, ensuring that specifications are being followed, and work is proceeding safely, on schedule and within budget.




Woodruff is seeking an excellent communicator, who embraces innovative solutions and is a goal driven team player. The successful candidate will exhibit our core values of Family, Service, Purposeful, Dependability and Enjoyment. We offer an enterprising work environment that will constantly challenge you and will provide you with the framework for professional development. The successful candidate will have at least 5 years' experience preferably running commercial projects and have experience with concrete footings, foundations, SOG, steel / precast erection, metal stud and carpentry.




Benefits




At Woodruff, We attribute our success to the investment and retention of our quality employees. Our firm values its employees and offers a comprehensive benefits package including:




Competitive salary with project performance based bonuses
$1000 stay on bonus gift card after 30 days
100% Employee Owned (ESOP)
Generous health insurance benefits
Paid holidays
Paid time off
Bereavement leave
Dental insurance
Basic life insurance
Flexible spending account
401K retirement plan
Tuition reimbursement and continuing education
Direct payroll deposit
Employee assistance program
Company vehicle




Woodruff Construction participates in E-Verify
Show less ",1,0.28,0.28
80,Other,Construction and Non-profit Organizations,"The Advocacy Coordinator promotes Habitat’s affordable homeownership advocacy platform in the community and furthers Habitat for Humanity of Metro Denver’s outreach, mobilization efforts and policy research related to housing affordability. This position will build and capitalize on strong relationships and communications with community members, community-based organizations, residents, Habitat supporters and volunteers, affordable housing partners and elected officials at the local, state, and national levels.




Core Responsibilities




Support the development and execution of an annual legislative agenda, including local, state and federal levels. (State and federal agendas require partnership with other Habitat entities.)




Build relationships with local jurisdictions by educating stakeholders about Habitat and affordable homeownership needs. 




Collaborate with partners and coalitions to advance policy priorities. 




Support supervisor with Organization’s lobbying efforts, research, analyze and candidate/elected official research as well as other levels of support as needed. 




Help create training materials to develop our networks’ advocacy skills and understanding of housing policies.




Find opportunities for relationship building of naturally occurring intersections between housing and other sectors, such as health, education, transportation, and workforce development, to maximize impact and resources. Identify opportunities to share this part of our impact story as a tool in expanding partnerships.




Help cultivate new partners and manage a variety of current partnerships, including, but not limited to community and housing advocacy collaboratives, nonprofit organizations, private foundations, and government agencies.




Promote racial equity and social justice by advocating for policies and legislation that increase access to safe, affordable housing to residents and communities earning below 80% of the Area Median Income.




Coordinate all advocacy efforts with respect to rezoning efforts, new legislation, public hearings, testimony and outreach in connection with Habitat developments.




Support Habitat Denver’s engagement in advocacy events such as state and federal Habitat Hill days and government official build days, including working with homeowner services teams to recruit participation from homeowners.




Serve on advocacy committees to represent affordable homeownership interests, including committees of organizations such as Habitat for Humanity of Colorado, Neighborhood Development Collaborative, Habitat for Humanity International, and Enterprise Community Partners.




Work with appropriate staff to help with Habitat Advocacy Webpage and, policy-related fact sheets and materials, presentations, letters of support, and Op-Eds in support of affordable housing policies and funding.




Manage Habitat for Humanity International and Build Louder Advocacy Reporting.




Manage Raiser’s Edge relationship database as it relates to advocacy actions and relationship building.




Assist in planning and facilitation of Habitat Advocacy Committee meetings.




Assist in applying for grant opportunities from government partners, private foundations and HFHI.




Knowledge & Skills




Strong passion for affordable housing, thriving communities, policy, and social justice.




Knowledge of the legislative process and willingness to learn the policy-making process at local, state and federal levels.




Demonstrated ability to build meaningful relationships with partners and stakeholders.




Engaging presentation skills and comfort speaking in front of large groups.




Strong analytical, writing and reporting, public speaking, and facilitation skills.




Strong oral communication skills with multiple audiences, including elected and government agency officials, Habitat supporters, housing advocates, community stakeholders and the general public.




Demonstrated ability to take initiative, multi-task, exercise good judgment, and work independently and as part of a team.




Comfortable with collaborative work processes, extensive feedback and input from peers and stakeholders, and extensive scenario planning.




Ability to prioritize information including the ability to identify key elements within complex documents and summarize them into a clear, understandable format for the general public.




Ability to organize multi-faceted and diverse assignments, manage multiple priorities and projects simultaneously without ongoing guidance; produce accurate, high-quality results quickly and on time.




Experience




Experience in public administration, community development, housing, public affairs, policy, urban planning, or similar field preferred.




2+ years of experience in nonprofit advocacy, government affairs, public policy, and public awareness in areas in policy work at the local, state or federal level highly preferred.




Experience researching and analyzing impact of laws, regulations, and policy proposals.




Experience conducting legislative, administrative or grassroots advocacy.




Bilingual/biliterate in Spanish/English preferred




Communications experience a plus.




Proof of COVID-19 vaccination is required for employment. Habitat for Humanity of Metro Denver requires employees to be fully vaccinated against COVID-19, where allowable under the law, unless they are approved for a reasonable accommodation based on disability, medical condition, or religious belief that prevents them from being vaccinated.




Work Environment & Conditions




Hybrid work model (minimum 2 days/week at a Habitat location, with ability to work from home the other days) During the first 6-9 months of employment additional days in the office will be required to build critical interpersonal connections and strengthen the communications team’s vision, strategy, and cohesiveness.




Some work conducted off site at other agencies.




Flexible schedule including early mornings, late nights, and weekends as required for government and community events as needed.




Ability to travel to and from meetings and appointments in locations and times when public transportation is unavailable.




A Motor Vehicle Report (MVR) will be run for insurance purposes.




Valid driver’s license and ability to be insured under the company’s insurance policy is a prerequisite.




Full pay range for this position is: $48,600 - $65,100. The expected starting range is $50,000 - $55,000 with consideration given for applicable education and/or experience above the minimum requirements.




Benefits available include medical, dental and vision insurance options; 401k savings match; paid Life Insurance and AD&D policy; Short and Long-Term Disability Insurance; Paid Time Off for vacation, sick, holidays, floating holidays, Healthy Families Workplace Act (HFWA) Leave; Parental Leave and paid time to volunteer.




Please send resume or work history and statement of interest to




Show less ",1,0,0
81,Management and Manufacturing,Construction,"Construction Laborer position... Works under the direction of the Project Manager and direct Construction Superintendent. * Assists Construction Superintendent with manual work to support construction activities. * Site set up and assistance as needed on multiple projects. * Performing any other duty or task as may be assigned from time to time by Construction Superintendent. * High school degree, diploma or a GED. * Eligible to work in the United States. * Must have a reliable truck for transportation to the job sites. Company Description We are a Commercial construction company, we are native and well established. Looking for the right fit to our team.




We are a Commercial construction company, we are native and well established. Looking for the right fit to our team.
Show less ",1,0,0
82,Accounting/Auditing and Finance,Construction,"\ \ (50%) Office Admin Responsibilities

We are a growing glass restoration company with the largest trained labor staff in this industry. Our company is looking for a full-time office assistant/bookkeeper to help maintain clerical and financial duties within the office as well as duties assigned by the Operations Director. At Scratch Removal Specialists, we know that good work is a result of happy employees, and our focus is to keep our employees happy. \ \ The ideal candidate will be fully proficient with QuickBooks, organized, timely, and detail orientated. They will have the ability to communicate clearly and be proficient with technology and Microsoft office. This candidate will be a solution-oriented team player with the capacity to multi-task.

Answer and dispatch all incoming calls and other communications as needed.
Maintain effective filing systems (both digital and physical) as directed by management.
Create, maintain, and enter information into spreadsheets, CRM, and other databases.
Generate, track, and distribute business documents as needed.
Assist the operations department, sales/marketing department, and HR department as needed.
Organize travel by booking accommodations and other reservations as needed.
Check and send mail.
Greet clients and visitors.
Help organize and maintain office common areas.
Perform other office duties and errands as directed by management.

\ (50%) Bookkeeping Job Duties and Responsibilities

Create, process, and follow-up on invoices.
Record payments and bank deposits.
Monitor Accounts Receivable and generate statements.
Record expenses and reimbursements and manage receipts.
Record, monitor, and coordinate Accounts Payable transactions.
Effectively reconcile accounts.
Maintain customer and vendor profiles across platforms.
Monitor and maintain financial paperwork and obtain necessary signatures.
Run and maintain daily, weekly, and monthly production/financial reports.
Assist in the month-end, quarter-end, and year-end reporting as needed with management.
Periodic trips out of office for billing, paperwork, and banking needs.
Monitor and maintain bookkeeping email inbox and voicemails.
Perform other financial duties as directed by management.

\ Requirements:
Show less ",1,0,0
83,Other,Construction,"General Laborer PeopleReady of Frederick, MD is now hiring General Laborers!Â As a General Laborer, you will do a variety of work in different industries.Â Â




Apply today and you could start as soon as tomorrow. No resume or interview required â€“ yep, you read that right. As a PeopleReady associate you'll benefit from:




The freedom to work where you want, when you want and as often as you want.
Next-day pay* for many of our open positions.
The ability to choose long-term positions for steady work or short-term positions if you just want some extra cash. Pay Rate: The pay rate for this job is $15 / Hour What you'll be doing as a General Laborer:
Perform general site clean-upÂ
Move, load, or unload materialsÂ
Assist in light construction if necessaryÂ Â
Remove debris and trash from work siteÂ
Some specialized tasks may require on-the job trainingÂ
Use equipment, depending on the jobsite/assignmentÂ




Available shifts: Shift timings - All Available Job requirements:




Strong work ethicÂ
Able to stand on your feet for long periods of timeÂ
Able to work in all weather conditionsÂ
Able to lift light to heavy objectsÂ Â
Some assignments have additional screening requirements, such as background checks and/or drug testsÂ




Ready to take control of the way you work? Complete our application to join the PeopleReady team today. In case you missed it, no resumes or interviews are required! \#MIDEVER PeopleReady is an equal opportunity employer, and we value diversity. We do not discriminate based on race, religious affiliation, color, national origin, gender, age, marital status, sexual orientation, gender identity, veteran status, disability, or any other basis protected by law. We will get to know you and connect you with jobs that match your skills, experience and preferences. We work hard every single day to find jobs so each employee has opportunity and variety in their work.
Show less ",1,0,0
84,Administrative,Construction,"We are looking for an energetic individual with a friendly personality, who has excellent organization, communication, and people skills to fill the position of Receptionist/Accounting Assistant. The Receptionist/Accounting Assistant will be responsible for providing exceptional customer service to clients through the efficient processing of calls and handling of information and assisting accounting as needed with data entry, filing, printing, and mailing checks, and tracking vendor information. To be successful as a Receptionist/Accounting Assistant you must demonstrate the ability to present a warm, welcoming and professional demeanor to visitors, guests and colleagues, must be accountable - regular and predictable attendance is an essential ability, demonstrate proficiency in the full Microsoft Office suite and QBO, able to handle sensitive and confidential matters in an appropriate way, demonstrate the ability to meet deadlines on time especially with different requests, independent judgment is required to plan, prioritize and organize diversified workload, must be able to effectively present information and respond to questions normally encountered by a receptionist and have knowledge of key accounting competencies. Receptionist/Accounting Assistant Responsibilities: * Greet all visitors in a friendly, confident, and pleasant manner. * Positively represent our company while answering and routing calls. * Ensure the office is opened in the morning (8:30am) and locked each night (5pm) before leaving. * Maintain a professional appearance. * Document Filing. * Assist in A/P and A/R. * Help with data entry when needed. * Deposit checks. * Monitor and order office and kitchen supplies as needed. * Gather and distribute daily mail. * Coordinate Holiday parties, lunches, and other team functions. * Maintain cleanliness and organization of kitchen and copy room. * Responsible for always keeping front reception area neat and clean. * Coordinate employee travel * Other duties as assigned. Receptionist/Accounting Assistant Requirements: * High school qualification. * Good organizational abilities. * Excellent numerical and analytical skills. * Knowledge of accounting and financial reporting competencies. * Proficiency in MS Office and competency in computer software (e.g. QBO). Benefits * Medical, Dental and Vision with low premiums for you and eligible dependents * Retirement Plan - Company match up to 3% * Paid Holidays * Paid Time Off Company Description DC Builders & DC Structures are a pair of nationwide design and construction firms specializing in designing and constructing one-of-a-kind, heavy timber structures. Headquartered just outside Portland, Oregon, our experienced team designs, fabricates, and builds beautiful custom homes, event venues, wineries, equestrian facilities, clubhouses, and other commercial buildings. For over 15 years, DC Builders has been thrilling clients with our dedication to superior customer service and expert craftsmanship. Our core values: PASSION, QUALITY, INNOVATION, FAMILY See what our clients say about us: Check out our completed projects:




DC Builders & DC Structures are a pair of nationwide design and construction firms specializing in designing and constructing one-of-a-kind, heavy timber structures. Headquartered just outside Portland, Oregon, our experienced team designs, fabricates, and builds beautiful custom homes, event venues, wineries, equestrian facilities, clubhouses, and other commercial buildings. For over 15 years, DC Builders has been thrilling clients with our dedication to superior customer service and expert craftsmanship. Our core values: PASSION, QUALITY, INNOVATION, FAMILY See what our clients say about us: https://www.dcbuilding.com/videos/ Check out our completed projects: https://www.dcbuilding.com/gallery/
Show less ",1,0.19,0
85,Marketing and Sales,Civil Engineering,"PACE is seeking a well-organized, dynamic individual to support business development efforts including assistance with preparing high quality competitive proposals and implementing marketing communication projects through social media, conference coordination, advertising, and creating brand awareness. This individual will report to the Marketing Manager within the Business Development Division of PACE and work closely with several technical and management staff members to ensure that key strategies and guidelines are identified and closely followed. Additionally, this person will help manage the proposal materials database, support tracking, and follow-up. Responsibilities:




Support development of proposal / Statement of Qualifications content
Marketing collateral development including brochures, handouts, and project bios
Social media content development
Support coordination of client gifts and PACE attire
Support internal and external lunch event coordination and scheduling
Manage internal database of proposal materials including project descriptions, company descriptions, and resumes
Perform market research in support of pursuit efforts
Special events, conferences, and tradeshow assistance Job Type:
Full-time Education:
Bachelor's degree or experience in marketing, business administration, communications or equivalent Experience:
0-5 years of marketing experience preferred
Knowledge of a wide range of marketing techniques and concepts Skills and Know-how:
Exceptional writing and verbal communication skills to effectively communicate with senior management, supervisors, and peers
Exceptional experience with web-based tools and Microsoft Office Suite applications including Outlook, Word, Excel, and PowerPoint, particularly in document formatting
Adobe Creative Suite experience including InDesign is preferred
Ability to multi-task, resolve scheduling conflicts effectively, and thrive in a deadline-driven environment
Flexibility with schedule to meet tight deadlines
Social Media experience including Facebook, Instagram, and LinkedIn
Team player that thrives independently with minimal supervision and within a group setting with 'team spirit'
Detail oriented, creative, organized, and with exceptional prioritization skills Physical Demands: While performing the duties of this job, the employee is regularly required to sit; use hands, handle or feel; and talk or hear. The employee is occasionally required to stand, walk and reach with hands and arms. The employee may occasionally lift and/or move up to 30 pounds. Specific vision abilities required by this job include close vision; color vision is very helpful. Work Environment: The noise level in the office work environment is moderate. Salary: Hourly rate will be commensurate with experience and capabilities PACE is an equal opportunity employer. At this time, PACE will not sponsor a new applicant for work authorization. Local candidates are preferred and no relocation package is offered. PACE offers a generous benefits package. If interested, please respond to this posting by submitting your resume with salary requirement to: hr@pacewater.com. NO RECRUITERS PLEASE. Company Description PACE is a specialized civil engineering firm focusing on advanced water resource services with unique research and development capabilities through our internal laboratories and water related modeling. We offer a wide range of engineering services related to water, wastewater, stormwater management and water resource planning, and regulatory compliance to ensure projects are both economically viable and environmentally sustainable. Our engineering approach focuses on maximizing value by applying state-of-the art analytical tools and designing water infrastructure systems that include environmental, aesthetic, and recreation uses. PACE staff members include licensed professional engineers with PhDs, university instructors and policy-makers in the water resource arena. We invite you to learn more about PACE by visiting our website: www.pacewater.com




PACE is a specialized civil engineering firm focusing on advanced water resource services with unique research and development capabilities through our internal laboratories and water related modeling. We offer a wide range of engineering services related to water, wastewater, stormwater management and water resource planning, and regulatory compliance to ensure projects are both economically viable and environmentally sustainable. Our engineering approach focuses on maximizing value by applying state-of-the art analytical tools and designing water infrastructure systems that include environmental, aesthetic, and recreation uses. PACE staff members include licensed professional engineers with PhDs, university instructors and policy-makers in the water resource arena. We invite you to learn more about PACE by visiting our website: www.pacewater.com
Show less ",1,0,0.15
86,Management and Manufacturing,Construction,"Gulf States Construction is a growing Residential Contractor looking for an experienced Site Superintendent who will be responsible for overseeing and managing day to day activities on several residential construction projects in the New Orleans area. Our ideal candidate will be a high character, self-motivated individual with a good working knowledge of all phases of residential construction and renovation and willing to go the extra mile to get the job done right. We are looking for someone who is honest, dependable, adaptable, and solution orientated. This position requires a certain level of autonomy and superb time management skills. Our ideal candidate will have a sound understanding of technology. We rely heavily on Dropbox, MS Office Suite and the PM tool Builder Trend so experience with these is a plus! Job Responsibilities




Ensuring all work performed on site meets GSC standard of quality. Emphasizing the importance of good workmanship with sub-contractor and field personnel on site.
Monitoring progress of work and discussing any issues with performance with the sub-contractor prior to work being completed.
Reviewing and ensuring completion of quality control checklists.
Monitoring project schedules daily to ensure job stays on schedule.
Working to proactively identify field conditions that could necessitate a change in schedule or hinder progress of the planned schedule and work with the Project Manager to resolve these issues to minimize delays.
Confirming material deliveries arrive complete, undamaged and as scheduled in order to avoid wasted trips by sub-contractors and production delays.
Ensuring job site is clean, compliant, and finish materials are protected from potential damage. Maintaining safe, secure, and healthy work environment by following and enforcing standards and procedures; complying with legal regulations.
Managing the GSC assistant superintendent to address punch list items and supplement cleaning efforts for jobs that need attention.
Keeping the entire team updated on job progress using Daily Logs in Builder Trend
Handling of RFI's from subcontractors
Working hands on to perform light carpentry and punch list items to further progress and complete projects on schedule.
Assisting Project Manager in locating, evaluating, and selecting subcontractors; monitoring and controlling performance.
Enhancing the organization's reputation by accepting ownership for work and exploring opportunities to add value to job accomplishments. Requirements
Reside within 25 miles of Pass Christian with the ability to respond to occasional job site emergencies after hours or on weekends when necessary
Reliable insured truck capable of transporting materials.
Three years of experience in a supervisory capacity in a similar role.
Ownership Basic Hand and Power Tools
Show less ",1,0.24,0
87,Other,Construction,"General Laborer PeopleReady ofÂ




Newnan, GAÂ is now hiring General Laborers!Â As a General Laborer, you will do a variety of work in different industries.Â Â




Apply today and you could start as soon as tomorrow. No resume or interview required â€“ yep, you read that right. As a PeopleReady associate you'll benefit from:




The freedom to work where you want, when you want and as often as you want.
Next-day pay* for many of our open positions.
The ability to choose long-term positions for steady work or short-term positions if you just want some extra cash. Pay Rate: The pay rate for this job is $14 / Hour What you'll be doing as a General Laborer:
Perform general site clean-upÂ
Move, load, or unload materialsÂ
Assist in light construction if necessaryÂ Â
Remove debris and trash from work siteÂ
Some specialized tasks may require on-the job trainingÂ
Use equipment, depending on the jobsite/assignmentÂ




Available shifts: Shift timings -Â 1st Shift (Day) Job requirements:




Strong work ethicÂ
Able to stand on your feet for long periods of timeÂ
Able to work in all weather conditionsÂ
Able to lift light to heavy objectsÂ Â




Ready to take control of the way you work? Complete our application to join the PeopleReady team today. In case you missed it, no resumes or interviews are required! \#TIER3 PeopleReady is an equal opportunity employer, and we value diversity. We do not discriminate based on race, religious affiliation, color, national origin, gender, age, marital status, sexual orientation, gender identity, veteran status, disability, or any other basis protected by law. We will get to know you and connect you with jobs that match your skills, experience and preferences. We work hard every single day to find jobs so each employee has opportunity and variety in their work.
Show less ",1,0,0
88,Management and Manufacturing,Construction,"Since 1947, Crowder has built a legacy of success in the construction industry. We work throughout the Southeast on heavy construction infrastructure projects ranging from bridges, dams, water and waste water treatment facilities, power plants and other energy facilities. We are a general contractor who self performs civil, electrical and mechanical trades on both traditional and more complex alternative delivery projects.




Crowder Is Building America And Proud Of It® As Reflected In Our Mission Statement




As a family-owned company, it is the spirit of not only doing the right things, but doing things the right way that is the true legacy of our founders and our people.




We are dedicated to superior performance and committed to making a positive difference for our clients, for our communities, and in the lives of our employees.




If you are looking for a career, not just a job, with a company committed to your future, apply today.




CROWDER IS PROUD TO BE AN EQUAL OPPORTUNITY (EOE) AFFIRMATIVE ACTION (AA) EMPLOYERQualified Minorities, Females, Individuals with Disabilities and Protected Veterans are encouraged to apply.




Crowder is a Drug Free Workplace and E-Verify Employer




REQUIREMENTS: ALL Applicants must be:




18 years of Age
Able to Pass a Drug Test
Legally Eligible to Work in the US
Additional Requirements for Craftworkers:
Must have own transportation to and from jobsite every work day (driver's license not required)
Must provide own hand tools (excluding power tools)
May be expected to travel where the project requires (multi-state opportunities)




Primary Function




The Company's first line of supervision; responsible for direct hands-on work of a crew to produce units of construction which are assigned on a project by a superintendent or project manager. Ensure crew operates within Crowder's safety standards at all times. Plan and assign work; track and account for labor hours and productivity; supervise activities of a construction crew of typically 2 or more workers.




Typical Duties Include But Are Not Limited To




Ensuring Work is Completed Safely
SAFETY FIRST!!! Ensuring work is completed
Plan and perform all work under all OSHA
Ability to be trained as a Competent Person (Required OSHA Training on trench excavation, lockout/tag out procedures, confined space, scaffolding erection ).
Examine and inspect work progress, equipment, and construction sites to verify safety and ensure that specifications are met.
Organize and/or conduct weekly safety meetings.
Immediately address all safety issue observed or brought to your attention by anyone.
Responsible for the safety of the crew.
Planning, Scheduling and Coordinating Work
Read specifications, such as blueprints and data, to determine construction requirements.
Locate, measure, and mark location and placement of structures and equipment.
Recommend improvements to production methods and equipment performance to increase efficiency and safety.
Assist Superintendent in planning and scheduling crew work. May plan and schedule materials and equipment independently.
Advise Superintendent of people, material, and equipment needs to carrying out assigned tasks.
Organize crew, materials, and equipment to achieve the highest productivity, quality, and lowest cost in line with budget.
Record and report equipment and material use, work production, and employee work hours on specified forms.
Continuously check work of crew and adjust the work, plan, and schedule as required.
Keep Superintendent advised of the work status and recommend necessary adjustments.
Maintain inventory of equipment and materials well in advance of the need.
Supervision, Leadership, and Mentoring of the crew
Assist workers engaged in, and communicate policies on the use of, hand tools and equipment.
Direct assignments of crew(s) with close supervision of their activities.
Show understanding of, and commitment to, Crowder Construction Company's EEO and affirmative action policies in all phases of employment.
Suggest and initiate personnel actions, such as promotions, transfers, and hires.
Handle employee concerns and complaints, conflicts, and performance issues.
Train crew on new procedures, techniques, and/or operation of equipment.
Maintain the following qualities: Planning and Scheduling Ahead, Technically Proficient, Focus on Crew Safety, Confidence, Enthusiasm and Pride in Work, Positive ""Can Do"" Attitude, Clear Communicator, Mutual Respect with Crew, Look for Better Ways to Do Things, Willing to Teach, Willingness to Work.
Work self and crew 100% safely leading by example. Spend 100% of time directly working with and supervising crew.
Maintain an efficient and clean work area.
Ability to take direction and lead the crew effectively.
Quality and Production
Responsible for the quality of the work of your crew.
Monitor the progress of your work against the planned production goals.
Immediately address any quality or production issues.
Responsible for correct completion of work by crew the first time.
Must turn out a quality product at minimal cost with no rework.
Paperwork
Complete all necessary documentation and paperwork as required daily and properly including but not limited to: Time sheets, Plan Your Day sheets, Measure your Day sheets, and Pre-Task Planning Sheets, daily time sheets, daily journal/diary, weekly safety report, receiving reports, change/time off, work order, etc.




Skills, Knowledge, Qualifications, & Experience




Must demonstrate thorough knowledge and skill of mechanical type construction and apply hands-on supervision with effective leadership.
High school and/or trade school diploma preferred.
Must have a valid, non-restrictive driver's license.
Must be a good communicator, motivator, and team player.
Must understand all tools of the mechanical trade.
Maintain knowledge of correct use of trade specific tools for mechanical installations and correct use of mechanical equipment.
Maintain a general understanding of other foreman specialties such as labor, electrical, concrete and civil as related to the electrical discipline.
Ability to read plans.




Benefits




At the heart of Crowder's Mission Statement is the commitment to ""make a positive difference in the lives of our employees."" Our comprehensive benefits package is custom-designed to achieve that goal through access to the following benefits:




Health Plans, including Medical, Dental and Vision
Healthcare Savings and Flexible Spending Accounts
Wellness Program with Incentives
401k Savings and Profit Sharing Plan with Matching Contributions
Life/AD&D Insurance
Supplemental Voluntary and Dependent Life Insurance
Short and Long Term Disability
Hospital Indemnity and Critical Illness
Company Paid Holiday, Vacation and Sick Leave
Crowder YOUniversity Career-Based Training
Educational Assistance
Direct Deposit




Benefits may vary based on position and length of employment.




Click the Apply button above to be considered for the opening.
Show less ",1,0.1,0
89,Sales and Business Development,Construction,"We are looking for a Parts Manager to join our team. Wondering what your day will look like? It will be different each day and fast paced. You will build a strategy for your department to increase KPI's and improve processes. Daily monitoring your KPI's and analyzing your P&L to bring your team together working towards the same goal for success. We forecast our sales, costs and expenses weekly so you will work with your people to develop and attain your forecast goals. Your inventory is yours to manage with cycle counts, fill rates, inventory turns and organizing the parts room.




Our culture is fun and hard working with a family like atmosphere. Our departments work well with each other. Each showing respect for the other as we all depend on each other for success. Our customers are down to earth and really appreciate us being their partner in solutions.




Why would you want to work for Rexco Equipment? Because we are a unique construction equipment dealer in our industry. With our employee-owned company (ESOP), we open the books for all employee owners to see our financials. How else can we know if we are winning the great game of business? You will know how you contribute to our company goals and strategy. You can make a difference in our company and be part of something bigger than yourself. It's an awesome opportunity that not many people get a chance to have.




Rexco Equipment is on a growth trajectory. We are financially sound. We have opportunity for you to make money through a bonus for your short-term salary goals and through our ESOP to meet your long-term retirement goals. We all work hard, have fun and share in the rewards! Come join our team!




If you have a proven record of leading others, experience with P&L statements along with a determination to succeed, we want to hear from you. Managing a parts department is definitely a plus!




We offer competitive pay, bonus opportunities, unlimited paid time off after 2 years of employment, great benefits, 401k and our ESOP for retirement planning, along with company provide computer and cell phone. Apply Now! You must pass a pre-employment drug screen.




All qualified applicants will receive consideration for employment without regard to the individual's race, color, sex, national origin, religion, age, disability, genetic information, status as a military veteran or any other characteristic protected by applicable law.




Job Posted by ApplicantPro
Show less ",1,0,0
90,Management and Manufacturing,Construction,"Halifax Paving, family owned and operated since 1955, has a proven track record of providing high quality asphalt and site work services in the Eastern/Northern Central Florida areas. We are currently seeking an experienced project superintendent to oversee all aspects of large commercial construction projects. Must have a background in heavy roadway construction, MOT and asphalt paving. Duties:




Manage Administrative duties in a timely manner and work independently
Work effectively in a high pressure, multitasking environment
Prepare schedules and other materials for FDOT meetings
Interact and communicate effectively with Owners, Consultants, Subcontractors and Suppliers
Oversee multiple crews at one time
Direct and coordinate activities of project personnel, to ensure project progresses on schedule and cost targets are met
Ensure a safe work environment by overseeing compliance with all safety policies Qualifications:
Previous experience in heavy highway construction supervision with FDOT specifications and plans
Previous experience completing an FDOT project from start to finish
Self-motivated, conscientious and work well as a team member
Strong project management skills
Strong analysis and critical thinking skills
Deadline and detail-oriented
Strong leadership qualities
Ability to work both days and nights We offer a full range of benefits such as 401k, paid holidays, paid vacation, medical, dental, vision, life and supplemental insurance. We are an Equal Opportunity Employer and a Drug-Free Workplace
Show less ",1,0,0
