,Job Function,Industry,Job Description
73,Business Development and Sales,Banking,"Job Details

Description

General Purpose

The BSA (Bank Secrecy Act) Assistant is the first level in the BSA Specialist series. While working under close supervision, the BSA Assistant assists in monitoring compliance with state and federal BSA, USA PATRIOT ACT, Anti-Money Laundering (AML), and OFAC laws and regulations.

Essential Duties/Responsibilities

Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Regular and Reliable on-site attendance is required as an essential function of this position.
With guidance, assists in day-to-day monitoring, reporting, and control processes within the BSA department.
Ensures compliance with Customer Identification Program (CIP) requirements.
Assists in conducting ongoing due diligence and enhanced due diligence (EDD) monitoring of high-risk customer relationships.
Assists in conducting investigations related to suspicious activity.
Reviews the bank’s watch list program including uploading lists, validating potential matches, and reporting hits when applicable.
With guidance, assists in the preparation of documents for audits and examinations.
Serves as a point of contact for all BSA/OFAC related matters.
Relies on instructions and pre-established guidelines to perform the function of the job.
Performs other duties as assigned.

Employees are held accountable for all duties of this job.

Job Qualifications

Knowledge, Skills, and Ability:

With guidance, ability to make independent decisions and developing solid judgement.
Basic understanding of how to recognize aberrations in regulatory compliance situations.
Familiar with standard banking concepts, practices, and procedures regarding bank compliance.
Ability to tactfully work with co-workers, internal customers, and management.
Knowledge of when to refer to a supervisor or senior staff when issues become challenging or complicated.
Knowledge of Personal Computer (PC) skills, including Excel, Word and Outlook.
Strong oral and written communication skills.
Skill in research and problem resolution.
Ability to assist other Alpine Bank Compliance staff.
Ability to understand banking security related regulations, policies, and procedures.
The ability to analyze banking activities and characteristics to assess potential risk.

Education Or Formal Training

High School Diploma or General Education (GED) equivalent required.
Associates Degree in Finance, Accounting, Business or similar preferred.
BSA School preferred or will be provided within six months of hiring.
Possession of, or ability to obtain, a valid Colorado Driver’s License required.

Experience

One (1) to Three (3) years of working with regulatory documents preferably in a financial or banking environment.
An equivalent combination of education and experience may be substituted on a year to year basis.

Working Conditions

Working Environment

This job operates in a professional office environment. This role routinely uses standard office equipment such as computers, phones, photocopiers, filing cabinets and fax machines. On occasion, driving may be required.

Physical Activities

These are representative of those which must be met to successfully perform the essential functions of this job.

While performing the duties of this job, the employee is regularly required to talk or hear. This is largely a sedentary role; however, some filing is required; it would require the ability to reach for and lift files, open filing cabinets and bend or stand on a stool, as necessary. Specific vision abilities required by this job include close vision, distance vision, color vision, and ability to adjust focus. Employee may have to lift up to 25 pounds.

Note: This job description is not intended to be an exhaustive list of all duties, responsibilities, or qualifications associated with the job.

Starting Rate of Pay is from $19.00 to $24.00 per hour, depending on experience.

For an overview of our employee benefits please visit: Alpine Bank Careers Page
Show less "
74,Human Resources,Financial Services,"At Earnest, we believe in a world where paying for your education takes less time than earning your degree. Join us on our mission to empower anyone seeking higher education to reduce the total price tag of their degree, supercharge their ability to pay down student debt, and get on the right financial track fast.




A little background on Earnest We're a remote-first FinTech company with an accomplished team who believe consumer lending can be radically improved and are doing something about it. We are disrupting the trillion-dollar student loan industry by redefining what it means to be creditworthy. We created a company that combines data science, streamlined design, and technology to




Build products that simplify the lending process
Personalize loans to suit the needs of our customers
Engage with our customers through more human experiences




What Makes An “Earnie” Culture




Earnest’s culture is as dynamic as the products we’re building and defining every day. We’re a fast-growing company, and that means we’re constantly integrating the new perspectives of every individual.




Earnies define our culture as




Earn Happy Customers
Our success comes from anticipating their needs and providing the solutions they’re looking for.
Better is Better
The path to great means getting better every day. We push ourselves, and each other, to remain curious and think differently.
PhD in Moving Fast
Our customers are tired of long wait times and large student loan bills so we constantly seek out ways to deliver faster.
Passion for Challenges
Perseverance and optimism are just the start to take on the inertia of a national trillion-dollar problem.
Impact is a Team Sport
We maximize our impact when we act as one team.




Our Earnie's are fun, innovative, and willing to roll up their sleeves to help their team succeed in a fast-paced environment. If this sounds like you, and you want to join us on our mission to radically disrupt a trillion-dollar fintech industry, keep reading to find out how.




As the Senior Employee Experience Specialist, you will report to the Head of Talent Management and You will manage and execute on strategies to create a meaningful and inclusive employee experience and support culture-building to drive engagement for all Earnies. This role is highly visible and has a broad influence on all employees (all locations + remote) across the company. You will project manage new and existing employee engagement initiatives, through collaboration with stakeholders across the company. Given the level of collaboration across the enterprise, the person in this role will have demonstrated knowledge and experience in understanding and navigating cultural norms and be proficient in tailoring initiatives, communications, and actions accordingly.




What You Will Do




Employee Experience
Own and deliver a comprehensive employee onboarding program, from offer acceptance through the first 90 days. Coordinate all logistics of the OnBoarding program ensuring each Earnie has an amazing employee experience. Solicit feedback from new hires and hiring managers on the On-Boarding experience and report results and implement revisions to keep the program current and engaging
Coordinate activities for the recognition program including shoutouts, years of service, and celebrations
Lead and execute employee events including virtual and on-site retreats and team-building activities across all departments, and assist with company-wide events and parties.
Collaborate with external partners to develop community service and volunteer opportunities for employees in their communities.
Create, maintain, and publish weekly BuzzBoards.
Track and maintain metrics on event/workshop attendance, engagement, and reports as needed.
Complete special People & Culture projects as needed
Diversity, Equity & Inclusion
Collaborate with the People team leaders to develop the DEI strategy, and form a leadership council.
Help define measures of success, assist in the execution of strategic priorities, and report on results.
Support the execution of ERG activities and events and calendar. This also includes organizing and running activities for larger events.
Workplace Operations
Partner with executive assistants to coordinate operations support across the offices as needed for onsite visits
Assist in activities supporting, repairing and maintenance of all Earnest facilities
Monitor vendors and contractors to ensure services are completed
Manage mail receiving and issuing including FedEx/USPS/UPS account management, shipments, and deliveries
Participate in quarterly workplace training (safety, elevator, and building trainings) across offices




Experiences You Will Bring With You




3 + years of experience in a People team role(s) with a progressive increase in responsibilities, preferably in a fast-paced and remote-first environment.
Bachelor’s degree preferred, Human Resource Management, Psychology, Communications Degree or related field of study
Strong written and verbal communication skills, comfortable in front of groups, and polished presentation skills
Proven record of success in running effective onboarding and IDE-related programs
A strong commitment to and appreciation of, a diverse, inclusive, and equitable workplace
An orientation toward rolling up your sleeves and getting things done quickly and thoughtfully, with a knack for solving problems and spotting inefficiencies
Ability to handle confidential information, and competing priorities in a fast-paced environment with moving targets
Strong work ethic; ensure confidentiality of all appropriate communications
Strong problem-solving skills, demonstrating initiative, follow-through, creativity, and flexibility
Integrity and strong emotional intelligence.
Experience and proficiency with Google Suite (Google Docs, Google Sheets, etc.)
California law experience (common knowledge of the state/federal laws/regulations)




Enabling our employees to live their best lives. We offer a variety of perks and competitive benefits that include




Health, Dental, & Vision benefits plus savings plans
Work anywhere in the U.S.
Mac computers + work-from-home stipend to set up your home office
Monthly internet and phone reimbursement
Employee Stock Purchase Plan
401(k) plan to help you save for retirement plus a company match
Robust tuition reimbursement program
$1,000 travel perk on each Earnie-versary to anywhere in the world
Competitive days of annual PTO
Annual “my day”
Pet insurance!
Competitive parental leave
Plenty of Earnest swag, optional in person team gatherings, picnics, celebrations, and plenty of fun virtual events




At Earnest, we are committed to building an environment where our employees feel included, valued, and heard. Our belief is that a strong commitment to diversity, inclusion, equity, and belonging enables us to move forward with our mission. We are dedicated to adding new perspectives to the team and encourage anyone to apply if your experience is close to what we are looking for.




Earnest provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. Qualified applicants with criminal histories will be considered for the position in a manner consistent with the Fair Chance Ordinance.




A little about our pay philosophy We take pride in ensuring we are compensating our employees fairly and equitably. We are showcasing a range and actual starting pay may be based on several factors including but not limited to, market rate, the qualified pool of candidates, internal compensation, candidate location, and budgetary constraints. This number does not necessarily reflect your total compensation, but is a range for your base salary.




Pay Range




$94,000—$117,500 USD
Show less "
75,Finance and Sales,Banking,"Job Summary

Provides basic cash receipt and payment services in accordance with financial institution procedures. Assists with support functions necessary to maintain deposit accounts and other services.

Essential Duties And Responsibilities

Is responsible for comprehensive, prompt and efficient customer transactions. Receives checks and cash for deposits to accounts, verifies amounts, examines checks for proper endorsement, and enters deposits into computer records.
Cashes checks and processes withdrawals; pays out money after verification of signatures and customer balances
Cross-sells financial institution services such as safe deposit boxes, savings accounts, IRA’s, CD’s, etc.
Receives mortgage, consumer loan and other payments and ensures the payments match balances due. Generates customer receipts.
Places holds on accounts for uncollected funds.
Counts, checks and packages coins and currency.
Balances cash drawer at the end of the shift and compares totaled amounts to computer generated proof sheet. Reports any discrepancies to the supervisor as necessary.
Ensures that the teller station is properly stocked with forms, supplies, etc.
Reports malfunctions of teller terminals and other equipment used at the teller station.
May be responsible for checking night depository bags and recording proper information on the financial institution’s forms.
Performs other duties as assigned.

Additional Responsibilities

Attends seminars and meetings as appropriate
Comply with all safety policies, practices, and procedures.
Participate in proactive team efforts to achieve departmental and company goals.

Supervisory Responsibilities

No supervisory responsibilities.

Knowledge, Skills, And Abilities

Customer and Personal Service – Knowledge of principles and processes for providing customer and personal services.
English Language – Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.
Communication— Good interpersonal communication skills, both oral and written.,
Bank Secrecy Act – In the performance of all the respective tasks and duties, employee will maintain knowledge of Bank Secrecy Act regulations and all other regulatory, security and bank policies and procedures.
Communication/Clerical Skills—Organizational and computer skills; ability to operate standard office equipment such as adding machines.

Education And Experience

High school diploma or equivalent.
Successful completion of in-house training program

PHYSICAL/WORK CONDITIONS: In the performance of respective tasks and duties, the employee is expected to successfully perform the essential functions of the position. Reasonable employee accommodations for physical or mental disabilities will be considered on a case-by-case basis. While performing duties the employee is required to stand, sit, talk, hear, lift up to 20 lbs. frequently; may be required to work evenings and/or weekends, attend remote meetings and/or to travel.
Show less "
76,Finance and Sales,Financial Services,"Salary Range: $14.5000 Hourly Onwards

Are you passionate about helping people achieve their financial goals? If so, Dort Financial Credit Union is looking for team members who will execute Our Mission: Enrich people's lives: members, employees, communities. Our Vision: To be the leader in our industry by providing quality financial services, developing an empowered and diverse team, and making our communities a better place to live. Our Values: Empowerment, Accountability, Transparency, Collaboration, and Volunteerism.

We offer a competitive benefits package immediately upon hire including medical, dental, and vision insurance; Life/AD&D and Disability Insurance, Supplemental Life insurance for employee/spouse/dependent; HSA and FSA plans; and tuition reimbursement for full-time team members. LegalShield, Pet Benefits, Telemedicine. We also offer a matching 401 (k) including a safe harbor, and paid time off including holidays.

Come join our team. Apply today!

Work From Home: Ineligible

Purpose of Position: Receives and pays out money, and keeps records of money and negotiable instruments involved in financial transactions.

Minimum Formal Education: High School Graduate.

Other Requirements: Must be bondable.
Show less "
77,Human Resources,Financial Services,"Job Title: Human Resources Assistant

Reports To: Human Resources Manager

General Summary

The Human Resource Assistant will perform administrative tasks and services to support the effective and efficient operations of the organization’s human resource department. This position will ensure adherence to established company policies and procedures, and applicable federal and state laws and regulations. They will also support the corporate strategy by supporting various Human Resource functions aligned with outlined goals and objectives. This person will function with limited supervision and be able to follow thru/up on daily work & projects.

Essential Functions

Maintain all HR filing and on-boarding systems, so materials are; easily accessible by HR staff, current, and maintained with strict confidentiality, security, and adherence to Tentac policies and procedures
Maintain various databases required to perform essential functions in the HR department
Make photocopies, fax documents, and perform other clerical functions
Assist with the preparation of training material
Record data for each team member, including such information as addresses, absences, supervisory reports on performance, and dates and reasons for terminations
Input data into ADP WorkForce Now and produce various reports for the human resources department
Communicate concerns and report problems to HR Director.
Maintain communication software with updated contact information for all team members
Answers frequently asked questions from applicants and employees relative to standard policies, benefits, hiring processes, etc.; refers more complex questions to HR Director.
Maintains the integrity and confidentiality of human resource files and records.
Processes payroll functions, including answering team members’ questions, fixing processing errors, and distributing checks.
Acts as a liaison between the organization and external benefits providers and vendors, including health, disability, and retirement plan providers.
Assists in planning and executing special events such as benefits enrollment, organization-wide meetings, employee recognition events, holiday parties, and retirement celebrations.
Performs other duties as assigned.

Required Skills And Abilities

Knowledge of ADP WorkForce Now.
Proficient with Microsoft Office Suite or related software.
Excellent verbal and written communication skills.
Excellent interpersonal skills with the ability to manage sensitive and confidential situations with tact, professionalism, and diplomacy.
Excellent organizational skills and attention to detail.
Excellent verbal and written communication skills.
Excellent interpersonal skills with the ability to manage sensitive and confidential situations with tact, professionalism, and diplomacy.
Excellent organizational skills and attention to detail.
Proficient with or the ability to quickly learn payroll management, human resource information systems (HRIS), and similar computer applications.
Must have precise attention to detail, ability to perform duties with minimal supervision, and ability to follow up and ensure completion on projects and daily work

Education And Experience

High School Diploma required
Associate’s degree in a related field preferred or 2 years’ experience in HR

License And Certifications

A valid driver's license required

Physical Requirements

Ability to lift to 30 pounds without assistance
Ability to extend hand(s) or arm(s) in any direction
Ability to manipulate objects with fingers rather than with whole hand(s) or arm(s), for example, using a keyboard
Ability to hear within the normal range
Ability to see within normal parameters
Ability to sit for long periods
Show less "
78,Administrative,Banking,"Receptionist




Muskogee, OK




Onsite Position




3300 E. Shawnee Road, Muskogee 7440




Full Time




BancFirst Insurance Services, Inc. is hiring a Receptionist/Administrative Assistant. BFINS is a growing and dynamic independent insurance agency offering a very competitive compensation and benefit package.




ESSENTIAL DUTIES AND RESPONSIBILITIES include the following. Other duties may be assigned. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.




Welcomes visitors by greeting them, in person or on the telephone; answering or referring inquiries




Processes all incoming and outgoing mail daily




Maintains office supplies, ordering as directed




Assists account managers with insurance policy duties as requested




Will learn the internal system of EPIC for insurance needs




Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.




Requirements




Proficiency with Microsoft Office and knowledge of, or the ability to quickly learn banking software applications




Transportation




Able to perform in a highly sensitive environment, deal with confidential matters and meet deadlines




Work well individually and with a team while maintaining a positive attitude




Must demonstrate a business professional image and demeanor




Outstanding listening and communication skills, both written and verbal




Work well under stress and deadlines while managing multiple tasks




Excellent work ethic




Attendance and punctuality is an essential function of the job




Preferred Skills And Qualification




Non-applicable




Physical Requirements




Constant use of computer screens




Ability to operate a computer keyboard, use hand to finger, handle or feel, reach with hands and arms, and talk, see or hear




Intermittently standing, stooping, bending at the waist, walking, kneeling or crouching




Ability to sit and/or stand for long periods of time during the workday




Long periods of typing and repetitive motion




Ability to lift and/or move and carry up to 10 pounds




Hometown service, statewide strength. BancFirst is committed to investing in the future of Oklahoma communities. BancFirst is a $12 billion bank offering personal and commercial products, trust, insurance, and investment services in sixty Oklahoma communities. Employees enjoy excellent benefits and a learning environment that allows them to continuously improve their skills to deliver highly personalized service to customers. EOE/Minority/Female/Disability/Veteran/LGBTQ




Diversity…Our differences enhance business performance.
Show less "
79,Other,Banking,"Job Details

Description

RESPONSIBILITIES

Serve customers, prospective customers and bank associates promptly and professionally and in full accordance with Park Promises and Serving More standards.
Responsible for customer and account origination, retention and maintenance, including but not limited to Retail Deposit Accounts, Digital Products and Services, small business deposit accounts.
Process customer requests within designated authority and respond to customer inquiries and transaction requests made by phone, virtually, in person or digital/website.
Execute retail banking initiatives and strategies through consultative relationship management.
Act as advocate of digital product adoption for customers and internal support for branch associates.
Cross sell products and services and perform related clerical functions, such as a variety of account and customer maintenance
Assist Branch Management with daily Branch Operations duties such as pulling various customer reports and gathering data, as needed.
Responsible to make product referrals to other Lines of Business and subject matter experts. Be an active member in a team of associates serving the customer.
Complete ongoing product knowledge, digital product knowledge, financial services and sales-oriented training in addition to all required course training to sustain broad base of product, service and sales knowledge.
Maintain awareness of and adherence to Bank’s compliance requirements and risk management concepts, expectations, policies and procedures and apply them to daily tasks
Deliver a consistent, high level of service within our Serving More standards
Other duties as assigned

COMPETENCIES

Interpersonal/Customer Service Skills
Written and Verbal Communication
Ability to understand and follow directions
Adaptable to change
Basic Computer Skills
Organizational Skills/Detail Oriented
Problem/Situation Analysis
Technical Expertise
Ability to build collaborative relationships
Ability to work as part of a team

Education - Certifications - Work Experience

Four or more years teller experience preferred.
Strong familiarity with Bank and branch functions, policies and procedures required.

SCHEDULE

Office hours are Monday through Friday 8:30am - 5:00pm. This position is hourly and part-time. Generally the position will require less than 30 hours per week on average.
Show less "
80,Other,Banking,"The Call Center Specialist is responsible for handling a variety of member service calls in a prompt and courteous manner. He/she resolves member questions and problems regarding accounts, orders, payments, products, and services including electronic services. In addition he/she completes and maintains related reports, records, and files while cross-selling products and services and supports all functions within the Call Center.




The successful candidate should possess excellent communication and computer skills and be able to work well under pressure in a team environment.




The salary range is $17.41 to $26.11 an hour depending on experience. This position is located in Dothan, AL. (Not a remote position)




At Five Star Credit Union, all team members work toward a common purpose to Brighten the Financial Future of the Communities We Serve . Each employee supports our members by promoting and offering relevant services and products to meet their diverse needs. We deliver outstanding service by embracing our core values of Integrity, Collaboration, Accountability, Passion, and Self-Improvement.
Show less "
81,"Research, Analyst, and Information Technology",Financial Services and Investment Management,"Fiduciary Trust International is a wealth management firm founded in 1931 by families for families, with a singular focus on growing and protecting our clients’ wealth through generations. We work closely with individuals, families and foundations to build and manage personalized investment portfolios, and to develop estate plans that extend wealth to future generations. And, we are part of Franklin Templeton, a global investment leader. That means we can combine a personalized experience with access to sophisticated research and investment solutions.

Fiduciary Trust International (FTI) has been an active investor and participant in the evolving sustainable investing field for many years and we’re looking to expand our team!

We are hiring a Sustainable Investments Research Analyst to join the team in Lincoln, MA or New York, NY. Our team provides full-service investment advisory, portfolio construction, and manager due diligence to private clients, institutions, and endowments. We provide access to investment strategies and techniques used by the largest and most sophisticated institutional investors. We work across the spectrum of asset class, public and private, with our clients. And for clients with a desire to align their investment portfolios with their personal values and/or institutional missions, we work with them to design an investment strategy and find the right investments across the sustainable investing landscape, ESG, SRI and impact, to meet those objectives.

The Analyst will source, assess, and monitor sustainable investing strategies in public equities, fixed income, and at times, the hedge fund asset classes. While the focus is identifying actively managed, ESG integrated strategies, the Analyst will also seek to enhance our menu of thematic investment options, passive ESG strategies, and impact investment opportunities in public markets.

As a senior member of the sustainable investing team, the Analyst serves as the main point of contact for FTI's Portfolio Managers on sustainable strategies in public markets and will participate in both business development presentations and client meetings. Finally, the Analyst has responsibility for implementing FTI's shareholder engagement strategy, in keeping with the firm’s commitment to the Net Zero Asset Managers Initiative.

We are looking for someone with a passion for sustainable investing, deep knowledge of ESG analysis in the public market context, familiarity with shareholder engagement, and professional investment experience or relevant credentials, such as a CFA charter. Strong critical thinking, communications, and organizational skills are a must for this position. The role is well-suited to candidates with an entrepreneurial mindset, who can propose creative solutions to often unforeseen challenges.

Key Responsibilities

Lead due diligence on prospective sustainable investments in the listed equities and fixed income asset classes. Coverage may, at times, extend to ESG-integrated hedge fund strategies focused on public markets.
Prepare and disseminate quarterly investment and ESG updates on the sustainable mutual funds, ETFs, and other fixed income or listed equity strategies approved for use in client portfolios.
Advise Fiduciary Trust portfolio managers and clients on the use of the firm's approved sustainable investing strategies in client portfolios, with an emphasis on public market strategies.
Enhance Fiduciary Trust's approach to ESG manager due diligence and reporting in public markets, including advancing the development of our ESG assessment tools and practices.
Manage Fiduciary Trust's shareholder engagement efforts, coordinating as needed with outside consultants to identify engagement candidates, educate interested clients, participate in engagement campaigns, and report results.
Contribute to Fiduciary's thought leadership publications, marketing events, and represent the firm at both industry conferences and in meetings with prospective clients.
Assist on client inquiries of all types; collaborate with and support other research team members, client portfolio managers, and other members of the FTI team as needed
Participate in daily market update meeting and news analysis
Contribute to Investment Committee meetings

Ideal Qualifications

Bachelor's degree required; MBA or CFA a plus
5+ years' professional experience in an investment, ESG, or related role
Deep knowledge of ESG and impact investing in public markets, including familiarity with leading investment managers, industry frameworks, and ESG best practices
Passion for sustainable investing, commitment to advancing the field, and willingness to assist in all areas of a growing business as needed
Entrepreneurial mindset and willingness to take the initiative to identify and tackle challenges as they arise
Intellectual curiosity and analytical mindset
Demonstrated experience leading projects or initiatives with minimal guidance
Strong oral and written communication skills; comfort with public speaking
Computer skills (Excel, FactSet, Bloomberg)
Must be eligible to work in the U.S. without the need for sponsorship; unable to consider visa applicants

Compensation Range: Along with base compensation, other compensation is offered such as a discretionary bonus, 401k plan, health insurance, and other perks. There are several factors taken into consideration in making compensation decisions including but not limited to location, job-related knowledge, skills, and experience. At Franklin Templeton, we apply a total reward philosophy where all aspects of compensation and benefits are taken into consideration in determining compensation. We expect the salary for this position to range between $100K - $133K USD.

Learn more about FTI: Explore our career’s site and the link below to learn about our firm, The Story of Fiduciary Trust International.

#MID_SENIOR_LEVEL

What makes Franklin Templeton unique?

In addition to the dynamic and professional environment at Franklin Templeton, we strive to ensure that our employees have access to a competitive and valuable set of Total Rewards—the mix of both monetary and non-monetary rewards provided to you in recognition for your time, talents, efforts, and results.

Highlights Of Our Benefits Include

Three weeks paid time off the first year
Medical, dental and vision insurance
401(k) Retirement Plan with 85% company match on your pre-tax and/or Roth contributions, up to the IRS limits
Employee Stock Investment Program
Tuition Assistance Program
Purchase of company funds with no sales charge
Onsite fitness center and recreation center*
Onsite cafeteria*
Only applicable at certain locations

We believe that being a good corporate citizen is good business. To us, corporate citizenship means being accountable, serving our clients, being an employer of choice, managing our environmental impact, and supporting our communities. An emphasis on corporate citizenship is embedded in our culture and values, and is an important element of how we achieve success.

We are also committed to your learning and development with resources focused around Experience, Exposure, and Education, to help you achieve your professional development goals.

Franklin Templeton is an Equal Opportunity Employer. We are committed to equal employment opportunity for all applicants and existing employees and we evaluate qualified applicants without regard to ancestry, age, color, disability, genetic information, gender, gender identity, or gender expression, marital status, medical condition, military or veteran status, national origin, race, religion, sex, sexual orientation, and any other basis protected by federal, state, or local law, ordinance, or regulation. We invite you to visit us at Franklin Templeton Careers to learn more about our company, career opportunities and recruitment process.

Franklin Templeton is committed to fostering a diverse and inclusive environment. If you believe that you need an accommodation to search for, or apply for, one of our positions please send an email to accommodations@FranklinTempleton.com . In your email, please include the accommodation you are requesting and the job title and job number you are applying for. It may take up to three business days to receive a response to your request. Please note that only requests for accommodations will receive a response.


Show less "
82,Other,Banking,"Our associates enjoy a one-of-a-kind culture with a rich benefits package that includes:




Generous paid time off: 11 paid holidays, 2, floating holidays, 6 personal days, 10 vacation days, plus sick time
Low-cost Medical, Dental & Vision plans – as low as $5 per pay period
Paid childcare assistance (up to $96 per pay period)
Award-winning 401(k) 5% discretionary match - fully vested from day 1
100% Gym fee reimbursement up to $75/month
100% Tuition Reimbursement Up to $5,250
$1200/yr student loan repayment
Position requires Consumer Lending experience, not Mortgage Lending
Target hiring range $17/hr - $25/hr (Depending on experience and prior to any incentives this position is eligible for)




Experience




5 to 8 years of similar or related experience. Five years or more related loan servicing experience with insurance product claims, consumer loan title processing or consumer lending preferred.




Our ideal candidate:




Perform file review on all consumer loans, maintain file room/loan documents, provide support to consumer lending functions through various processes. Expertise in one or more of the following: Letters of guarantee and collateral protection insurance, claim filing for debt cancellation products, GAP, VSA, consumer loan title work processing and tracking.




A typical day might include the following:




Assist with vault management
Filing loan files and other loan documents
Pull files for other departments – track files out
Perform file review – audit new consumer loans
Centralized title processing and tracking
Title release requests
Complete and send consumer loan payoff letters
Process collateral protection insurance (CPI) premium billings and refunds
Insurance Letters of Guarantee
File GAP Claims, VSA Claims/Cancellations, Debt Cancellation Claims-Life, Disability, Unemployment
File Maintenance
Loan Term Changes
Subsequent Actions
Process and Maintain Reports
Take inbound calls from servicing phone queue
Assist branch staff and members with their loan servicing questions




Education




High School Diploma or GED (General Education Degree) Required
some college or Associate's Degree Preferred




Experience




5 to 8 years of similar or related experience. Five years or more related loan servicing experience with insurance product claims, consumer loan title processing or consumer lending preferred.




Why join the OneAZ team?




Our culture is one-of-a-kind! You’ll be joining a team of friendly, hardworking, helpful associates with the same mission guiding all that we do: We exist to improve the lives of our members, our associates and the communities we serve.




We are proud to be an equal opportunity employer and value diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.




We offer robust benefits including low-cost medical, dental and vision plans, gym reimbursement, paid parental leave, generous personal days and vacation time, and an award-winning 401(k) program among many others. Take a look at our career page for detailed benefit information: www.oneazcu.com/about/careers




Additional Notes:




Candidates for this position will be required to sign an authorization for OneAZ to conduct a credit and criminal background check, pursuant to procedures in the Fair Credit Reporting Act and any other applicable laws.




All candidates will be considered for this position on an individualized basis, in compliance with all applicable equal employment opportunity laws.




Ensures compliance with applicable policies, laws, and regulations, including the Bank Secrecy Act (BSA), Anti-Money Laundering (AML) compliance, USA Patriot Act, and Office of Foreign Assets Control (OFAC).




Any individual who meets the definition of a mortgage loan originator and is employed by a federal agency-regulated institution will need to be registered on NMLS.
Show less "
83,Other,Banking,"Job Details

Description

Summary: The Relationship Support Specialist provides support to a Commercial Lending team and serves as an additional contact point for existing and new clients.

Salary commensurate with experience, ranging from $55,000 to $70,000 annually. The exact compensation may vary based on relevant experience, skills, education, training, licensure and certifications, and location.

All applicants must attach a recent resume.

Responsibilities

Provide administrative support necessary to coordinate the lenders’ day-to-day activities.
Carry out account maintenance activities.
Resolve account-related problems, including interacting with other Departments to resolve issues.
Assist with monitoring and developing reports to track and follow up on customer and loan data.
Generate portfolio reports, past due loan reports and loans maturing reports for lenders’ review and as a follow up on any outstanding issues.
Assist with obtaining required financial information to underwrite new loans and complete annual reviews of existing loans.
Assist with the loan closing process.
Assist with SageWorks customer data input.
Due Diligence Credit Reports / searches via Lexis Nexis, Experian, Equifax, OFAC, UCC, DOS, Flood.
Assist with RIMS input for Appraisals and Environmentals.
Assist with preparation of client presentation materials.
Coordinates events and sponsorships for the team.
Point of contact for any technical issues.
Collect data from team members for consolidated reporting purposes to the Group Leader.
Create, review, cull and reformats various reports so that the team is provided with efficient reporting.

Qualifications

Financial services industry or related experience a plus
Credit training or experience in credit analysis a plus.
Excellent interpersonal skills as well as excellent oral and written communication skills.
Proficient in Microsoft Office and able to learn other bank-specific software. Knowledge of Sageworks a plus.
Client-first perspective.
Team-focused.
Show less "
84,Human Resources and Administrative,"Banking, Financial Services, and Investment Banking","Client is seeking an HR Specialist to join the HR Employee Solutions team. This function provides operational and advisory support to our HR Business partner teams, as well as to employees and managers across the firm on a number of processes across the employee lifecycle. In addition, the function partners closely with HR product areas within the department to drive efficiencies and best practices in our HR processes. The HR specialist will primarily focus on HR generalist processes.




Responsibilities include the following:

Working with employees, managers and HR Business Partners on a range of sensitive employee matters, including medical accommodations, leaves of absence, work arrangements, background check escalations, and visa/immigration.
Partnering closely with Employment Law and Employee Relations teams on developing consistent solutions across all businesses.
Collaborating with HR Process Optimization team and HR Business Partner teams across the Firm to develop consistent practices on HR generalist processes.
Documenting appropriate case notes in a centralized system and escalating matters when needed.




Qualifications:

2+ years of HR generalist experience.
Excellent interpersonal skills with demonstrated patience, tact, and respect.
Ability to quickly evaluate alternatives and decide on a plan of action.
Excellent judgement; knows when the escalate.
Ability to navigate multiple stakeholders.
Experience dealing with sensitive matters.
Show less "
