,Job Function,Industry,Seniority,Job Description
70,Management and Manufacturing,Construction,Mid-Senior level,"What we’re looking for in a Superintendent:This role is the perfect fit for someone who wants to work with a dynamic team of powerhouses and support some pretty successful business people. You understand that not everything is exciting all the time… sometimes we just need to put our heads down and do the work, so our customers can get the highest value out of everything we create.Picture this: Every single day you come to work in a place that appreciates the work that you do. And trusts that you Can do it.Where you can truly care about the humans on the other end of the email or phone call, and your team members acknowledge how much of yourself you put into your job, even though you make it look effortless and flawless. Where you’re celebrated for your magical talents of creating excellence out of the ordinary and driving massive action + results.You’ll know this job is for you if:There’s no greater feeling of accomplishment for you than knowing you’ve solved an issue for someone or done something of value.You’re really good at creating and following a project plan And trying to make that plan even better next time ;).You daydream about finding ways to get better results for your customers.You know that it isn’t all glamorous, and the behind-the-scenes work is just as important as the customer-facing stuff to make sure we’re keeping projects on track. If That Sounds Like You, You Are In The Right Place!




Compensation




$75,000 - $100,000 yearly




Responsibilities:Responsibilities:Minimum 3 years of Project Manager experienceKnowledge of Construction materialsExperience in running multiple projects at the same timeComfortable operating autonomouslyBe an independent, self-starter who executes tasks on time and with a high level of attention to detailHave the self-awareness to speak up if you need supportAim to solve problems or find answers yourself before asking for helpQualifications:Now, let’s talk more about the jobYou’re fired up about our mission: Creating the standard in property restoration by restoring more than just homes.You need to nail down the details: You don’t need to race through work and get things done subpar (that’s the exact opposite mindset we need). I need you to have an eye for the bigger picture + how things fit together and be able to nail the details that match and get them done efficiently.You are meticulous in your work. We’re looking for someone who understands the difference between efficiency and productivity.You share our company values. All of which can be found here. We encourage you to apply if you share those values.In short, your job is to help us in any way you can drive our mission forward + continue to improve the experience and results for our clients. And to have fun at work, lots of fun (who wants a job that isn’t fun?!?)But what we don’t expect is perfection for you to qualify for this job. Tools are teachable, but we do expect you to have a solid understanding of the restoration industry and a keen interest in restoring homes. We expect intelligence, energy, organization, resourcefulness, and a get-it-done attitude. What does success look like in this role?Proactive communication with customers.Completing projects on time.Maintaining set profit margins.Learn all of our programs, lessons, strategies, policies, and decision-making processes so you can give expert feedback and support.We offer: The rate for this role will be $75,000-$100,000 to start, with room to grow as you grow and add more value to the company and our customers. This is a full-time job and the company benefits include: 100% paid health insurance, paid time off, 401k/Simple IRA, and paid training.About Company




We are looking to bring our new colleague on board as soon as possible, but we will spend the necessary time to find the best fit both in abilities and culturally. One thing that will give you a BIG leg up (but is optional) is to send a cover letter, along with your resume.




To Apply




Submit your application




Create a Cover Letter And Answer The Following Questions




Tell us how you will fit in THIS job specifically. We know what’s a fit for us and want to know if this is a fit for YOU. We will NOT be calling you to clarify whether or not you’re a fit. Share with us why we’d be lucky to have you on the team and why you’d make the perfect fit.
Show less "
71,Project Management and Information Technology,Construction,Mid-Senior level,"We are seeking an Assistant Project Manager Construction to join our team! You will oversee project planning, scheduling, budgeting, and implementation. Responsibilities: * Oversee all aspects of construction project from planning to implementation * Allocate resources for assigned projects * Supervise onsite personnel and subcontractors * Interface with project inspectors, contractors, architects, engineers, city and county officials, and clients * Negotiate with contractors to receive reasonable order costs * Maintain high standards of workmanship that adhere to original plans and specifications Qualifications: * Previous experience in construction management or other related fields * Familiarity with construction management software * Strong leadership qualities * Strong negotiation skills * Deadline and detail-oriented Company Description Construction Company




Construction Company
Show less "
72,Human Resources,Construction,Mid-Senior level,"Employee Success Partner Job Description As Employee Success Partner your most important objective is to build not only a great place to work, but also guide and coach each employee and empower them to accomplish their own career and personal/financial goals. As the Employee Success Partner you will work with Managers to select the individuals with the potential to succeed in our field and provide career success support for all employees. You will also utilize specific metrics to outline, track, and provide strategic direction to ensure growth and success for the individual that support the culture and company direction. Responsibilities




Candidate sourcing and vetting via ads, postings, websites, schools, fliers, job fairs, and agencies to achieve success in attracting, developing, training, and retaining top talent o Pre hire screening, drug, technical, background, driving and references o Scheduling interviews with Managers




Coordinating new hire employee orientation and training o Tracking and documenting all training and certifications ensuring compliance with current corporate, safety, and industry standards




Coordinating all on boarding directly with the employee




Becoming familiar with and assisting with the development and population of data into the Coassemble application that will be used for training and tracking




Coordinating and ensuring completion of all training/learning related to personal financial success and freedom through the Smart Dollar Financial Wellness




Provide assistance and navigational support to employees with unemployment, sick leave, family leave, medical /dental, 401k and other benefits.




Assist with the development of a new review process by discussing drawback and pitfalls with current processes. Reinvent the process, rollout, train Managers, participate in reviews and assist in setting benchmarks for professional growth




Assist individuals with goal setting and tracking which can include monthly check ins and direction as needed via Zoom or in person




Improve upon current employee recognition and incentive programs related to performance and safety




Develop leadership development training and programs for new Construction Foreman or Service Leads




Maintain current and complete understanding of Federal and State employment laws and ensure compliance through programs, training, policies, and investigations as needed Qualifications




5 years relevant Employee Success experience in employee relations and organizational development




High level of integrity and discretion in handling confidential information




Excellent written and verbal communication skills




Excellent organization and detail oriented




Ability to effectively connect, build and maintain strong relationships, and influence all levels of the organization




Proven ability to work well under pressure and flexible in adapting and responding to changing conditions and situations




Construction industry knowledge is a plus




Proactive, ""roll up your sleeves"" work ethic




Ability to work independently, research, develop, adapt, and implement processes




Proficient in Microsoft Suite: Outlook, Word, Excel, PowerPoint




Proficient in Adobe Acrobat
Show less "
73,Administrative,Construction,Entry level,"Come grow with us! Are you looking for a career and not just a job? If so, this is an opportunity you should explore. MSS Solutions has an immediate opening for a Helper in our shop in Charlotte, NC

We strive to solve problems through passion and integrity and we're looking for talented and creative people like you to help determine our company's future.

Here Is What a Typical Day Might Look Like

You’ll assist with general work activities including rollform machine operation, duct fabrication, shop clean up and more
You’ll support the operator, fabricator and supervisor to complete projects safely and efficiently

Here are some of the skills we’re looking for:

1 year of construction experience
Mechanically inclined
Must be able to work with various hand tools, follow directions and read and write
You should be able to work safely and efficiently and provide the best quality work without constant reminders

This Is What We Can Offer You

Competitive pay – Paid weekly!
A great team to work with
Medical, Dental, Vision and Pet Insurance
Company vehicle with acceptable driving record
Short & Long Term Disability
Company paid Life Insurance
Health Savings Account with up to $1000 in company match annually
Flexible spending account
401K with employer match
10 days of PTO, pro-rated in year 1, increases to 15 days in calendar year 2
9 paid holidays
Employee Assistance Program
$100 Annual Safety Boot benefit
Safety Incentive Program
$100 Annual Physical Incentive Program
Employee Referral Program

MSS Solutions, LLC is an EQUAL OPPORTUNITY EMPLOYER and a DRUG-FREE ENVIRONMENT

All qualified applicants will receive equal consideration for employment without regard to race, color, religion, gender, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.
Show less "
74,"Design, Art/Creative, and Information Technology",Wholesale Building Materials,Entry level,"Benefits/Perks

Competitive Compensation
401K after 1 Year
Signing Bonus of $250 after 3 months


Job SummaryWe are seeking a skilled CAD designer to join our team. The ideal candidate is skilled, organized, detail-oriented, and able to work

as part of a team.

Responsibilities

Prepare, modify, and maintain designs, drawings, and schematics for components and production.
Perform simple to moderately complex drafting tasks using computer equipment.
Work from sketches, notes, and verbal instructions.
Use computer-aided design (CAD) systems to prepare drawings and output to CNC.
Receive general guidance/supervision but normally work independently on mastered tasks.
Produce comprehensive, quality drawings or technical documentation as required.
Demonstrate proficiency using AutoCAD to accomplish drawing tasks.
Perform individual and team quality checks on drawings or technical documentation.
Exhibit professional behavior that promotes teamwork and enhances productivity in the workplace.
Be well organized with the ability to coordinate, prioritize, and execute multiple tasks simultaneously in a high-pressure environment.


Qualifications

Ability to work legally in the United States
Technical/Associate’s degree or Certificate in CAD design OR High School Diploma/GED and 5+ years of experience working in CAD.
Regular attendance in accordance with an established work schedule is mandatory.
Good communication skills both verbal and written.
Detail oriented and able to focus on repetitive tasks.


Software Used:(but not limited to)

AutoCAD
Alphacam
SolidWorks
Microsoft Excel
Adobe Acrobat
Show less "
75,"Design, Art/Creative, and Information Technology",Wholesale Building Materials,Entry level,"Benefits/Perks

Competitive Compensation
401K after 1 Year
Signing Bonus of $250 after 3 months


Job SummaryWe are seeking a skilled CAD designer to join our team. The ideal candidate is skilled, organized, detail-oriented, and able to work

as part of a team.

Responsibilities

Prepare, modify, and maintain designs, drawings, and schematics for components and production.
Perform simple to moderately complex drafting tasks using computer equipment.
Work from sketches, notes, and verbal instructions.
Use computer-aided design (CAD) systems to prepare drawings and output to CNC.
Receive general guidance/supervision but normally work independently on mastered tasks.
Produce comprehensive, quality drawings or technical documentation as required.
Demonstrate proficiency using AutoCAD to accomplish drawing tasks.
Perform individual and team quality checks on drawings or technical documentation.
Exhibit professional behavior that promotes teamwork and enhances productivity in the workplace.
Be well organized with the ability to coordinate, prioritize, and execute multiple tasks simultaneously in a high-pressure environment.


Qualifications

Ability to work legally in the United States
Technical/Associate’s degree or Certificate in CAD design OR High School Diploma/GED and 5+ years of experience working in CAD.
Regular attendance in accordance with an established work schedule is mandatory.
Good communication skills both verbal and written.
Detail oriented and able to focus on repetitive tasks.


Software Used:(but not limited to)

AutoCAD
Alphacam
SolidWorks
Microsoft Excel
Adobe Acrobat
Show less "
76,Management and Manufacturing,Construction,Entry level,"About Textron Specialized Vehicles

Textron Specialized Vehicles Inc. is a leading global manufacturer of golf cars, utility and personal transportation vehicles, and ground support equipment. Textron Specialized Vehicles markets products under brands including E-Z-GO, Cushman, TUG and Douglas; Its vehicles are found in environments ranging from golf courses to factories, airports to planned communities, and theme parks to hunting preserves.

Opportunity

We are looking for a Maintenance Fitter to join our facility in Poyle, Slough, where we provide maintenance to non-powered ground support equipment, such as cargo trailers and baggage handling trailers, hence our close proximity to Heathrow Airport. The required Maintenance Fitter will work in a team to service and repair cargo movement/handling equipment.

Responsibilities Include, But Are Not Limited To

To inspect, repair and service the cargo movement/handling equipment. Tasks include but not limited to the maintenance of the following:
Cable Drum Brakes
Wheel Bearings
Conveyor Roller Beds
Chassis & Turntable
Welding
Undertake any other reasonable tasks as required within the company.

Qualifications/Skills/Experience Required

We are looking for a responsible, highly motivated and flexible individual.

Essential

A Rudimentary understanding of simple mechanical systems;
Previous mechanical systems experience, gained via previous employment, college or hobbies/interests;
Hands on attitude and experience;
Entry Level (L2) English Literacy Skills;
Ability to work well under pressure;
A driven approach to learning in a practical environment;
Capable of working individually and as part of a team.

Desirable

Welding experience

The post holder will also be subject to security checks which will require a criminal record check and must be able to provide five years education/employment references.
Show less "
77,Other,Construction,Entry level,"Dri Tech is looking for an experienced Project Coordinator to join our commercial construction office team. The Project Coordinator will be responsible for day-to-day communications with vendors for project invoicing, scheduling, ordering and delivery coordination. Responsibilities: * Creating Purchase Orders for large projects * Handling Jobsite deliveries and scheduling * Approving Invoices (making sure material/services and prices are accurate) * Strong communication with all Superintendents (regarding jobs/material/equipment, etc.) * Strong communication with Vendors (material availability/scheduling/deliveries, etc.) * Creating Project Submittals * Handling Project Contracts * Project Scheduling * Inventory of Materials * Ordering and scheduling heavy equipment to and from jobsites Skills/Requirements: * 2+ years of experience in administrative role * Excellent telephone etiquette & professionalism * Basic knowledge & use of Microsoft Office suite (i.e., Excel and Word, Outlook) * Excellent communication abilities with aptitude in problem-solving * Outstanding organizational and time management skills * Must be highly motivated and can function independently Company Description Our company is a family and we look for team members who are looking for a great culture to advance their career.




Our company is a family and we look for team members who are looking for a great culture to advance their career.
Show less "
78,Human Resources,Civil Engineering,Mid-Senior level,"The Company InstroTek is a privately owned construction materials testing equipment company based in Research Triangle Park, NC. Established in 1997, InstroTek continues to set new standards for testing and quality control and is a global leader in products and technology development for the construction and raw materials industry. Our corporate office is in Research Triangle Park, NC where we manufacture and service. In addition, we have five fully equipped service centers in Austin, TX, Denver, CO, Philadelphia, PA, Grand Rapids, MI, and San Francisco, CA. With six strategic offices throughout the US and numerous international distributors, our customers are never far from our experienced and knowledgeable representatives. The Opportunity Due to InstroTek's continued growth, the need has arisen for a full-time Human Resources Manager , on-site at our corporate office. We are seeking a proven Human Resources professional to lead the full scope of Human Resources for the company, reporting to the President. This professional must be of the servant-leader management style and seek best-in-class standards and processes for Human Resources, and the organization. Under the direction of the President, the Human Resources Manager will optimize the HR function of InstroTek, by championing what is best for the company, while fully supporting the team. Responsibilities The essential duties and responsibilities will include: * Operate as a true strategic and tactical HR business partner * Build relationships with and quickly gain the trust and active participation of key members of management * Recruitment and Selection * Onboarding * Payroll * Compensation and Benefits * Health insurance and benefits * Salary and bonus structure * Performance * Professional development * Performance objectives and metrics * Employee Relations * Excellent sense for human relations and team coherence * Positive approach to total team wellness and success * Highly visible and interactive with all team levels * Team building events * Facilitate interdepartmental resolutions * Safety and Wellness * Design and implement a total wellness program * State and Federal Law and Regulation Compliance * Provide advice and interpretation regarding policy, procedure, and employment law * Daily administrative tasks required for full HRIS and payroll functions The Candidate * Bachelor's Degree or higher in Human Resources, Business Administration, or related field * A minimum of ten years of experience overseeing the total Human Resources function, with proven experience in program development and implementation * Consummate professional, strong integrity, and the utmost confidentiality * Exemplifies the highest ethical standards * Proven experience in effectively managing sensitive issues * Exceptional verbal, analytical, organizational, and written skills * Expert user of MS Excel, PowerPoint, and Word * Paylocity experience would be strongly valued * Has a strong voice in conversations and decisions; does not hesitate to push back and help reduce barriers to success * A ""player coach"" when needed, comfortable coaching small teams * Proponent of InstroTek, leading to sound decision making and recommendations Company Description At InstroTek, we value teamwork, diversity, and innovation while offering continuous training, competitive compensation & benefits, and exceptional growth potential.




At InstroTek, we value teamwork, diversity, and innovation while offering continuous training, competitive compensation & benefits, and exceptional growth potential.
Show less "
79,Management and Manufacturing,Wholesale Building Materials,Entry level,"Casa Grande, AZ, USA
32.00-40.00 $27.50
Hourly
Full Time




We offer competitive pay and a generous benefits package which includes comprehensive health and dental insurance options, paid vacation, 10 paid holidays, monthly bonus potential, and a rich 401(k) plan!




Bull Moose Tube Company is seeking to hire a full-time Maintenance in our Casa Grande location. Starting pay is $27.50 plus monthly bonus incentive.




We know that we would not be successful without our hardworking team made up of individuals who believe in maintaining a steadfast dedication to our customers and to each other. Here at Bull Moose Tube, we believe in teamwork, integrity, growth, and safety. In addition to our collaborative and positive work environment , we offer competitive pay and a generous benefits package which includes comprehensive health and dental insurance options, paid vacation, 10 paid holidays, monthly bonus potential, and a rich 401(k) plan !




About Bull Moose Tube




Founded in 1962, Bull Moose Tube is a steel manufacturer committed to excellence in everything that we do. We boast more than a half-century of manufacturing and selling superior steel pipe and tube. Our enduring commitment to quality, innovation, and customer service has made us a long-standing dominant force in the market. We are driven to be the best **.




SUMMARY:** Understands and reinforces the Company vision of being the best producer of steel pipe and tube in North America. Performs assigned tasks in a manner reflecting and achieving the Vision consistent with the Company's Core Values: Safety, Integrity, Teamwork, & Growth and Results.




In a supportive role, is responsible for maintaining all plant equipment to ensure it safely meets the operational needs of production. Complies with all safety, quality, customer focus, preventative maintenance and housekeeping standards. All other duties as assigned and expected.




Essential Job Responsibilities




Must have own tools to perform tasks needed to repair equipment
Read and apply micrometer, caliper, gages and tape measure
Read and interpret equipment manufacturers and lubrication recommendations
Perform required PMs and lubrication on all equipment
Demonstrate mechanical, electrical, hydraulic and pneumatic knowledge and aptitude
Ability to troubleshoot equipment failure to get to root cause of issue
Ability to understand parts room layout to obtain parts needed in an efficient manner
Generate detailed pass down report via e-mail (applicable to assigned maintenance personnel)
Familiarity with PLCs, motor controls, sensors, limit switches, electro/mechanical systems, 24vdc testing (multi-meter), process controls, and 480 vac
Ability to weld (applicable to assigned maintenance personnel) design and fabricate guards, hand rails, support structures, etc.
Ability to multi-task
Fundamentals of troubleshooting
Understanding of Company quality requirements and procedures
Complete knowledge of Company safety requirements and procedures
Complete knowledge of Company housekeeping rules for all work and non-work areas utilized
Communicate to management and peers any safety, quality, preventative maintenance, customer focus, or equipment issues as part of the company's improvement initiatives
Understand and demonstrate proper use of power tools (grinders, sawsalls, torches)




Other Essential Duties




Maintain regular and reliable attendance
Work cooperatively with others to ensure constructive and productive business relationships
Comply with all Company policies and procedures
Be able to understand and effectively use computerized business systems and other technology and business platforms




Qualifications




Work well in a team-based environment
Self-motivated and driven
Problem solving skills
Continuous improvement focused
Strong verbal and math skills
Computer literate
Ability to read a tape measure, micrometer, caliper and gages
Ability to work flexible hours and overtime




Requirements




High School Diploma or GED
Ability to read, write, speak and understand English
Ability to conform to safety and quality requirements
Ability to stand for long periods of time as well as walk, twist, bend, kneel, see, talk, hear
Ability to lift up to 25 pounds regularly, 50 pounds frequently and on occasion lift or move 100 pounds.
Ability to work in a non-climate controlled facility




This job posting does not comprise an exhaustive list of all functions that this employee may be required to perform; the employee may be required to perform additional duties/functions as assigned.




An equal opportunity employer, including disability and veterans.




An equal opportunity, affirmative action employer M/F/D/V




Bull Moose Tube (BMT) and its affiliated companies provide equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientations, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.
Show less "
80,Administrative,Construction,Entry level,"Since 1955, Nicholson Construction Company has been setting the industry standard for performance and technical innovation in geotechnical construction. We have built our reputation by performing the highest quality work and providing the most innovative solutions on the widest range of demanding and high profile projects. Nicholson is part of a global network of unparalleled geotechnical resources and expertise, specializing in deep foundations, earth retention, ground treatment and ground improvement.

Summary

Performs various clerical tasks related to the daily operation of assigned region or department.

Essential Functions

Provides support to department and manager. Duties include receptionist, clerical and project based work.
Supports field employees in daily interactions.
Set up and coordinate meetings and conferences
Handles travel arrangements (flight/hotel/rental cars) for all district members going to out of state jobs
Maintains extensive filing system to ensure back up of all invoices and correspondence
Provide coding, delivery tickets, create/manage purchase orders
Process expenses for staff
Supports engineers during the bidding process, as well as throughout the entire project
Prepares shipments for UPS and Fed Ex packages
Assisting in new employee orientation and proper set up of paperwork required
Order business cards for new and existing employees
Research, price, and purchase supplies

Education & Training

High School Diploma or GED required; Associate’s degree preferred

Experience

Minimum 3-5 years of experience in an administrative support role
Construction or manufacturing industry experience preferred

Knowledge And Abilities

Basic PC skills, knowledge in MS office, Word, and Excel programs required
Ability to learn and utilize new software.
Telephone protocol

Physical Requirements

Lift, carry, pull and push at least 40 pounds
Open filing cabinets and bend or stand as necessary
Operate in a professional office environment
Routinely use standard office equipment such as computers, phones, photocopiers, filing cabinets and fax machines.
This description reflects management’s assignment of essential functions, it does not proscribe or restrict the tasks that may be assigned.

Mental Requirements

Converse effectively using both verbal and written communication.
Concentrate on tasks
Demonstrate ability to manage stress and emotions as related to the workplace
Attention to detail
Identify and resolve conflict
Assess safety and risk

Benefits

Medical
Dental
Vision
Short Term Disability
Long Term Disability
Accidental Death and Dismemberment
Life Insurance
401(k) matching
Safe Harbor Retirement Plan
Employee Assistance Program
Paid Vacation
Personal days
Sick days

Please be advised that all interested candidates are REQUIRED to attach a copy of your resume in order to be considered.
Show less "
81,Other,Wholesale Building Materials,Entry level,"General Labor ' Titusville, PA

The General Labor must be highly flexible individuals and possess solid interpersonal skills allowing them to work effectively in a diverse, team, working environment. You will work in our manufacturing operations with other employees focusing on workplace efficiency and product quality, while maintaining a clean and environmentally safe work area through the implementation of 5S procedures. A knowledge of machinery and maintenance, plus an understanding of optimization and quality guidelines is a plus. Through a dedication to continuous improvements with special emphasis on safety, quality, environment, production, and cost, you will be an essential member of the Weaber, Inc. Team.

Who We Are and What We Do?

Weaber, Inc. is one of the nation's leading hardwood manufactures. The combination of advanced technology and strict standards help our state-of-the-art facility produce High Quality Hardwood Products. It is this quality that our customers have come to rely on.

Why Choose Weaber, Inc.?

Weaber, Inc. offers a comprehensive benefits package for full-time team members, including:

Full medical, dental, and vision coverage
401(k) with 4% match
Weekly pay
Paid vacations and holidays
$250 Sign on Bonus
$350 Referral Bonus
$1.00 diff rates for 2nd and 3rd shifts
FREE shuttle bus from Lebanon to our site locations
Monthly bonus eligibility
Investment and complete buy-in to your career progress, through trainings, mentorships and advancement

Requirements

Previous general labor or manufacturing experience preferred
18 years of age

If you are passionate about the work you do and want to join an amazing team that will invest in your future, we want you here! For more information regarding our open position please visit our website at Weaber.com or call (717) 867-4694.

Weaber, Inc. is an equal opportunity employer and considers all qualified applicants equally without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, or disability status.
Show less "
82,Engineering and Information Technology,Construction,Entry level,"Farland Corp. is a full-service consulting civil engineering firm with opportunities for advancement, currently has an opening for a Civil Engineer/Project Manager. Salary: Based on Experience Position Location: Dartmouth, MA JOB REQUIREMENTS: Farland Corp will consider applicants with a bachelor's and/or master's degree in civil or environmental engineering from an accredited institution with a minimum of 2 years experience. Candidate will be working on a wide range of projects in Massachusetts. Requirements for this position include:




Degree in civil engineering or related field
E.I.T. is a plus
Certified Soil Evaluator a plus
Strong computer skills
Experience in AutoCAD
Surveying skills a plus
Stormwater design utilizing HydroCAD software
Permitting at the state, federal and local level
Familiar with DEP wetland and stormwater regulations
Experience with public hearings The successful candidate will be enthusiastic, ready to learn and willing to work in a team environment with specific assignments including utilization of computers, design standards and manuals. Some verbal and written presentation to clients, supervisors and others may be required. Strong work ethic and organizational skills are essential.
Show less "
83,Management and Manufacturing,Construction,Entry level,"We are looking for someone who enjoys seeing the building of our community and take part first hand.




Duties will include shoveling, laying pipe, equipment operations, etc."
84,Engineering and Information Technology,"Construction, Architecture and Planning, and Civil Engineering",Entry level,"STV, Inc., is currently searching for a dynamic, junior level Mechanical Designer/Drafter to join the Buildings & Facilities Group in our Douglassville, PA office. Under the supervision of a Professional Engineer, you will be responsible for the design of facilities-related plumbing and fire protection systems across a variety of markets which include Healthcare, Educational, Municipal, Industrial, Federal, and Industrial facilities. The candidate will be expected to coordinate and work closely with a multi-discipline design team throughout the entire life cycle of projects from planning stages through construction documents.




Key responsibilities will include: the preparation of Mechanical designs, calculations, estimates, reports and specifications for building and facilities projects. STV provides design services to both public agencies and private corporations. Current projects include Public Transit Terminals and Transportation Maintenance Facilities, Federal and Military Facilities, Municipal Buildings, Laboratories, Health Care Facilities, Universities, and Industrial Facilities. Your career at STV will begin with handling basic design tasks, with eventual progression to more complicated assignments on engineering projects.




Required Skills:




A Bachelor’s Degree in Mechanical Engineering, Fire Protection Engineering, or similar is required.
The ideal candidate will be familiar with one or more of the following CAD platforms: AutoCAD, MicroStation, REVIT, and Bentley BIM.




Required Experience:




0-2 years of relevant experience commercial, institutional, industrial design for buildings and facilities.
Good planning, organizational and communications skills are necessary for success in this position.
Effective verbal and written communication and presentation skills, with the ability to work in a team environment are a must.
Interest in personal and professional growth, in a challenging, rewarding, and competitive professional environment.
Associate's or Technical Degree in Engineering preferred.
Show less "
85,Management and Manufacturing,Civil Engineering,Entry level,"WHO IS JLM STRATEGIC TALENT PARTNERS & WHAT IS OUR ROLE

We partner with National & International prime contractors to provide them with qualified talent they can trust.

We accomplish this by sourcing & vetting high level career seeking candidates in the industry and match them with our partners current open roles. Our objective is to help our general contractor partners build out project teams for high level infrastructure projects across the US.

We aspire to partner with candidates who are eager to learn, grow, and progress in their career path while deepening their knowledge in their given field.

We deeply value our partnerships and place great emphasis on maintaining strong relationships and long term hires.This is reflective in our competitive offerings to our hires including:

Ongoing HR support
Competitive benefits packages including- Health, Dental, Vision & Life insurance
Our very own JLM Rewards incentive program


THE IDEAL CANDIDATE

The ideal candidate has a proven track record of previous Quality Control experience in engineering and/or civil construction work.
They thrive in a fast paced and a team oriented environment.
They get excited about construction projects as well as completing assignments on time.
An individual who will do well in this position is self oriented, organized, a great communicator, and approachable.
Comfortable working within a team environment at the project site in Los Angeles.


KEY RESPONSIBILITIES/SKILLS

Provide scheduling support to assigned projects.
Participate in updating the master schedule and enterprise reporting.
Assist Project Managers and Superintendents in developing and maintaining a project baseline schedule.
Maintain quality assurance and control on assigned project schedules.
Oversee sub-contractors.
Track material costs and quantities entering project sites.
Create reports based on monthly material costs and inventory.
Assist other engineering departments as assigned.
Other duties as assigned


PERKS OF JOINING JLM

We offer a competitive compensation package as well as benefits including Health Insurance, Vision, Dental, Life, and Paid Time Off!
Show less "
86,Information Technology,Construction,Entry level,"Team Fishel, the Best Choice for Utility Construction and Network Installation, is hiring Fiber Splicing Technicians for our Phoenix, AZ operations. The wage range for this position is **$22.00** to **$33.00** an hour depending on skills, qualifications, and experience.




Responsibilities**
Ability to fuse or mechanically splice SM or MM fiber optic cables, to include or terminate various types of fiber optic connectors (ST, SC, LC).
Installs and tests pressurized and non-pressurized closures on all types and sizes of cable
Analyze and troubleshoot basic technical problems or issues.
Reviews, interprets, and works with various maps, drawings and blueprints, and testing documents.
Performs daily tests, checks, and maintenance of splicing and testing equipment.
Performs optical continuity and conformance testing.
Makes splicing rearrangements on existing facilities in buried, underground, aerial, and building work locations.
Preferred Skills**
Valid Driver's License
At least 2 years of experience installing, maintaining/repairing, and testing fiber optic networks.
Working knowledge of using various fusion splicing and optical testing equipment: Alcoa, Fujikura, GN Net Test, EXFO, Fitel, Sumitomo.
Ability to read, review, interpret and understand technical documents.
Ability to climb and work at elevations (e.g., from ladders, poles, lift trucks, etc.)
Ability to work in confined spaces.
Previous underground utility experience.
Must be able to follow instructions.




\*CA
Show less "
87,Management and Manufacturing,Construction,Entry level,"PC is seeking Carpenters to work in Portland, Maine. Candidates should be well-rounded, work as part of a team, complete work independently, be highly motivated, and be focused on excellence in all aspects of the work. Responsibilities include rough carpentry, doors, frames, and hardware install, miscellaneous trim install, installation of blocking, and general construction cleaning. Commercial construction experience is preferred, but willing to train. Long-term opportunities are available with PC’s commitment to personal career growth. Help PC build some of Vermont’s most exciting projects.




Superior Benefits Package Including




401(k) with a generous company match
Employee stock ownership plan
Health, dental, disability, and life insurance
Paid time off and holidays
Employee profit sharing




100% EMPLOYEE-OWNED




PC Construction is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. We recognize that diversity and inclusion are driving forces in the success of our company.




About PC Construction: PC offers general contracting, construction management, and design-build services to private and public clients across the country. The company manages projects along the eastern seaboard of the United States from its headquarters in Vermont and a network of locations in Florida, Georgia, Maine, Maryland, New Hampshire, New York, and North Carolina. A construction industry leader for over 60 years, PC Construction, is guided to success by its team of dedicated employee-owners
Show less "
88,Management and Manufacturing,Construction,Mid-Senior level,"Properly read all plans/drawings that enter the office * Review bid requirements/RFP * Scope each trade * Evaluate bid specifications and drawings, ensuring we know everything required to successfully bid and win the project * Has a thorough understanding of the scope for specific trades assigned * Develops RFIs and clarifications and ensures adequate subcontractor coverage * Performs a comprehensive bid day analysis and scoping of specific assigned trades * Understands how to fit subs to the size/scope of project * Creates bid list that fit scope of job, ensuring that we have the right subs for the project * Prepare general conditions sheet and submit to for review * Provide bid form and required documents for preparation of final bid Company Description We are a commercial construction company who works throughout the northeast, building projects from site clearing to turnkey as well as remodels




We are a commercial construction company who works throughout the northeast, building projects from site clearing to turnkey as well as remodels
Show less "
